日期,菜品,销量
2025-11-20,经典麻辣味豆花,13.0
2025-11-20,黑椒猪颈肉（2串起烤）,61.0
2025-11-14,卤肥肠,1.0
2025-11-20,经典麻辣豆花,6.0
2025-11-21,酸菜豆花烤鱼（外卖）,2.0
2025-11-21,老坛酸菜,1.0
2025-11-13,椒麻鸡翅尖,16.0
2025-11-13,小份蒜香味烤鱼（黑豆花）,2.0
2025-11-13,小份青椒味烤鱼（黑豆花）,1.0
2025-11-20,小份蒜香味烤鱼（黑豆花）,2.0
2025-11-28,黑椒猪颈肉（2串起烤）,74.0
2025-11-05,烤鱿鱼须(2串起烤),18.0
2025-11-14,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,4.0
2025-11-15,大红灯笼泡椒味,5.0
2025-11-12,香辣鱿鱼须,3.0
2025-11-21,小份酸菜味烤鱼（黑豆花）,1.0
2025-11-11,黑椒猪颈肉（2串起烤）,64.0
2025-11-20,经典麻辣味豆花,11.0
2025-11-20,经典麻辣豆花,4.0
2025-11-10,烤鱿鱼须(2串起烤),22.0
2025-11-11,卤肥肠,2.0
2025-11-30,升级豆花烤鱼,57.0
2025-11-15,大红灯笼泡椒味,2.0
2025-11-13,小份麻辣味烤鱼（黑豆花）,5.0
2025-11-30,手工黑豆花,2.0
2025-11-14,凤梨烤牛肉,16.0
2025-11-15,大红灯笼泡椒味豆花,1.0
2025-11-28,烤鸡翅,4.0
2025-11-28,烤鸡翅,10.0
2025-11-19,福佳白4.5度,8.0
2025-11-25,福佳白4.5度,1.0
2025-11-23,福佳白4.5度,3.0
2025-11-24,福佳白4.5度,4.0
2025-11-24,餐盒费,10.0
2025-11-27,餐盒费,13.0
2025-11-19,餐盒费,14.0
2025-11-17,餐盒费,15.0
2025-11-05,餐盒费,17.0
2025-11-11,餐盒费,17.0
2025-11-03,餐盒费,19.0
2025-11-13,餐盒费,20.0
2025-11-12,餐盒费,21.0
2025-11-07,餐盒费,22.0
2025-11-06,餐盒费,24.0
2025-11-04,餐盒费,25.0
2025-11-10,餐盒费,26.0
2025-11-26,餐盒费,27.0
2025-11-28,餐盒费,28.0
2025-11-18,餐盒费,28.0
2025-11-14,餐盒费,29.0
2025-11-20,餐盒费,29.0
2025-11-21,餐盒费,39.0
2025-11-09,餐盒费,40.0
2025-11-30,餐盒费,42.0
2025-11-01,餐盒费,43.0
2025-11-02,餐盒费,47.0
2025-11-15,餐盒费,47.0
2025-11-22,餐盒费,47.0
2025-11-23,餐盒费,49.0
2025-11-29,餐盒费,50.0
2025-11-16,餐盒费,55.0
2025-11-08,餐盒费,59.0
2025-11-25,餐盒费,23.0
2025-11-27,外送费,127.0
2025-11-24,外送费,138.0
2025-11-05,外送费,139.0
2025-11-13,外送费,161.0
2025-11-19,外送费,166.0
2025-11-17,外送费,192.0
2025-11-03,外送费,197.0
2025-11-11,外送费,206.0
2025-11-06,外送费,236.0
2025-11-18,外送费,241.0
2025-11-07,外送费,242.0
2025-11-26,外送费,242.0
2025-11-12,外送费,243.0
2025-11-10,外送费,250.0
2025-11-04,外送费,255.0
2025-11-20,外送费,261.0
2025-11-14,外送费,262.0
2025-11-28,外送费,296.0
2025-11-21,外送费,362.0
2025-11-09,外送费,395.0
2025-11-30,外送费,409.0
2025-11-29,外送费,428.0
2025-11-01,外送费,444.0
2025-11-15,外送费,464.0
2025-11-22,外送费,468.0
2025-11-23,外送费,479.0
2025-11-02,外送费,508.0
2025-11-16,外送费,514.0
2025-11-08,外送费,554.0
2025-11-25,外送费,217.0
2025-11-03,打包费,1.0
2025-11-08,打包费,1.0
2025-11-09,打包费,1.0
2025-11-28,打包费,1.0
2025-11-15,打包费,1.0
2025-11-16,打包费,1.0
2025-11-19,打包费,1.0
2025-11-20,打包费,1.0
2025-11-21,打包费,1.0
2025-11-09,餐盒,1.0
2025-11-19,餐盒,1.0
2025-11-07,餐盒,2.0
2025-11-08,餐盒,2.0
2025-11-10,餐盒,2.0
2025-11-06,餐盒,3.0
2025-11-27,餐盒,4.0
2025-11-18,餐盒,4.0
2025-11-21,餐盒,9.0
2025-11-04,手机支架,1.0
2025-11-06,手机支架,1.0
2025-11-08,手机支架,1.0
2025-11-30,手机支架,1.0
2025-11-10,手机支架,1.0
2025-11-11,手机支架,1.0
2025-11-12,手机支架,1.0
2025-11-13,手机支架,1.0
2025-11-17,手机支架,1.0
2025-11-18,手机支架,1.0
2025-11-21,手机支架,1.0
2025-11-22,手机支架,1.0
2025-11-01,手机支架,2.0
2025-11-07,手机支架,2.0
2025-11-09,手机支架,2.0
2025-11-25,手机支架,2.0
2025-11-29,手机支架,2.0
2025-11-15,手机支架,2.0
2025-11-02,手机支架,3.0
2025-11-28,手机支架,3.0
2025-11-16,手机支架,4.0
2025-11-23,手机支架,4.0
2025-11-01,生日大礼包,1.0
2025-11-02,生日大礼包,1.0
2025-11-04,生日大礼包,1.0
2025-11-07,生日大礼包,1.0
2025-11-08,生日大礼包,1.0
2025-11-28,生日大礼包,1.0
2025-11-10,生日大礼包,1.0
2025-11-11,生日大礼包,1.0
2025-11-13,生日大礼包,1.0
2025-11-16,生日大礼包,1.0
2025-11-17,生日大礼包,1.0
2025-11-24,生日大礼包,1.0
2025-11-30,生日大礼包,2.0
2025-11-21,生日大礼包,2.0
2025-11-12,生日大礼包,3.0
2025-11-22,生日大礼包,3.0
2025-11-23,生日大礼包,3.0
2025-11-03,生日大礼包,11.0
2025-11-10,生日大礼包,11.0
2025-11-06,生日大礼包,12.0
2025-11-26,生日大礼包,12.0
2025-11-27,生日大礼包,12.0
2025-11-04,生日大礼包,13.0
2025-11-18,生日大礼包,14.0
2025-11-19,生日大礼包,14.0
2025-11-24,生日大礼包,16.0
2025-11-17,生日大礼包,17.0
2025-11-09,生日大礼包,20.0
2025-11-20,生日大礼包,20.0
2025-11-05,生日大礼包,23.0
2025-11-12,生日大礼包,24.0
2025-11-13,生日大礼包,24.0
2025-11-14,生日大礼包,24.0
2025-11-01,生日大礼包,25.0
2025-11-02,生日大礼包,25.0
2025-11-30,生日大礼包,27.0
2025-11-23,生日大礼包,27.0
2025-11-07,生日大礼包,28.0
2025-11-28,生日大礼包,28.0
2025-11-25,生日大礼包,16.0
2025-11-21,生日大礼包,30.0
2025-11-16,生日大礼包,32.0
2025-11-15,生日大礼包,33.0
2025-11-22,生日大礼包,33.0
2025-11-08,生日大礼包,37.0
2025-11-29,生日大礼包,56.0
2025-11-11,生日大礼包,7.0
2025-11-02,生日大礼包,1.0
2025-11-06,生日大礼包,1.0
2025-11-07,生日大礼包,1.0
2025-11-11,生日大礼包,1.0
2025-11-15,生日大礼包,1.0
2025-11-16,生日大礼包,1.0
2025-11-18,生日大礼包,1.0
2025-11-20,生日大礼包,1.0
2025-11-22,生日大礼包,1.0
2025-11-23,生日大礼包,1.0
2025-11-24,生日大礼包,1.0
2025-11-25,生日大礼包,2.0
2025-11-08,生日大礼包,2.0
2025-11-30,生日大礼包,2.0
2025-11-12,生日大礼包,2.0
2025-11-05,生日大礼包,3.0
2025-11-27,生日大礼包,3.0
2025-11-29,生日大礼包,3.0
2025-11-09,生日大礼包,4.0
2025-11-01,生日大礼包,5.0
2025-11-25,生日大礼包,1.0
2025-11-20,生日大礼包,1.0
2025-11-01,生日大礼包,10.0
2025-11-23,生日大礼包,10.0
2025-11-02,生日大礼包,12.0
2025-11-29,生日大礼包,14.0
2025-11-30,生日大礼包,15.0
2025-11-08,生日大礼包,16.0
2025-11-05,生日大礼包,2.0
2025-11-27,生日大礼包,2.0
2025-11-10,生日大礼包,2.0
2025-11-17,生日大礼包,2.0
2025-11-19,生日大礼包,2.0
2025-11-03,生日大礼包,3.0
2025-11-06,生日大礼包,3.0
2025-11-18,生日大礼包,3.0
2025-11-24,生日大礼包,3.0
2025-11-04,生日大礼包,4.0
2025-11-07,生日大礼包,4.0
2025-11-13,生日大礼包,4.0
2025-11-21,生日大礼包,4.0
2025-11-12,生日大礼包,5.0
2025-11-22,生日大礼包,5.0
2025-11-09,生日大礼包,6.0
2025-11-11,生日大礼包,6.0
2025-11-15,生日大礼包,6.0
2025-11-16,生日大礼包,7.0
2025-11-14,生日大礼包,8.0
2025-11-26,生日大礼包,9.0
2025-11-16,营业外收入,1.0
2025-11-27,纸巾（外卖）,1.0
2025-11-15,纸巾（外卖）,1.0
2025-11-06,纸巾（外卖）,2.0
2025-11-07,纸巾（外卖）,2.0
2025-11-08,纸巾（外卖）,2.0
2025-11-18,纸巾（外卖）,2.0
2025-11-10,纸巾（外卖）,3.0
2025-11-17,纸巾（外卖）,3.0
2025-11-23,纸巾（外卖）,3.0
2025-11-30,纸巾（外卖）,4.0
2025-11-14,纸巾（外卖）,4.0
2025-11-01,筷子,1.0
2025-11-11,筷子,1.0
2025-11-15,筷子,1.0
2025-11-27,筷子,11.0
2025-11-08,筷子,2.0
2025-11-26,筷子,2.0
2025-11-14,筷子,2.0
2025-11-16,筷子,2.0
2025-11-17,筷子,2.0
2025-11-09,筷子,3.0
2025-11-21,筷子,3.0
2025-11-13,筷子,4.0
2025-11-19,筷子,4.0
2025-11-23,筷子,4.0
2025-11-24,筷子,4.0
2025-11-02,筷子,5.0
2025-11-06,筷子,5.0
2025-11-22,筷子,5.0
2025-11-10,筷子,6.0
2025-11-12,经典麻辣味豆花,16.0
2025-11-12,黔鱼,2.0
2025-11-12,经典麻辣豆花,26.0
2025-11-12,黑椒猪颈肉（2串起烤）,105.0
2025-11-14,烤羊肉串（2串起烤）,91.0
2025-11-17,藕片,3.0
2025-11-17,藕片,8.0
2025-11-17,青笋,9.0
2025-11-17,藕片（外卖）,4.0
2025-11-17,青笋（外卖）,13.0
2025-11-17,青笋+藕片（素菜搭配B）,2.0
2025-11-17,青笋条,6.0
2025-11-12,麻辣豆花烤鱼（外卖）,15.0
2025-11-04,椒盐花生,1.0
2025-11-07,椒盐花生,1.0
2025-11-22,卤肥肠,2.0
2025-11-20,卤肥肠,2.0
2025-11-20,卤肥肠,1.0
2025-11-01,四川冷箭笋,4.0
2025-11-01,四川冷箭笋,15.0
2025-11-01,四川冷箭笋（外卖）,3.0
2025-11-06,椒盐花生,3.0
2025-11-29,米饭,72.0
2025-11-29,米饭（外卖）,17.0
2025-11-25,老坛酸菜,2.0
2025-11-29,米饭（外卖）.,2.0
2025-11-25,乡村酥肉,10.0
2025-11-16,拍黄瓜,2.0
2025-11-28,宜宾把把烧,3.0
2025-11-28,宜宾把把烧,16.0
2025-11-21,土豆片,16.0
2025-11-12,翡翠青椒,6.0
2025-11-21,土豆片（外卖）,38.0
2025-11-28,手工黑豆花（外卖）,1.0
2025-11-12,翡翠青椒豆花,5.0
2025-11-28,尽情撸串把把烧套餐（50串）(外卖),2.0
2025-11-21,土豆片,8.0
2025-11-09,蒜香排骨,11.0
2025-11-20,乡村酥肉,11.0
2025-11-26,烤五花肉,12.0
2025-11-07,蒜香排骨,5.0
2025-11-12,土豆片,14.0
2025-11-04,蒜香排骨,13.0
2025-11-06,蒜香排骨,7.0
2025-11-28,手工黑豆花,5.0
2025-11-03,蒜香排骨,14.0
2025-11-14,烤五花（外卖）,20.0
2025-11-27,芝士烤红薯,21.0
2025-11-14,经典麻辣豆花,9.0
2025-11-10,蒜香排骨,15.0
2025-11-12,土豆片（外卖）,18.0
2025-11-13,烤五花肉,4.0
2025-11-05,蒜香排骨,19.0
2025-11-13,烤五花（外卖）,10.0
2025-11-01,青笋条,1.0
2025-11-24,酸菜豆花烤鱼（外卖）,2.0
2025-11-14,大红灯笼泡椒味,1.0
2025-11-12,土豆片,11.0
2025-11-08,蒜香排骨,25.0
2025-11-24,老坛酸菜,2.0
2025-11-01,土豆片,47.0
2025-11-12,青椒豆花烤鱼（外卖）,3.0
2025-11-24,青椒豆花烤鱼（外卖）,1.0
2025-11-01,土豆片（外卖）,36.0
2025-11-14,蒜香味,3.0
2025-11-25,青椒豆花烤鱼（外卖）,3.0
2025-11-05,椒盐花生,2.0
2025-11-23,青椒豆花烤鱼（外卖）,5.0
2025-11-23,土豆片,30.0
2025-11-14,土豆片,27.0
2025-11-14,烤五花肉,16.0
2025-11-01,土豆片,5.0
2025-11-30,卤肥肠,2.0
2025-11-23,土豆片,31.0
2025-11-25,翡翠青椒,5.0
2025-11-19,土豆片,16.0
2025-11-10,青柠气泡,25.0
2025-11-01,人气搭配（四川冷箭笋+土豆片+魔芋）,23.0
2025-11-28,升级豆花烤鱼,43.0
2025-11-15,银针菇,11.0
2025-11-23,土豆片（外卖）,42.0
2025-11-01,人气搭配（四川冷箭笋+土豆片+魔芋）,36.0
2025-11-12,香辣花甲,5.0
2025-11-28,青柠气泡,50.0
2025-11-05,营养儿童餐,3.0
2025-11-14,土豆片（外卖）,24.0
2025-11-10,青柠气泡,3.0
2025-11-19,土豆片（外卖）,18.0
2025-11-19,土豆片,10.0
2025-11-23,翡翠青椒,12.0
2025-11-12,大红灯笼泡椒味豆花,1.0
2025-11-24,翡翠青椒,5.0
2025-11-28,宜宾把把烧,1.0
2025-11-24,青柠酸辣,1.0
2025-11-06,红糖小糍粑,11.0
2025-11-09,手工黑豆花,3.0
2025-11-29,手工黑豆花,3.0
2025-11-24,手工黑豆花（外卖）,1.0
2025-11-10,小份酸菜味烤鱼（黑豆花）,1.0
2025-11-22,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,8.0
2025-11-21,手工黑豆花,5.0
2025-11-25,经典麻辣味豆花,15.0
2025-11-08,手工黑豆花（外卖）,6.0
2025-11-12,酸菜豆花烤鱼（外卖）,1.0
2025-11-09,手工黑豆花（外卖）,1.0
2025-11-24,经典麻辣味豆花,18.0
2025-11-12,老坛酸菜,2.0
2025-11-21,手工黑豆花（外卖）,1.0
2025-11-15,银针菇（外卖）,3.0
2025-11-07,手工黑豆花（外卖）,2.0
2025-11-25,经典麻辣豆花,24.0
2025-11-14,土豆片,12.0
2025-11-08,手工黑豆花,4.0
2025-11-01,青笋,15.0
2025-11-23,青柠酸辣豆花,2.0
2025-11-12,老坛酸菜豆花,1.0
2025-11-20,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,5.0
2025-11-02,藕片,23.0
2025-11-17,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,2.0
2025-11-28,手打柠檬-花傲天同款,2.0
2025-11-27,手工黑豆花,5.0
2025-11-01,青笋（外卖）,34.0
2025-11-22,土豆片,16.0
2025-11-04,手工黑豆花,1.0
2025-11-12,大红灯笼泡椒味,2.0
2025-11-27,烤生蚝,14.0
2025-11-07,手工黑豆花,3.0
2025-11-29,手工黑豆花（外卖）,3.0
2025-11-17,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,18.0
2025-11-24,经典麻辣豆花,24.0
2025-11-24,蒜香味,10.0
2025-11-25,青柠酸辣豆花,1.0
2025-11-13,土豆片,24.0
2025-11-28,手打柠檬,8.0
2025-11-24,蒜香味豆花,3.0
2025-11-10,椒麻鸡翅尖（外卖，个）,24.0
2025-11-12,手工黑豆花（外卖）,2.0
2025-11-25,麻辣豆花烤鱼（外卖）,16.0
2025-11-24,麻辣豆花烤鱼（外卖）,8.0
2025-11-01,青笋条,9.0
2025-11-23,青柠酸辣,3.0
2025-11-02,蒜香排骨,15.0
2025-11-05,青柠气泡,39.0
2025-11-23,经典麻辣味豆花,18.0
2025-11-16,手打柠檬-花傲天同款,4.0
2025-11-23,手工黑豆花,4.0
2025-11-25,青柠酸辣,1.0
2025-11-25,蒜香排骨,24.0
2025-11-24,黔鱼,1.0
2025-11-22,土豆片,37.0
2025-11-24,大红灯笼泡椒味豆花,1.0
2025-11-23,手工黑豆花（外卖）,5.0
2025-11-01,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,28.0
2025-11-28,青柠气泡,8.0
2025-11-14,青柠气泡,4.0
2025-11-02,藕片（外卖）,14.0
2025-11-20,手打柠檬,6.0
2025-11-10,椒麻鸡翅尖,7.0
2025-11-16,手打柠檬,17.0
2025-11-16,烤鱿鱼须(2串起烤),33.0
2025-11-23,蒜香味,18.0
2025-11-23,蒜香味豆花,9.0
2025-11-29,手打柠檬,1.0
2025-11-13,土豆片,10.0
2025-11-30,黑椒猪颈肉（2串起烤）,94.0
2025-11-15,手工黑豆花（外卖）,1.0
2025-11-01,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,8.0
2025-11-13,土豆片（外卖）,17.0
2025-11-20,手打柠檬-花傲天同款,1.0
2025-11-08,土豆片,1.0
2025-11-01,组合A (土豆片+匠匠家的面),1.0
2025-11-03,椒盐花生,2.0
2025-11-13,手工黑豆花,1.0
2025-11-14,手工黑豆花,4.0
2025-11-23,经典麻辣豆花,53.0
2025-11-29,手打柠檬-花傲天同款,4.0
2025-11-23,大红灯笼泡椒味豆花,2.0
2025-11-02,娃娃菜,2.0
2025-11-22,土豆片（外卖）,46.0
2025-11-17,红糖小糍粑,9.0
2025-11-10,椒麻鸡翅尖（外卖，份）,3.0
2025-11-02,娃娃菜,14.0
2025-11-24,蒜香豆花黔鱼（外卖）,2.0
2025-11-25,蒜香味豆花,1.0
2025-11-14,青柠气泡,47.0
2025-11-26,手工黑豆花,1.0
2025-11-23,乡村酥肉,27.0
2025-11-14,手打柠檬,1.0
2025-11-06,手打柠檬-花傲天同款,3.0
2025-11-27,土豆片,16.0
2025-11-23,手打柠檬-花傲天同款,11.0
2025-11-15,手工黑豆花,5.0
2025-11-27,手打柠檬-花傲天同款,3.0
2025-11-18,土豆片,9.0
2025-11-23,大红灯笼泡椒味,4.0
2025-11-27,手打柠檬,7.0
2025-11-25,包浆豆腐,1.0
2025-11-08,土豆片,28.0
2025-11-29,土豆片,27.0
2025-11-02,手打柠檬,1.0
2025-11-15,蒜香排骨,26.0
2025-11-06,土豆片,15.0
2025-11-02,手工黑豆花,5.0
2025-11-23,麻辣豆花烤鱼（外卖）,32.0
2025-11-23,蒜香豆花黔鱼（外卖）,8.0
2025-11-20,手工黑豆花（外卖）,1.0
2025-11-20,土豆片,11.0
2025-11-29,土豆片,44.0
2025-11-02,土豆片,50.0
2025-11-02,烤鱿鱼须(2串起烤),27.0
2025-11-10,土豆片,14.0
2025-11-04,土豆片,17.0
2025-11-03,土豆片,17.0
2025-11-14,手打柠檬-花傲天同款,4.0
2025-11-18,手工黑豆花（外卖）,3.0
2025-11-25,蒜香味,1.0
2025-11-23,手打柠檬,11.0
2025-11-06,手打柠檬,7.0
2025-11-13,手打柠檬-花傲天同款,2.0
2025-11-26,土豆片,12.0
2025-11-07,土豆片,16.0
2025-11-25,土豆片,16.0
2025-11-29,手打柠檬,12.0
2025-11-02,手打柠檬-花傲天同款,4.0
2025-11-28,土豆片,23.0
2025-11-22,手工黑豆花（外卖）,2.0
2025-11-26,土豆片,19.0
2025-11-14,手打柠檬,6.0
2025-11-01,烤鱿鱼须(2串起烤),22.0
2025-11-09,土豆片,32.0
2025-11-02,手工黑豆花（外卖）,2.0
2025-11-25,土豆片,16.0
2025-11-04,手打柠檬-花傲天同款,3.0
2025-11-07,手打柠檬-花傲天同款,4.0
2025-11-08,手打柠檬-花傲天同款,7.0
2025-11-18,手打柠檬-花傲天同款,5.0
2025-11-19,手打柠檬-花傲天同款,6.0
2025-11-25,手工黑豆花,3.0
2025-11-22,手工黑豆花,4.0
2025-11-01,手打柠檬-花傲天同款,17.0
2025-11-09,手打柠檬-花傲天同款,6.0
2025-11-24,土豆片,20.0
2025-11-12,青柠酸辣,4.0
2025-11-04,手打柠檬,7.0
2025-11-07,手打柠檬,11.0
2025-11-03,手打柠檬-花傲天同款,1.0
2025-11-12,青柠酸辣豆花,1.0
2025-11-22,手打柠檬-花傲天同款,4.0
2025-11-16,手工黑豆花,4.0
2025-11-02,手打柠檬,12.0
2025-11-27,土豆片,21.0
2025-11-24,手打柠檬-花傲天同款,9.0
2025-11-01,手工黑豆花（外卖）,2.0
2025-11-03,手打柠檬,11.0
2025-11-09,土豆片,5.0
2025-11-29,青柠气泡,95.0
2025-11-24,大红灯笼味豆花黔鱼（外卖）,1.0
2025-11-28,土豆片,30.0
2025-11-25,手工黑豆花（外卖）,1.0
2025-11-14,手工黑豆花（外卖）,3.0
2025-11-26,手工黑豆花（外卖）,3.0
2025-11-19,手打柠檬,13.0
2025-11-12,手打柠檬,1.0
2025-11-26,手打柠檬,5.0
2025-11-12,手工黑豆花,4.0
2025-11-22,手打柠檬,13.0
2025-11-03,手工黑豆花（外卖）,2.0
2025-11-18,土豆片（外卖）,22.0
2025-11-16,杨枝甘露,2.0
2025-11-12,手打柠檬,11.0
2025-11-10,青柠酸辣,1.0
2025-11-16,土豆片,4.0
2025-11-12,蒜香味豆花,4.0
2025-11-17,土豆片,13.0
2025-11-12,手打柠檬-花傲天同款,1.0
2025-11-02,藕片,10.0
2025-11-10,土豆片（外卖）,22.0
2025-11-01,手打柠檬,18.0
2025-11-25,手打柠檬,9.0
2025-11-16,芝士烤红薯,52.0
2025-11-12,卤味豆干,1.0
2025-11-22,卤味豆干,1.0
2025-11-18,卤味豆干,1.0
2025-11-08,土豆片（外卖）,55.0
2025-11-03,土豆片（外卖）,16.0
2025-11-09,土豆片（外卖）,29.0
2025-11-02,土豆片（外卖）,47.0
2025-11-09,手打柠檬,12.0
2025-11-13,手打柠檬,11.0
2025-11-26,手打柠檬-花傲天同款,4.0
2025-11-24,土豆片（外卖）,15.0
2025-11-04,卤味豆干,3.0
2025-11-25,手打柠檬,1.0
2025-11-24,卤味豆干,2.0
2025-11-27,土豆片（外卖）,12.0
2025-11-25,土豆片（外卖）,23.0
2025-11-08,卤味豆干,2.0
2025-11-04,土豆片（外卖）,18.0
2025-11-28,土豆片（外卖）,24.0
2025-11-18,手打柠檬,7.0
2025-11-02,娃娃菜（外卖）,4.0
2025-11-23,大红灯笼味豆花黔鱼（外卖）,6.0
2025-11-26,卤味豆干,1.0
2025-11-25,手打柠檬-花傲天同款,2.0
2025-11-16,杨枝甘露-花傲天同款,2.0
2025-11-16,杨枝甘露-花傲天同款,2.0
2025-11-14,卤味豆干,1.0
2025-11-10,手打柠檬-花傲天同款,3.0
2025-11-20,土豆片（外卖）,25.0
2025-11-08,手打柠檬,10.0
2025-11-17,土豆片（外卖）,15.0
2025-11-03,卤味豆干,1.0
2025-11-20,卤味豆干,4.0
2025-11-27,卤味豆干,5.0
2025-11-10,卤味豆干,4.0
2025-11-16,土豆片,35.0
2025-11-15,黑椒猪颈肉（2串起烤）,124.0
2025-11-07,土豆片（外卖）,22.0
2025-11-06,卤味豆干,4.0
2025-11-05,土豆片（外卖）,12.0
2025-11-21,卤味豆干,3.0
2025-11-28,香辣花甲,4.0
2025-11-25,大红灯笼泡椒味豆花,1.0
2025-11-15,卤味豆干,4.0
2025-11-06,土豆片（外卖）,22.0
2025-11-16,烤鱿鱼须（外卖）,12.0
2025-11-12,蒜香味,9.0
2025-11-25,大红灯笼泡椒味,4.0
2025-11-02,水晶粉（外卖）,4.0
2025-11-29,土豆片（外卖）,43.0
2025-11-17,卤味豆干,3.0
2025-11-27,卤味豆干,3.0
2025-11-05,手打柠檬-花傲天同款,3.0
2025-11-02,烤鱿鱼须（外卖）,21.0
2025-11-26,土豆片（外卖）,23.0
2025-11-29,卤味豆干,10.0
2025-11-11,手工黑豆花,1.0
2025-11-28,烤脑花,10.0
2025-11-02,卤味豆干,14.0
2025-11-15,娃娃菜,6.0
2025-11-01,卤味豆干,3.0
2025-11-09,卤味豆干,6.0
2025-11-05,土豆片,12.0
2025-11-13,卤味豆干,4.0
2025-11-05,土豆片,26.0
2025-11-04,醪糟冰汤圆,2.0
2025-11-15,娃娃菜,13.0
2025-11-04,手工黑豆花（外卖）,1.0
2025-11-10,红糖小糍粑,9.0
2025-11-24,卤味豆干,4.0
2025-11-05,卤味豆干,1.0
2025-11-24,大红灯笼泡椒味,4.0
2025-11-16,杨枝甘露,6.0
2025-11-25,蒜香豆花黔鱼（外卖）,4.0
2025-11-23,乡村酥肉（外卖）,4.0
2025-11-26,营养儿童餐,2.0
2025-11-22,卤味豆干,9.0
2025-11-28,包浆豆腐,3.0
2025-11-01,手工黑豆花,4.0
2025-11-09,卤味豆干,6.0
2025-11-12,经典麻辣味豆花,13.0
2025-11-27,醪糟冰汤圆,8.0
2025-11-08,老坛酸菜,3.0
2025-11-06,醪糟冰汤圆,9.0
2025-11-05,卤味豆干,9.0
2025-11-25,醪糟冰汤圆,6.0
2025-11-21,手打柠檬-花傲天同款,4.0
2025-11-08,醪糟冰汤圆,16.0
2025-11-03,醪糟冰汤圆,9.0
2025-11-21,手打柠檬,7.0
2025-11-01,黄金奶香烤面包,34.0
2025-11-06,黄金奶香烤面包,7.0
2025-11-03,醪糟冰汤圆,2.0
2025-11-23,卤味豆干,12.0
2025-11-16,杨枝甘露,6.0
2025-11-20,青柠气泡,40.0
2025-11-16,土豆片（外卖）,39.0
2025-11-28,卤味豆干,2.0
2025-11-01,烤鱿鱼须（外卖）,8.0
2025-11-04,卤味豆干,2.0
2025-11-25,包浆豆腐,26.0
2025-11-08,银针菇,1.0
2025-11-06,银针菇,3.0
2025-11-09,醪糟冰汤圆,2.0
2025-11-12,银针菇,2.0
2025-11-03,卤味豆干,7.0
2025-11-28,醪糟冰汤圆,2.0
2025-11-29,醪糟冰汤圆,2.0
2025-11-19,卤味豆干,2.0
2025-11-10,水晶粉（外卖）,1.0
2025-11-05,手打柠檬,6.0
2025-11-08,升级豆花烤鱼,55.0
2025-11-09,升级豆花烤鱼,54.0
2025-11-12,醪糟冰汤圆,8.0
2025-11-13,醪糟冰汤圆,15.0
