日期,菜品,销量
2025/5/1,纸巾（外卖）,2
2025/5/3,纸巾（外卖）,2
2025/5/5,纸巾（外卖）,2
2025/5/12,纸巾（外卖）,2
2025/5/23,纸巾（外卖）,2
2025/5/25,纸巾（外卖）,2
2025/5/30,纸巾（外卖）,2
2025/5/4,纸巾（外卖）,20
2025/5/15,纸巾（外卖）,3
2025/5/17,纸巾（外卖）,4
2025/5/24,纸巾（外卖）,4
2025/5/8,腐竹,3
2025/5/9,腐竹,5
2025/5/10,腐竹,5
2025/5/8,腐竹,1
2025/5/9,腐竹,5
2025/5/10,腐竹,7
2025/5/5,环保安全燃料,1
2025/5/13,环保安全燃料,1
2025/5/20,环保安全燃料,1
2025/5/28,环保安全燃料,1
2025/5/17,环保安全燃料,2
2025/5/18,环保安全燃料,2
2025/5/29,环保安全燃料,2
2025/5/8,环保安全燃料,3
2025/5/9,环保安全燃料,3
2025/5/10,环保安全燃料,3
2025/5/11,环保安全燃料,3
2025/5/30,环保安全燃料,3
2025/5/7,环保安全燃料,4
2025/5/5,筷子,1
2025/5/11,筷子,1
2025/5/2,筷子,2
2025/5/29,筷子,2
2025/5/21,筷子,3
2025/5/22,筷子,3
2025/5/4,筷子,4
2025/5/30,筷子,4
2025/5/10,筷子,5
2025/5/7,筷子,6
2025/5/1,手工黑豆花,5
2025/5/22,烤羊肉串（2串起烤）,59
2025/5/1,手工黑豆花（外卖）,2
2025/5/16,烤五花（外卖）,10
2025/5/1,升级豆花烤鱼,72
2025/5/16,烤五花肉,24
2025/5/26,烤羊肉串（2串起烤）,31
2025/5/7,烤羊肉串（2串起烤）,47
2025/5/10,碳烤小馒头(2串起烤),25
2025/5/10,卤肥肠,1
2025/5/6,青柠气泡,19
2025/5/31,手打柠檬-花傲天同款,4
2025/5/31,手打柠檬,3
2025/5/16,米饭（外卖）,33
2025/5/31,手打柠檬-花傲天同款,11
2025/5/10,杨枝甘露,6
2025/5/16,米饭,79
2025/5/5,卤味豆干,3
2025/5/5,卤味豆干,8
2025/5/12,烤生蚝,4
2025/5/5,卤味豆干（外卖）,5
2025/5/31,手打柠檬,5
2025/5/12,卤味豆干,4
2025/5/10,烤非遗豆干,11
2025/5/6,麻辣小黔鱼（外卖）,10
2025/5/16,米饭（外卖）.,5
2025/5/12,卤味豆干（外卖）,4
2025/5/12,卤味豆干,1
2025/5/10,青椒豆花烤鱼（外卖）,5
2025/5/10,杨枝甘露,2
2025/5/27,匠匠家的面,11
2025/5/10,烤非遗豆干（外卖）,24
2025/5/19,四川冷箭笋,3
2025/5/10,杨枝甘露,5
2025/5/18,卤味豆干+银针菇（素菜搭配C）,2
2025/5/20,手打柠檬,4
2025/5/7,匠匠家的面,17
2025/5/12,营养儿童餐,2
2025/5/6,青柠气泡,11
2025/5/19,薯条,4
2025/5/19,四川冷箭笋,6
2025/5/20,手打柠檬,23
2025/5/27,匠匠家的面,15
2025/5/1,手打柠檬,20
2025/5/29,卤味豆干+银针菇（素菜搭配C）,2
2025/5/6,小份麻辣味烤鱼（黑豆花）,7
2025/5/1,手打柠檬,2
2025/5/22,手打柠檬,1
2025/5/6,烤鸡翅,11
2025/5/7,匠匠家的面,17
2025/5/17,藕片,25
2025/5/19,蒜香豆花黔鱼（外卖）,7
2025/5/17,藕片,4
2025/5/18,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,27
2025/5/27,朝日生啤,1
2025/5/19,醪糟冰汤圆,17
2025/5/17,藕片（外卖）,15
2025/5/27,匠匠家的面（外卖）,9
2025/5/9,青柠气泡,41
2025/5/10,酸菜豆花烤鱼（外卖）,4
2025/5/22,手打柠檬,14
2025/5/27,朝日生啤,5
2025/5/26,烤五花（外卖）,5
2025/5/19,醪糟冰汤圆,6
2025/5/26,烤五花肉,10
2025/5/26,烤五花肉（5串）,1
2025/5/18,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,9
2025/5/20,卤味豆干+银针菇（素菜搭配C）,2
2025/5/10,蒜香豆花黔鱼（外卖）,19
2025/5/13,醪糟冰汤圆,6
2025/5/10,银针菇,9
2025/5/7,匠匠家的面（外卖）,6
2025/5/2,碳烤小馒头(2串起烤),28
2025/5/8,豆花江团,1
2025/5/13,醪糟冰汤圆,10
2025/5/21,四川冷箭笋,8
2025/5/12,加勒比手撕烤鸡,4
2025/5/22,醪糟冰汤圆,18
2025/5/12,匠匠家的面,6
2025/5/9,黑椒猪颈肉（2串起烤）,65
2025/5/12,匠匠家的面,13
2025/5/16,醪糟冰汤圆,17
2025/5/10,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,19
2025/5/9,青柠气泡,17
2025/5/22,醪糟冰汤圆,18
2025/5/10,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,9
2025/5/16,醪糟冰汤圆,5
2025/5/4,薯条,14
2025/5/29,藕片（外卖）,15
2025/5/20,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,5
2025/5/29,藕片,11
2025/5/10,银针菇（外卖）,3
2025/5/12,加勒比手撕鸡（外卖）,2
2025/5/24,卤味豆干+银针菇（素菜搭配C）,1
2025/5/25,烤生蚝,11
2025/5/20,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,36
2025/5/29,包浆豆腐,14
2025/5/21,藕片,4
2025/5/11,魔芋,12
2025/5/21,藕片,8
2025/5/23,卤味豆干（外卖）,7
2025/5/12,银针菇,3
2025/5/21,四川冷箭笋（外卖）,3
2025/5/18,芝士烤红薯,57
2025/5/13,青柠气泡,22
2025/5/21,红糖糍粑,14
2025/5/8,翡翠青椒,4
2025/5/15,藕片,12
2025/5/11,魔芋,3
2025/5/21,卤味豆干,2
2025/5/21,四川冷箭笋+银针菇（素菜搭配A）,2
2025/5/31,匠匠家的面,27
2025/5/9,卤味豆干,4
2025/5/31,手工黑豆花,5
2025/5/21,银针菇,10
2025/5/5,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,25
2025/5/21,银针菇,5
2025/5/29,藕片,4
2025/5/24,营养儿童餐,13
2025/5/13,青柠气泡,17
2025/5/18,米饭,74
2025/5/11,魔芋（外卖）,23
2025/5/15,藕片（外卖）,7
2025/5/30,椒麻鸡翅尖,17
2025/5/24,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,18
2025/5/31,醪糟冰汤圆,16
2025/5/29,包浆豆腐,1
2025/5/18,米饭（外卖）,32
2025/5/21,藕片（外卖）,2
2025/5/31,黑椒猪颈肉（2串起烤）,201
2025/5/18,米饭（外卖）.,4
2025/5/10,银针菇,3
2025/5/31,匠匠家的面,22
2025/5/10,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,10
2025/5/12,匠匠家的面（外卖）,11
2025/5/9,卤味豆干（外卖）,4
2025/5/21,卤味豆干,3
2025/5/30,椒麻鸡翅尖（外卖，份）,2
2025/5/27,烤生蚝,12
2025/5/15,青柠气泡,15
2025/5/5,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,12
2025/5/8,经典麻辣豆花,9
2025/5/23,卤味豆干,8
2025/5/15,青柠气泡,27
2025/5/31,醪糟冰汤圆,26
2025/5/12,银针菇（外卖）,1
2025/5/24,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,11
2025/5/10,麻辣豆花烤鱼（外卖）,34
2025/5/21,银针菇（外卖）,1
2025/5/17,手工黑豆花,3
2025/5/12,银针菇,8
2025/5/21,土豆+四川冷箭笋+魔芋,28
2025/5/11,手工黑豆花,5
2025/5/21,人气搭配（四川冷箭笋+土豆片+魔芋）,10
2025/5/10,手工黑豆花,4
2025/5/12,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,5
2025/5/17,匠匠家的面,25
2025/5/10,烧椒烤茄子,14
2025/5/14,手工黑豆花,4
2025/5/28,手工黑豆花,2
2025/5/21,手工黑豆花,1
2025/5/17,银针菇,3
2025/5/15,杨枝甘露,5
2025/5/9,银针菇,5
2025/5/5,土豆片,44
2025/5/5,土豆片,4
2025/5/26,椒麻鸡翅尖（外卖，份）,1
2025/5/30,手工黑豆花,2
2025/5/17,银针菇,12
2025/5/23,卤味豆干,5
2025/5/15,卤肥肠,1
2025/5/5,手工黑豆花,3
2025/5/2,手工黑豆花,7
2025/5/21,卤味豆干（外卖）,1
2025/5/15,烤羊肉串（2串起烤）,25
2025/5/3,手工黑豆花,7
2025/5/8,江团,1
2025/5/10,麻辣豆花黔鱼（外卖）,1
2025/5/13,手工黑豆花,3
2025/5/31,手工黑豆花（外卖）,2
2025/5/17,匠匠家的面,20
2025/5/12,红糖糍粑,9
2025/5/12,手工黑豆花,4
2025/5/31,匠匠家的面（外卖）,10
2025/5/16,麻辣豆花烤鱼（外卖）,21
2025/5/4,手工黑豆花,8
2025/5/2,精酿德式小麦,7
2025/5/15,黑椒猪颈肉（2串起烤）,100
2025/5/9,卤味豆干+银针菇（素菜搭配C）,2
2025/5/7,芝士烤红薯,26
2025/5/20,手工黑豆花,2
2025/5/27,手工黑豆花,3
2025/5/12,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,12
2025/5/31,土豆片,37
2025/5/16,手工黑豆花,10
2025/5/17,银针菇（外卖）,2
2025/5/26,手打柠檬,11
2025/5/25,手工黑豆花（外卖）,2
2025/5/29,手工黑豆花（外卖）,4
2025/5/12,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,6
2025/5/7,手工黑豆花,1
2025/5/10,手工黑豆花（外卖）,3
2025/5/5,土豆片（外卖）,70
2025/5/25,青柠气泡,44
2025/5/10,青笋+藕片（素菜搭配B）,3
2025/5/26,椒麻鸡翅尖,15
2025/5/8,江团,1
2025/5/25,手工黑豆花,9
2025/5/29,青柠气泡,19
2025/5/17,匠匠家的面（外卖）,9
2025/5/9,银针菇,7
2025/5/3,手工黑豆花（外卖）,3
2025/5/10,芒果雪花冰,8
2025/5/17,手工黑豆花（外卖）,5
2025/5/29,包浆豆腐,38
2025/5/17,卤味豆干,1
2025/5/19,土豆片,15
2025/5/9,薯条,6
2025/5/10,香辣花甲,8
2025/5/4,卤味豆干,5
2025/5/3,藕片,5
2025/5/12,椒麻鸡翅尖,12
2025/5/21,魔芋,5
2025/5/10,土豆片,3
2025/5/24,手工黑豆花,6
2025/5/9,藕片,4
2025/5/23,手工黑豆花,2
2025/5/25,藕片,20
2025/5/31,土豆片（外卖）,40
2025/5/9,藕片,14
2025/5/5,手工黑豆花（外卖）,3
2025/5/19,土豆+四川冷箭笋+魔芋,12
2025/5/12,椒麻鸡翅尖（外卖，份）,3
2025/5/11,手工黑豆花（外卖）,2
2025/5/19,酸菜豆花烤鱼（外卖）,1
2025/5/31,银针菇,16
2025/5/12,四川冷箭笋,6
2025/5/8,卤味豆干,4
2025/5/3,土豆片,6
2025/5/4,手工黑豆花（外卖）,4
2025/5/3,藕片,20
2025/5/21,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,27
2025/5/2,卤味豆干,11
2025/5/10,土豆片,34
2025/5/7,土豆片,18
2025/5/30,手工黑豆花（外卖）,5
2025/5/19,人气搭配（四川冷箭笋+土豆片+魔芋）,9
2025/5/2,黑椒猪颈肉（2串起烤）,210
2025/5/18,手工黑豆花,3
2025/5/10,土豆片（外卖）,51
2025/5/25,藕片（外卖）,17
2025/5/25,藕片,8
2025/5/31,土豆片,6
2025/5/21,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,2
2025/5/2,手工黑豆花（外卖）,3
2025/5/2,水晶粉（外卖）,3
2025/5/23,手工黑豆花（外卖）,1
2025/5/17,卤味豆干,15
2025/5/29,土豆片,12
2025/5/21,土豆片,17
2025/5/20,芝士烤红薯,43
2025/5/9,手工黑豆花（外卖）,3
2025/5/12,手工黑豆花（外卖）,1
2025/5/13,手打柠檬,6
2025/5/24,青柠气泡,56
2025/5/31,银针菇,11
2025/5/9,藕片（外卖）,13
2025/5/8,手工黑豆花,5
2025/5/29,手工黑豆花,4
2025/5/15,手工黑豆花（外卖）,2
2025/5/23,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,7
2025/5/3,藕片（外卖）,14
2025/5/21,魔芋（外卖）,6
2025/5/7,手工黑豆花（外卖）,2
2025/5/4,卤味豆干,8
2025/5/5,凤梨烤牛肉,26
2025/5/5,红糖糍粑,27
2025/5/10,烤五花（外卖）,30
2025/5/23,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,20
2025/5/12,四川冷箭笋（外卖）,1
2025/5/15,杨枝甘露,1
2025/5/17,土豆片,39
2025/5/15,碳烤小馒头(2串起烤),10
2025/5/27,四川冷箭笋,1
2025/5/19,土豆片（外卖）,23
2025/5/2,梅子酒（三两）,5
2025/5/3,土豆片,41
2025/5/19,手工黑豆花,4
2025/5/9,手工黑豆花,5
2025/5/7,土豆片（外卖）,11
2025/5/10,芒果雪花冰,5
2025/5/10,包浆豆腐,2
2025/5/25,青柠气泡,40
2025/5/27,手工黑豆花（外卖）,4
2025/5/27,四川冷箭笋,4
2025/5/10,包浆豆腐,20
2025/5/29,土豆片（外卖）,32
2025/5/5,卤味豆干+银针菇（素菜搭配C）,4
2025/5/17,土豆片,5
2025/5/1,藕片,3
2025/5/17,卤味豆干+银针菇（素菜搭配C）,1
2025/5/16,青椒豆花烤鱼（外卖）,2
2025/5/3,土豆片（外卖）,52
2025/5/11,土豆片,9
2025/5/29,手工黑豆花90g（外卖）,17
2025/5/13,手打柠檬,3
2025/5/25,魔芋,5
2025/5/8,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,21
2025/5/28,手工黑豆花（外卖）,5
2025/5/24,凤梨百香果绿茶,2
2025/5/25,魔芋,10
2025/5/1,土豆片,6
2025/5/29,青柠气泡,18
2025/5/17,青笋+藕片（素菜搭配B）,2
2025/5/12,碳烤小馒头(2串起烤),6
2025/5/10,烤五花肉,33
2025/5/31,银针菇（外卖）,3
2025/5/8,卤味豆干（外卖）,3
2025/5/12,藕片,2
2025/5/22,青柠气泡,30
2025/5/25,魔芋（外卖）,22
2025/5/22,手工黑豆花（外卖）,1
2025/5/8,卤味豆干,2
2025/5/17,卤味豆干（外卖）,8
2025/5/10,烤五花肉（5串）,1
2025/5/31,升级豆花烤鱼,56
2025/5/1,土豆片,49
2025/5/13,手工黑豆花90g（外卖）,14
2025/5/27,碳烤小馒头(2串起烤),2
2025/5/17,土豆片（外卖）,52
2025/5/27,土豆片,16
2025/5/24,手工黑豆花（外卖）,2
2025/5/19,土豆片,7
2025/5/16,手工黑豆花（外卖）,4
2025/5/8,豆花黔鱼,1
2025/5/8,青笋,6
2025/5/1,藕片,18
2025/5/28,土豆片,15
2025/5/30,土豆片,30
2025/5/20,手工黑豆花（外卖）,5
2025/5/8,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,4
2025/5/22,碳烤小馒头(2串起烤),20
2025/5/4,土豆片,41
2025/5/3,银针菇,12
2025/5/29,烧椒烤茄子,8
2025/5/3,银针菇,8
2025/5/2,土豆片,41
2025/5/23,银针菇,3
2025/5/11,土豆片,29
2025/5/7,碳烤小馒头(2串起烤),15
2025/5/6,碳烤小馒头(2串起烤),4
2025/5/19,碳烤小馒头(2串起烤),4
2025/5/14,手工黑豆花90g（外卖）,10
2025/5/8,土豆片,9
2025/5/18,土豆片,8
2025/5/18,土豆片,33
2025/5/24,土豆片,46
2025/5/2,卤味豆干,5
2025/5/17,升级豆花烤鱼,50
2025/5/10,包浆豆腐,67
2025/5/21,手工黑豆花90g（外卖）,29
2025/5/28,手工黑豆花90g（外卖）,21
2025/5/30,醪糟冰汤圆,27
2025/5/4,土豆片,2
2025/5/9,卤味豆干,2
2025/5/11,土豆片（外卖）,68
2025/5/21,土豆片,11
2025/5/8,手工黑豆花90g（外卖）,17
2025/5/18,香脆鱼肚,4
2025/5/27,宜宾把把烧,6
2025/5/23,手工黑豆花90g（外卖）,17
2025/5/24,土豆片,1
2025/5/10,芝士烤红薯,63
2025/5/30,卤味豆干,6
2025/5/13,青椒豆花烤鱼（外卖）,3
2025/5/31,卤味豆干,3
2025/5/14,土豆片,12
2025/5/2,手打柠檬,2
2025/5/29,青笋+藕片（素菜搭配B）,1
2025/5/29,土豆片,8
2025/5/29,烧椒烤茄子,5
2025/5/19,匠匠家的面,12
2025/5/8,青笋100g（外卖）,17
2025/5/29,升级豆花烤鱼,18
2025/5/16,土豆片,28
2025/5/13,升级豆花烤鱼,14
2025/5/9,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,29
2025/5/24,手打柠檬,6
2025/5/10,升级豆花烤鱼,52
2025/5/30,手工黑豆花90g（外卖）,6
2025/5/20,掌中宝（2串起烤）,41
2025/5/28,豆花黔鱼,1
2025/5/21,土豆片（外卖）,20
2025/5/28,青笋,7
2025/5/25,包浆豆腐,5
2025/5/26,匠匠家的面,11
2025/5/8,土豆片,12
2025/5/8,青笋条,7
2025/5/28,青笋（外卖）,21
2025/5/3,升级豆花烤鱼,71
2025/5/8,青笋（外卖）,15
2025/5/4,卤味豆干（外卖）,11
2025/5/30,翡翠青椒,5
2025/5/2,卤味豆干（外卖）,3
2025/5/5,烤五花（外卖）,25
2025/5/4,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,7
2025/5/12,藕片,6
2025/5/17,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,7
2025/5/4,银针菇,15
2025/5/25,醪糟冰汤圆,13
2025/5/21,魔芋,11
2025/5/19,手工黑豆花（外卖）,1
2025/5/21,升级豆花烤鱼,18
2025/5/4,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,30
2025/5/28,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,22
2025/5/7,四川冷箭笋,8
2025/5/28,老坛酸菜,1
2025/5/28,土豆片,16
2025/5/17,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,20
2025/5/18,土豆片（外卖）,54
2025/5/1,土豆片（外卖）,51
2025/5/30,土豆片（外卖）,43
2025/5/5,烤五花肉,29
2025/5/17,掌中宝（4串）,1
2025/5/28,青笋100g（外卖）,26
2025/5/30,青椒豆花烤鱼（外卖）,7
2025/5/11,升级豆花烤鱼,55
2025/5/2,青柠气泡,72
2025/5/20,手工黑豆花90g（外卖）,11
2025/5/21,青笋+藕片（素菜搭配B）,1
2025/5/31,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,40
2025/5/17,卤肥肠,4
2025/5/31,芝士烤红薯,82
2025/5/18,碳烤小馒头(2串起烤),16
2025/5/10,黑椒猪颈肉（2串起烤）,157
2025/5/31,卤味豆干,12
2025/5/4,升级豆花烤鱼,52
2025/5/26,土豆片,10
2025/5/7,土豆片,10
2025/5/27,土豆片（外卖）,18
2025/5/4,卤味豆干+银针菇（素菜搭配C）,1
