日期,菜品,销量
2025-06-07,餐巾纸,101.0
2025-06-13,餐巾纸,105.0
2025-06-02,餐巾纸,113.0
2025-06-08,餐巾纸,122.0
2025-06-01,餐巾纸,140.0
2025-06-18,餐巾纸,2.0
2025-06-16,餐巾纸,29.0
2025-06-17,餐巾纸,3.0
2025-06-21,餐巾纸,5.0
2025-06-15,餐巾纸,55.0
2025-06-09,餐巾纸,64.0
2025-06-04,餐巾纸,66.0
2025-06-03,餐巾纸,67.0
2025-06-05,餐巾纸,67.0
2025-06-10,餐巾纸,80.0
2025-06-14,餐巾纸,80.0
2025-06-12,餐巾纸,85.0
2025-06-11,餐巾纸,86.0
2025-06-06,餐巾纸,92.0
2025-06-30,朝日生啤,5.0
2025-06-30,朝日生啤,4.0
2025-06-21,四川冷箭笋,4.0
2025-06-08,乡村酥肉,22.0
2025-06-30,刘创创手作米酒,1.0
2025-06-12,可乐（外卖）,8.0
2025-06-09,餐盒费,28.0
2025-06-03,餐盒费,30.0
2025-06-08,餐盒费,31.0
2025-06-16,餐盒费,37.0
2025-06-02,餐盒费,38.0
2025-06-05,餐盒费,38.0
2025-06-04,餐盒费,40.0
2025-06-14,餐盒费,45.0
2025-06-01,餐盒费,46.0
2025-06-12,餐盒费,46.0
2025-06-19,餐盒费,47.0
2025-06-23,餐盒费,47.0
2025-06-24,餐盒费,47.0
2025-06-10,餐盒费,48.0
2025-06-17,餐盒费,48.0
2025-06-30,餐盒费,48.0
2025-06-25,餐盒费,49.0
2025-06-26,餐盒费,53.0
2025-06-27,餐盒费,54.0
2025-06-11,餐盒费,56.0
2025-06-21,餐盒费,62.0
2025-06-07,餐盒费,63.0
2025-06-06,餐盒费,67.0
2025-06-18,餐盒费,67.0
2025-06-20,餐盒费,69.0
2025-06-22,餐盒费,69.0
2025-06-13,餐盒费,70.0
2025-06-15,餐盒费,73.0
2025-06-28,餐盒费,79.0
2025-06-29,餐盒费,88.0
2025-06-06,藕片（外卖）,20.0
2025-06-03,外送费,260.0
2025-06-09,外送费,270.0
2025-06-08,外送费,323.0
2025-06-05,外送费,348.0
2025-06-02,外送费,350.0
2025-06-04,外送费,356.0
2025-06-16,外送费,386.0
2025-06-12,外送费,431.0
2025-06-25,外送费,443.0
2025-06-17,外送费,444.0
2025-06-14,外送费,449.0
2025-06-23,外送费,456.0
2025-06-30,外送费,456.0
2025-06-19,外送费,496.0
2025-06-01,外送费,497.0
2025-06-24,外送费,517.0
2025-06-10,外送费,522.0
2025-06-26,外送费,539.0
2025-06-11,外送费,561.0
2025-06-07,外送费,581.0
2025-06-27,外送费,614.0
2025-06-21,外送费,627.0
2025-06-13,外送费,642.0
2025-06-22,外送费,660.0
2025-06-06,外送费,665.0
2025-06-18,外送费,704.0
2025-06-20,外送费,707.0
2025-06-29,外送费,730.0
2025-06-28,外送费,739.0
2025-06-15,外送费,750.0
2025-06-02,打包费,1.0
2025-06-11,打包费,1.0
2025-06-15,打包费,1.0
2025-06-18,打包费,1.0
2025-06-22,打包费,1.0
2025-06-29,打包费,1.0
2025-06-14,下酒煮花生,1.0
2025-06-15,下酒煮花生,1.0
2025-06-17,下酒煮花生,1.0
2025-06-18,下酒煮花生,1.0
2025-06-25,下酒煮花生,1.0
2025-06-26,下酒煮花生,1.0
2025-06-27,下酒煮花生,1.0
2025-06-16,下酒煮花生,2.0
2025-06-20,下酒煮花生,2.0
2025-06-22,下酒煮花生,2.0
2025-06-23,下酒煮花生,2.0
2025-06-24,下酒煮花生,2.0
2025-06-29,下酒煮花生,2.0
2025-06-12,下酒煮花生,3.0
2025-06-21,下酒煮花生,5.0
2025-06-28,下酒煮花生,5.0
2025-06-08,乡村酥肉（外卖）,2.0
2025-06-29,水晶粉（外卖）,4.0
2025-06-21,四川冷箭笋（外卖）,4.0
2025-06-29,水晶粉,5.0
2025-06-11,餐盒,1.0
2025-06-14,餐盒,11.0
2025-06-09,餐盒,2.0
2025-06-12,餐盒,2.0
2025-06-17,餐盒,2.0
2025-06-18,餐盒,2.0
2025-06-24,餐盒,2.0
2025-06-19,餐盒,20.0
2025-06-01,手机支架,1.0
2025-06-26,手机支架,1.0
2025-06-02,手机支架,2.0
2025-06-03,手机支架,2.0
2025-06-11,手机支架,2.0
2025-06-12,手机支架,2.0
2025-06-14,手机支架,2.0
2025-06-22,手机支架,2.0
2025-06-23,手机支架,2.0
2025-06-25,手机支架,2.0
2025-06-04,手机支架,3.0
2025-06-06,手机支架,3.0
2025-06-08,手机支架,3.0
2025-06-15,手机支架,3.0
2025-06-16,手机支架,3.0
2025-06-20,手机支架,3.0
2025-06-28,手机支架,3.0
2025-06-30,手机支架,3.0
2025-06-10,手机支架,4.0
2025-06-18,手机支架,4.0
2025-06-27,手机支架,4.0
2025-06-13,手机支架,5.0
2025-06-21,手机支架,5.0
2025-06-29,手机支架,5.0
2025-06-04,生日大礼包,12.0
2025-06-05,生日大礼包,15.0
2025-06-19,生日大礼包,17.0
2025-06-16,生日大礼包,18.0
2025-06-09,生日大礼包,19.0
2025-06-23,生日大礼包,20.0
2025-06-03,生日大礼包,21.0
2025-06-06,生日大礼包,21.0
2025-06-27,生日大礼包,22.0
2025-06-24,生日大礼包,23.0
2025-06-10,生日大礼包,24.0
2025-06-17,生日大礼包,24.0
2025-06-25,生日大礼包,25.0
2025-06-18,生日大礼包,28.0
2025-06-07,生日大礼包,29.0
2025-06-11,生日大礼包,31.0
2025-06-12,生日大礼包,31.0
2025-06-26,生日大礼包,32.0
2025-06-20,生日大礼包,33.0
2025-06-08,生日大礼包,35.0
2025-06-30,生日大礼包,37.0
2025-06-13,生日大礼包,40.0
2025-06-21,生日大礼包,40.0
2025-06-02,生日大礼包,41.0
2025-06-14,生日大礼包,44.0
2025-06-15,生日大礼包,46.0
2025-06-29,生日大礼包,50.0
2025-06-28,生日大礼包,54.0
2025-06-22,生日大礼包,57.0
2025-06-01,生日大礼包,61.0
2025-06-28,营业外收入,2.0
2025-06-21,四川冷箭笋,17.0
2025-06-29,水晶粉,2.0
2025-06-06,藕片,15.0
2025-06-13,娃哈哈苏打水（外卖）,1.0
2025-06-04,纸巾（外卖）,2.0
2025-06-07,纸巾（外卖）,2.0
2025-06-09,纸巾（外卖）,2.0
2025-06-10,纸巾（外卖）,2.0
2025-06-18,纸巾（外卖）,2.0
2025-06-23,纸巾（外卖）,2.0
2025-06-27,纸巾（外卖）,2.0
2025-06-28,纸巾（外卖）,2.0
2025-06-29,纸巾（外卖）,2.0
2025-06-03,纸巾（外卖）,3.0
2025-06-11,纸巾（外卖）,3.0
2025-06-01,纸巾（外卖）,4.0
2025-06-14,纸巾（外卖）,4.0
2025-06-15,纸巾（外卖）,4.0
2025-06-19,纸巾（外卖）,4.0
2025-06-21,纸巾（外卖）,4.0
2025-06-26,纸巾（外卖）,4.0
2025-06-30,纸巾（外卖）,4.0
2025-06-01,环保安全燃料,1.0
2025-06-04,环保安全燃料,1.0
2025-06-14,环保安全燃料,1.0
2025-06-16,环保安全燃料,1.0
2025-06-24,环保安全燃料,1.0
2025-06-26,环保安全燃料,1.0
2025-06-05,环保安全燃料,2.0
2025-06-07,环保安全燃料,2.0
2025-06-15,环保安全燃料,2.0
2025-06-21,环保安全燃料,2.0
2025-06-27,环保安全燃料,2.0
2025-06-28,环保安全燃料,2.0
2025-06-29,环保安全燃料,2.0
2025-06-04,筷子,1.0
2025-06-14,筷子,13.0
2025-06-25,筷子,14.0
2025-06-08,筷子,2.0
2025-06-11,筷子,2.0
2025-06-19,筷子,2.0
2025-06-24,筷子,2.0
2025-06-26,筷子,2.0
2025-06-28,筷子,2.0
2025-06-05,筷子,3.0
2025-06-07,筷子,3.0
2025-06-15,筷子,3.0
2025-06-20,筷子,3.0
2025-06-17,筷子,4.0
2025-06-21,筷子,4.0
2025-06-27,筷子,5.0
2025-06-03,筷子,6.0
2025-06-18,筷子,6.0
2025-06-29,筷子,6.0
2025-06-22,筷子,8.0
2025-06-05,烤羊肉串（2串起烤）,26.0
2025-06-02,烤羊肉串（2串起烤）,84.0
2025-06-21,蒜香豆花黔鱼（外卖）,17.0
2025-06-25,醪糟冰汤圆,17.0
2025-06-25,醪糟冰汤圆,6.0
2025-06-03,烤羊肉串（2串起烤）,47.0
2025-06-12,椒麻鸡翅尖,21.0
2025-06-23,烤鸡翅,1.0
2025-06-28,米饭,75.0
2025-06-28,米饭（外卖）,45.0
2025-06-23,烤鸡翅,18.0
2025-06-28,米饭（外卖）.,2.0
2025-06-06,卤味豆干+银针菇（素菜搭配C）,1.0
2025-06-23,四川冷箭笋,1.0
2025-06-25,手打柠檬-花傲天同款,4.0
2025-06-25,手打柠檬,9.0
2025-06-25,手打柠檬,1.0
2025-06-25,手打柠檬-花傲天同款,2.0
2025-06-25,红糖糍粑,17.0
2025-06-21,包浆豆腐,2.0
2025-06-23,四川冷箭笋,5.0
2025-06-21,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,29.0
2025-06-21,包浆豆腐,28.0
2025-06-21,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,8.0
2025-06-21,包浆豆腐,96.0
2025-06-02,黑椒猪颈肉（2串起烤）,183.0
2025-06-22,掌中宝（2串起烤）,22.0
2025-06-14,手打柠檬-花傲天同款,6.0
2025-06-14,手打柠檬-花傲天同款,3.0
2025-06-23,四川冷箭笋（外卖）,6.0
2025-06-22,掌中宝（外卖）,12.0
2025-06-02,掌中宝（2串起烤）,27.0
2025-06-28,水晶粉（外卖）,2.0
2025-06-17,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,3.0
2025-06-18,包浆豆腐,2.0
2025-06-02,烤五花（外卖）,15.0
2025-06-14,手打柠檬,12.0
2025-06-09,黑椒猪颈肉（2串起烤）,83.0
2025-06-05,青笋,9.0
2025-06-06,组合B (土豆片+卤味豆干),1.0
2025-06-05,青笋（外卖）,14.0
2025-06-05,青笋100g（外卖）,17.0
2025-06-03,掌中宝（2串起烤）,20.0
2025-06-02,掌中宝（外卖）,31.0
2025-06-14,手打柠檬,7.0
2025-06-02,烤五花肉,23.0
2025-06-05,青笋条,7.0
2025-06-03,烤五花（外卖）,20.0
2025-06-18,包浆豆腐,47.0
2025-06-03,烤五花肉,8.0
2025-06-30,土豆片,23.0
2025-06-21,麻辣烤鱼灵魂搭配：卤味豆干+青笋片+土豆片,1.0
2025-06-20,手打柠檬,2.0
2025-06-20,手打柠檬-花傲天同款,5.0
2025-06-21,酸辣毛豆,1.0
2025-06-21,酸辣毛豆,2.0
2025-06-30,椒麻鸡翅尖（外卖，个）,24.0
2025-06-28,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,1.0
2025-06-30,土豆片（外卖）,26.0
2025-06-20,手打柠檬,8.0
2025-06-28,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,29.0
2025-06-28,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,6.0
2025-06-26,银针菇,7.0
2025-06-30,土豆片,16.0
2025-06-09,烤五花（外卖）,20.0
2025-06-09,烤五花肉,8.0
2025-06-21,豆花黔鱼,45.0
2025-06-04,老坛酸菜,1.0
2025-06-09,手打柠檬,1.0
2025-06-28,水晶粉,4.0
2025-06-26,香糯烤鸡脚,16.0
2025-06-21,营养儿童餐,12.0
2025-06-09,手打柠檬-花傲天同款,8.0
2025-06-21,经典麻辣豆花,51.0
2025-06-18,包浆豆腐,8.0
2025-06-09,手打柠檬,15.0
2025-06-03,掌中宝（外卖）,7.0
2025-06-04,营养儿童餐,2.0
2025-06-08,藕片,2.0
2025-06-02,椒麻鸡翅尖（外卖，份）,1.0
2025-06-26,银针菇,5.0
2025-06-28,银针菇,12.0
2025-06-30,银针菇,5.0
2025-06-30,手工黑豆花,1.0
2025-06-25,掌中宝（2串起烤）,22.0
2025-06-28,银针菇,1.0
2025-06-27,烤羊肉串（2串起烤）,106.0
2025-06-04,乡村酥肉,19.0
2025-06-02,椒麻鸡翅尖,26.0
2025-06-08,藕片,19.0
2025-06-06,芝士烤红薯,42.0
2025-06-02,烤鸡翅,9.0
2025-06-26,银针菇（外卖）,2.0
2025-06-18,芝士烤红薯,40.0
2025-06-02,烤鸡翅,18.0
2025-06-18,菠萝小油条,4.0
2025-06-08,土豆片,35.0
2025-06-21,匠匠家的面,31.0
2025-06-30,卤味豆干,4.0
2025-06-08,藕片（外卖）,16.0
2025-06-30,卤味豆干,8.0
2025-06-21,匠匠家的面,34.0
2025-06-05,包浆豆腐,3.0
2025-06-13,水晶粉（外卖）,2.0
2025-06-28,银针菇（外卖）,5.0
2025-06-08,土豆片（外卖）,33.0
2025-06-30,手打柠檬-花傲天同款,7.0
2025-06-30,手工黑豆花（外卖）,1.0
2025-06-30,银针菇,4.0
2025-06-21,豆花黔鱼,8.0
2025-06-26,烤鸡脚（外卖）,3.0
2025-06-09,醪糟冰汤圆,5.0
2025-06-30,手打柠檬,5.0
2025-06-30,土豆片80g（外卖）,21.0
2025-06-04,乡村酥肉（外卖）,1.0
2025-06-25,掌中宝（外卖）,11.0
2025-06-17,匠匠家的面,18.0
2025-06-21,香糯烤鸡脚,32.0
2025-06-17,匠匠家的面,9.0
2025-06-14,银针菇,12.0
2025-06-23,人气搭配（四川冷箭笋+土豆片+魔芋）,7.0
2025-06-30,手打柠檬,1.0
2025-06-21,匠匠家的面（外卖）,11.0
2025-06-08,香脆鱼肚,4.0
2025-06-23,土豆+四川冷箭笋+魔芋,31.0
2025-06-09,醪糟冰汤圆,11.0
2025-06-30,卤味豆干（外卖）,3.0
2025-06-12,椒麻鸡翅尖（外卖，个）,12.0
2025-06-14,银针菇,3.0
2025-06-30,卤味豆干+银针菇（素菜搭配C）,1.0
2025-06-06,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,8.0
2025-06-18,凤梨百香果绿茶,18.0
2025-06-05,包浆豆腐,5.0
2025-06-03,四川冷箭笋,3.0
2025-06-06,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,22.0
2025-06-03,四川冷箭笋,4.0
2025-06-30,升级豆花烤鱼,27.0
2025-06-30,手工黑豆花90g（外卖）,21.0
2025-06-21,烤鸡脚（外卖）,4.0
2025-06-10,米饭（外卖）,32.0
2025-06-19,银针菇,11.0
2025-06-02,青笋,19.0
2025-06-21,土豆片,43.0
2025-06-08,土豆片,7.0
2025-06-18,豆花海鲈鱼,4.0
2025-06-04,翡翠青椒,3.0
2025-06-21,土豆片,3.0
2025-06-15,卤味豆干,1.0
2025-06-21,翡翠青椒,10.0
2025-06-23,藕片,7.0
2025-06-05,土豆片,14.0
2025-06-18,经典麻辣豆花,12.0
2025-06-02,青笋条,2.0
2025-06-18,翡翠青椒,3.0
2025-06-23,银针菇,7.0
2025-06-13,烤鸡脚（外卖）,1.0
2025-06-08,银针菇,8.0
2025-06-13,香糯烤鸡脚,12.0
2025-06-14,银针菇（外卖）,4.0
2025-06-23,藕片,5.0
2025-06-16,手工黑豆花,1.0
2025-06-02,青笋（外卖）,19.0
2025-06-03,手工黑豆花,2.0
2025-06-11,手工黑豆花,2.0
2025-06-13,手工黑豆花,4.0
2025-06-23,烤五花肉,14.0
2025-06-21,土豆片（外卖）,61.0
2025-06-02,土豆片,1.0
2025-06-18,凤梨百香果绿茶,23.0
2025-06-26,土豆片,23.0
2025-06-14,手工黑豆花,5.0
2025-06-06,手工黑豆花,3.0
2025-06-19,银针菇（外卖）,4.0
2025-06-21,藕片,26.0
2025-06-14,水晶粉（外卖）,2.0
2025-06-08,香脆鱼肚（外卖）,2.0
2025-06-19,银针菇,6.0
2025-06-19,手工黑豆花,3.0
2025-06-04,手打柠檬,8.0
2025-06-05,土豆片（外卖）,16.0
2025-06-14,醪糟冰汤圆,8.0
2025-06-30,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,26.0
2025-06-23,烤五花（外卖）,20.0
2025-06-02,土豆片,31.0
2025-06-15,卤味豆干,11.0
2025-06-04,手打柠檬,3.0
2025-06-09,香脆鱼肚,2.0
2025-06-04,手打柠檬-花傲天同款,9.0
2025-06-15,烤鸡翅,12.0
2025-06-23,烤五花肉（5串）,1.0
2025-06-23,藕片（外卖）,7.0
2025-06-18,蒜香味,1.0
2025-06-24,水晶粉（外卖）,7.0
2025-06-08,银针菇,6.0
2025-06-05,包浆豆腐,1.0
2025-06-17,匠匠家的面（外卖）,13.0
2025-06-05,包浆豆腐,33.0
2025-06-04,黑椒猪颈肉（2串起烤）,80.0
2025-06-03,四川冷箭笋（外卖）,5.0
2025-06-25,银针菇,3.0
2025-06-21,藕片,9.0
2025-06-23,银针菇,6.0
2025-06-15,烤鸡翅,6.0
2025-06-01,手打柠檬-花傲天同款,11.0
2025-06-21,豆花黔鱼,3.0
2025-06-10,米饭,54.0
2025-06-21,藕片（外卖）,23.0
2025-06-07,酸菜豆花烤鱼（外卖）,6.0
2025-06-17,手工黑豆花,5.0
2025-06-07,醪糟冰汤圆,3.0
2025-06-30,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,3.0
2025-06-14,醪糟冰汤圆,22.0
2025-06-17,青笋,6.0
2025-06-18,手工黑豆花,2.0
2025-06-21,经典麻辣豆花,18.0
2025-06-23,银针菇（外卖）,2.0
2025-06-02,手工黑豆花,10.0
2025-06-01,手打柠檬,12.0
2025-06-13,水晶粉,2.0
2025-06-13,银针菇,6.0
2025-06-02,土豆片（外卖）,29.0
2025-06-26,土豆片,11.0
2025-06-22,醪糟冰汤圆,26.0
2025-06-06,银针菇,9.0
2025-06-10,宜宾把把烧,7.0
2025-06-05,土豆片,7.0
2025-06-08,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,21.0
2025-06-21,拍黄瓜,3.0
2025-06-22,手工黑豆花,4.0
2025-06-09,银针菇,8.0
2025-06-28,手工黑豆花,4.0
2025-06-08,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,13.0
2025-06-15,手工黑豆花（外卖）,7.0
2025-06-06,银针菇,7.0
2025-06-08,青柠气泡,44.0
2025-06-08,青笋+藕片（素菜搭配B）,1.0
2025-06-21,豆花黔鱼,11.0
2025-06-04,藕片,1.0
2025-06-15,卤味豆干（外卖）,5.0
2025-06-22,土豆片,2.0
2025-06-29,手工黑豆花,4.0
2025-06-02,烤鱿鱼须（外卖）,8.0
2025-06-13,水晶粉,5.0
2025-06-01,手打柠檬-花傲天同款,17.0
2025-06-04,藕片,9.0
2025-06-26,土豆片（外卖）,34.0
2025-06-03,手打柠檬,9.0
2025-06-25,椒麻鸡翅尖,22.0
2025-06-24,手工黑豆花,5.0
2025-06-24,乡村酥肉,24.0
2025-06-01,手工黑豆花,11.0
2025-06-08,银针菇（外卖）,2.0
2025-06-10,乡村酥肉,26.0
2025-06-09,手工黑豆花,2.0
2025-06-04,经典麻辣豆花,14.0
2025-06-17,银针菇,2.0
2025-06-24,银针菇,3.0
2025-06-03,手打柠檬-花傲天同款,3.0
2025-06-05,手工黑豆花,2.0
2025-06-17,银针菇,10.0
2025-06-12,手工黑豆花（外卖）,1.0
2025-06-29,土豆片,10.0
2025-06-03,手工黑豆花（外卖）,1.0
2025-06-06,豆花黔鱼,1.0
2025-06-06,豆花海鲈鱼,1.0
2025-06-07,醪糟冰汤圆,26.0
2025-06-29,土豆片,36.0
2025-06-24,银针菇,3.0
2025-06-06,青柠酸辣,5.0
2025-06-04,豆花海鲈鱼,1.0
2025-06-21,青柠酸辣,1.0
2025-06-19,手工黑豆花（外卖）,5.0
2025-06-08,卤味豆干,9.0
2025-06-07,卤味豆干,3.0
2025-06-25,米饭（外卖）,36.0
