日期,菜品,销量
2025-08-31,卤味豆干（外卖）,6
2025-08-29,芝士烤红薯,83
2025-08-26,黑椒猪颈肉（2串起烤）,84
2025-08-31,卤味豆干,12
2025-08-31,银针菇,16
2025-08-15,烧椒烤茄子,7
2025-08-31,卤味豆干,6
2025-08-09,银针菇（外卖）,3
2025-08-09,银针菇,7
2025-08-09,银针菇,15
2025-08-24,拍黄瓜,4
2025-08-29,包浆豆腐,23
2025-08-05,烤鸡翅,19
2025-08-05,烤鸡翅,8
2025-08-29,包浆豆腐,1
2025-08-16,餐巾纸,1
2025-08-14,乡村酥肉,33
2025-08-14,薯条,11
2025-08-29,餐盒费,107
2025-08-05,餐盒费,16
2025-08-27,餐盒费,19
2025-08-06,餐盒费,21
2025-08-14,餐盒费,24
2025-08-25,餐盒费,24
2025-08-28,餐盒费,24
2025-08-11,餐盒费,26
2025-08-13,餐盒费,26
2025-08-12,餐盒费,27
2025-08-18,餐盒费,27
2025-08-26,餐盒费,27
2025-08-19,餐盒费,29
2025-08-22,餐盒费,29
2025-08-01,餐盒费,31
2025-08-04,餐盒费,34
2025-08-17,餐盒费,39
2025-08-20,餐盒费,39
2025-08-07,餐盒费,43
2025-08-08,餐盒费,44
2025-08-02,餐盒费,45
2025-08-15,餐盒费,45
2025-08-16,餐盒费,45
2025-08-21,餐盒费,47
2025-08-24,餐盒费,50
2025-08-31,餐盒费,55
2025-08-09,餐盒费,57
2025-08-03,餐盒费,60
2025-08-10,餐盒费,62
2025-08-23,餐盒费,70
2025-08-30,餐盒费,74
2025-08-27,外送费,191
2025-08-26,外送费,219
2025-08-06,外送费,227
2025-08-05,外送费,229
2025-08-11,外送费,237
2025-08-25,外送费,243
2025-08-14,外送费,254
2025-08-28,外送费,254
2025-08-01,外送费,261
2025-08-04,外送费,275
2025-08-18,外送费,294
2025-08-13,外送费,323
2025-08-20,外送费,333
2025-08-22,外送费,339
2025-08-12,外送费,344
2025-08-19,外送费,353
2025-08-07,外送费,384
2025-08-08,外送费,438
2025-08-15,外送费,438
2025-08-02,外送费,439
2025-08-24,外送费,460
2025-08-17,外送费,462
2025-08-31,外送费,462
2025-08-21,外送费,481
2025-08-16,外送费,494
2025-08-09,外送费,513
2025-08-10,外送费,531
2025-08-03,外送费,624
2025-08-30,外送费,670
2025-08-23,外送费,674
2025-08-29,外送费,960
2025-08-10,打包费,1
2025-08-22,打包费,1
2025-08-24,打包费,1
2025-08-26,打包费,1
2025-08-18,打包费,2
2025-08-29,打包费,3
2025-08-17,卤味豆干,3
2025-08-29,卤味豆干,6
2025-08-14,乡村酥肉（外卖）,3
2025-08-29,卤味豆干（外卖）,14
2025-08-17,卤味豆干（外卖）,3
2025-08-25,水晶粉（外卖）,1
2025-08-27,水晶粉（外卖）,1
2025-08-23,水晶粉（外卖）,2
2025-08-24,水晶粉（外卖）,2
2025-08-26,水晶粉（外卖）,2
2025-08-28,水晶粉（外卖）,3
2025-08-25,水晶粉,1
2025-08-27,水晶粉,1
2025-08-28,水晶粉,1
2025-08-23,水晶粉,2
2025-08-26,水晶粉,2
2025-08-24,水晶粉,5
2025-08-02,餐盒,1
2025-08-07,餐盒,1
2025-08-08,餐盒,1
2025-08-13,餐盒,1
2025-08-17,餐盒,1
2025-08-26,餐盒,1
2025-08-27,餐盒,1
2025-08-23,餐盒,10
2025-08-03,餐盒,2
2025-08-29,餐盒,2
2025-08-31,餐盒,2
2025-08-01,餐盒,3
2025-08-15,餐盒,3
2025-08-19,餐盒,4
2025-08-24,餐盒,5
2025-08-30,餐盒,5
2025-08-12,手机支架,1
2025-08-14,手机支架,1
2025-08-16,手机支架,1
2025-08-18,手机支架,1
2025-08-19,手机支架,1
2025-08-06,手机支架,2
2025-08-13,手机支架,2
2025-08-17,手机支架,2
2025-08-24,手机支架,2
2025-08-25,手机支架,2
2025-08-27,手机支架,2
2025-08-30,手机支架,2
2025-08-02,手机支架,3
2025-08-04,手机支架,3
2025-08-08,手机支架,3
2025-08-10,手机支架,3
2025-08-11,手机支架,3
2025-08-15,手机支架,3
2025-08-21,手机支架,3
2025-08-22,手机支架,3
2025-08-09,手机支架,4
2025-08-29,手机支架,4
2025-08-23,手机支架,5
2025-08-11,生日大礼包,17
2025-08-25,生日大礼包,21
2025-08-12,生日大礼包,26
2025-08-06,生日大礼包,27
2025-08-14,生日大礼包,27
2025-08-15,生日大礼包,28
2025-08-21,生日大礼包,30
2025-08-04,生日大礼包,31
2025-08-26,生日大礼包,31
2025-08-20,生日大礼包,32
2025-08-18,生日大礼包,33
2025-08-01,生日大礼包,34
2025-08-05,生日大礼包,34
2025-08-07,生日大礼包,34
2025-08-27,生日大礼包,35
2025-08-13,生日大礼包,37
2025-08-19,生日大礼包,38
2025-08-28,生日大礼包,38
2025-08-22,生日大礼包,41
2025-08-08,生日大礼包,42
2025-08-24,生日大礼包,43
2025-08-23,生日大礼包,44
2025-08-31,生日大礼包,48
2025-08-16,生日大礼包,51
2025-08-09,生日大礼包,52
2025-08-03,生日大礼包,53
2025-08-02,生日大礼包,58
2025-08-17,生日大礼包,60
2025-08-29,生日大礼包,60
2025-08-10,生日大礼包,61
2025-08-30,生日大礼包,63
2025-08-03,餐盒费,1
2025-08-08,餐盒费,1
2025-08-30,餐盒费,1
2025-08-22,餐盒费,2
2025-08-17,卤味豆干,16
2025-08-29,卤味豆干,17
2025-08-24,水晶粉,2
2025-08-25,水晶粉,2
2025-08-26,水晶粉,2
2025-08-27,水晶粉,2
2025-08-28,水晶粉,2
2025-08-23,水晶粉,6
2025-08-31,美好火腿肠,4
2025-08-31,美好火腿肠（外卖）,4
2025-08-31,美好火腿肠,14
2025-08-01,纸巾（外卖）,2
2025-08-02,纸巾（外卖）,2
2025-08-04,纸巾（外卖）,2
2025-08-06,纸巾（外卖）,2
2025-08-07,纸巾（外卖）,2
2025-08-15,纸巾（外卖）,2
2025-08-19,纸巾（外卖）,2
2025-08-23,纸巾（外卖）,2
2025-08-28,纸巾（外卖）,2
2025-08-30,纸巾（外卖）,2
2025-08-31,纸巾（外卖）,2
2025-08-09,纸巾（外卖）,4
2025-08-10,纸巾（外卖）,4
2025-08-12,纸巾（外卖）,4
2025-08-14,纸巾（外卖）,4
2025-08-21,纸巾（外卖）,4
2025-08-25,纸巾（外卖）,4
2025-08-26,纸巾（外卖）,4
2025-08-03,纸巾（外卖）,5
2025-08-29,纸巾（外卖）,6
2025-08-16,腐竹,2
2025-08-16,腐竹,11
2025-08-08,环保安全燃料,1
2025-08-10,环保安全燃料,1
2025-08-13,环保安全燃料,1
2025-08-14,环保安全燃料,1
2025-08-23,环保安全燃料,1
2025-08-26,环保安全燃料,1
2025-08-27,环保安全燃料,1
2025-08-15,环保安全燃料,12
2025-08-01,环保安全燃料,2
2025-08-02,环保安全燃料,2
2025-08-03,环保安全燃料,2
2025-08-06,环保安全燃料,2
2025-08-12,环保安全燃料,2
2025-08-16,环保安全燃料,2
2025-08-18,环保安全燃料,2
2025-08-19,环保安全燃料,2
2025-08-29,环保安全燃料,4
2025-08-30,环保安全燃料,4
2025-08-03,筷子,1
2025-08-08,筷子,1
2025-08-27,筷子,1
2025-08-06,筷子,2
2025-08-09,筷子,2
2025-08-14,筷子,2
2025-08-29,筷子,2
2025-08-30,筷子,2
2025-08-01,筷子,3
2025-08-11,筷子,3
2025-08-19,筷子,3
2025-08-31,筷子,3
2025-08-04,筷子,4
2025-08-24,筷子,5
2025-08-23,筷子,6
2025-08-15,筷子,7
2025-08-14,烤羊肉串（2串起烤）,50
2025-08-29,包浆豆腐,91
2025-08-25,烤羊肉串（2串起烤）,57
2025-08-05,烤羊肉串（2串起烤）,86
2025-08-18,卤味豆干,1
2025-08-09,水晶粉（外卖）,2
2025-08-18,卤味豆干,3
2025-08-26,香糯烤鸡脚,8
2025-08-31,营养儿童餐,19
2025-08-18,卤味豆干（外卖）,1
2025-08-14,椒麻鸡翅尖,25
2025-08-14,椒麻鸡翅尖（外卖，份）,4
2025-08-18,卤肥肠,2
2025-08-09,水晶粉,3
2025-08-01,青柠酸辣,1
2025-08-15,凤梨百香果绿茶,9
2025-08-09,水晶粉,10
2025-08-31,手打柠檬-花傲天同款,10
2025-08-31,手打柠檬,3
2025-08-31,手打柠檬-花傲天同款,2
2025-08-04,匠匠家的面,13
2025-08-06,米饭（外卖）,16
2025-08-31,手打柠檬,17
2025-08-02,米饭,96
2025-08-14,烤五花（外卖）,13
2025-08-01,米饭（外卖）,21
2025-08-04,匠匠家的面,21
2025-08-04,米饭（外卖）,15
2025-08-07,米饭,82
2025-08-09,米饭（外卖）,27
2025-08-09,米饭,67
2025-08-03,米饭,101
2025-08-03,米饭（外卖）,23
2025-08-05,米饭（外卖）,7
2025-08-06,米饭,107
2025-08-04,米饭,104
2025-08-07,米饭（外卖）,16
2025-08-09,米饭（外卖）.,8
2025-08-02,米饭（外卖）,18
2025-08-08,米饭（外卖）,25
2025-08-05,米饭,126
2025-08-25,酸辣毛豆,1
2025-08-14,烤五花肉,18
2025-08-08,米饭,117
2025-08-01,米饭,88
2025-08-04,匠匠家的面（外卖）,6
2025-08-01,拍黄瓜,1
2025-08-15,芝士烤红薯,47
2025-08-06,米饭（外卖）.,3
2025-08-14,凤梨烤牛肉,23
2025-08-14,掌中宝（外卖）,31
2025-08-07,米饭（外卖）.,2
2025-08-15,香糯烤鸡脚,23
2025-08-15,烤鸡脚（外卖）,4
2025-08-14,包浆豆腐,20
2025-08-14,掌中宝（2串起烤）,14
2025-08-04,银针菇,7
2025-08-28,魔芋,13
2025-08-14,包浆豆腐,2
2025-08-15,椒麻鸡翅尖（外卖，份）,2
2025-08-19,掌中宝（2串起烤）,42
2025-08-19,掌中宝（外卖）,6
2025-08-28,魔芋（外卖）,9
2025-08-17,卤味豆干+银针菇（素菜搭配C）,2
2025-08-04,银针菇,6
2025-08-04,银针菇（外卖）,3
2025-08-15,椒麻鸡翅尖,30
2025-08-15,美好火腿肠,8
2025-08-12,银针菇,9
2025-08-31,醪糟冰汤圆,27
2025-08-28,魔芋,10
2025-08-31,醪糟冰汤圆,27
2025-08-25,醪糟冰汤圆,16
2025-08-18,卤味豆干+银针菇（素菜搭配C）,2
2025-08-29,烤生蚝,24
2025-08-25,醪糟冰汤圆,21
2025-08-14,包浆豆腐,54
2025-08-24,手工黑豆花,10
2025-08-15,美好火腿肠（外卖）,3
2025-08-24,手工黑豆花（外卖）,3
2025-08-12,银针菇（外卖）,1
2025-08-12,银针菇,10
2025-08-03,土豆片,9
2025-08-29,烧椒烤茄子,17
2025-08-19,黑椒猪颈肉（2串起烤）,103
2025-08-03,土豆片,39
2025-08-10,黑椒猪颈肉（2串起烤）,141
2025-08-21,银针菇,4
2025-08-15,美好火腿肠,4
2025-08-03,烤生蚝,23
2025-08-31,经典麻辣豆花,18
2025-08-07,薯条,5
2025-08-03,土豆片（外卖）,58
2025-08-31,蒜香味,8
2025-08-15,烤非遗豆干,4
2025-08-02,薯条,13
2025-08-03,薯条,16
2025-08-24,升级豆花烤鱼,58
2025-08-03,椒麻鸡翅尖,39
2025-08-03,椒麻鸡翅尖（外卖，份）,4
2025-08-16,掌中宝（2串起烤）,71
2025-08-11,薯条,6
2025-08-31,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,26
2025-08-31,老坛酸菜,1
2025-08-10,醪糟冰汤圆,22
2025-08-10,土豆片,5
2025-08-31,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,4
2025-08-18,薯条,10
2025-08-17,醪糟冰汤圆,33
2025-08-10,薯条,14
2025-08-01,烤五花（外卖）,13
2025-08-17,醪糟冰汤圆,39
2025-08-01,烤五花肉,14
2025-08-17,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,24
2025-08-04,卤味豆干,5
2025-08-23,银针菇,8
2025-08-29,卤味豆干+银针菇（素菜搭配C）,2
2025-08-04,卤味豆干,2
2025-08-16,掌中宝（外卖）,28
2025-08-10,土豆片,42
2025-08-21,银针菇（外卖）,4
2025-08-10,醪糟冰汤圆,13
2025-08-10,土豆片（外卖）,47
2025-08-29,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,27
2025-08-07,老坛酸菜,2
2025-08-03,老坛酸菜豆花,3
2025-08-17,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,11
2025-08-18,经典麻辣豆花,8
2025-08-29,水晶粉（外卖）,2
2025-08-30,卤味豆干,3
2025-08-07,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,8
2025-08-23,银针菇,2
2025-08-18,麻辣烤鱼肥肠组合（青笋+卤肥肠+土豆片）,8
2025-08-29,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,9
2025-08-09,手工黑豆花,10
2025-08-15,烤非遗豆干（外卖）,8
2025-08-21,银针菇,7
2025-08-18,青柠酸辣,3
2025-08-16,尽情撸串把把烧套餐（50串）(外卖),1
2025-08-04,卤味豆干+银针菇（素菜搭配C）,2
2025-08-18,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,27
2025-08-07,翡翠青椒豆花,1
2025-08-23,银针菇（外卖）,8
2025-08-12,四川冷箭笋+银针菇（素菜搭配A）,1
2025-08-03,翡翠青椒,10
2025-08-25,黑椒猪颈肉（2串起烤）,79
2025-08-18,麻辣烤鱼灵魂搭配（卤豆干+青笋条+土豆片）,4
2025-08-05,酸辣毛豆,2
2025-08-30,卤味豆干,14
2025-08-03,翡翠青椒豆花,2
2025-08-02,银针菇,7
2025-08-29,营养儿童餐,11
2025-08-11,银针菇,6
2025-08-15,腐竹,2
2025-08-15,土豆片,29
2025-08-13,醪糟冰汤圆,30
2025-08-31,米饭,77
2025-08-15,包浆豆腐,59
2025-08-22,银针菇,7
2025-08-31,米饭（外卖）,39
2025-08-08,银针菇,2
2025-08-16,卤味豆干,4
2025-08-03,银针菇,13
2025-08-05,手工黑豆花,6
2025-08-03,蒜香味豆花,7
2025-08-31,青柠气泡,39
2025-08-04,卤味豆干（外卖）,1
2025-08-31,米饭（外卖）.,3
2025-08-30,土豆片,33
2025-08-30,银针菇,13
2025-08-16,宜宾把把烧,19
2025-08-13,醪糟冰汤圆,16
2025-08-25,香脆鱼肚,2
2025-08-18,江团,2
2025-08-15,卤肥肠,2
2025-08-14,银针菇,5
2025-08-02,银针菇,13
2025-08-27,手工黑豆花,4
2025-08-18,银针菇,9
2025-08-17,银针菇,16
2025-08-01,银针菇,11
2025-08-20,银针菇,8
2025-08-08,银针菇（外卖）,2
2025-08-30,银针菇,6
2025-08-16,银针菇,10
2025-08-28,土豆片,24
2025-08-30,卤味豆干（外卖）,7
2025-08-31,卤肥肠,2
2025-08-27,银针菇,6
2025-08-03,银针菇,4
2025-08-03,手打柠檬,1
2025-08-03,蒜香味,15
2025-08-31,手工黑豆花,8
2025-08-09,宜宾把把烧,24
2025-08-14,手工黑豆花,3
2025-08-18,蒜香味,3
2025-08-22,水晶粉（外卖）,1
2025-08-15,腐竹,10
2025-08-21,手工黑豆花,2
2025-08-27,银针菇,6
2025-08-15,土豆片（外卖）,38
2025-08-02,手工黑豆花,7
2025-08-20,卤肥肠,1
2025-08-07,翡翠青椒,8
2025-08-15,包浆豆腐,19
2025-08-10,手工黑豆花,1
2025-08-03,经典麻辣味豆花,28
2025-08-12,四川冷箭笋,7
2025-08-09,土豆片,41
2025-08-13,手工黑豆花,4
2025-08-12,四川冷箭笋,3
2025-08-01,银针菇,11
2025-08-30,土豆片,14
2025-08-18,手工黑豆花,3
2025-08-03,经典麻辣豆花,42
2025-08-24,卤味豆干,11
2025-08-01,手工黑豆花,1
2025-08-30,卤味豆干+银针菇（素菜搭配C）,2
2025-08-24,银针菇,7
2025-08-12,四川冷箭笋（外卖）,5
2025-08-16,卤味豆干,18
2025-08-24,银针菇,12
2025-08-16,银针菇,5
2025-08-09,土豆片,7
2025-08-30,土豆片（外卖）,65
2025-08-03,手打柠檬,12
2025-08-19,香糯烤鸡脚,22
2025-08-31,青柠气泡,37
2025-08-09,手工黑豆花（外卖）,4
2025-08-11,银针菇,7
2025-08-31,土豆片,47
2025-08-14,土豆片,18
2025-08-02,土豆片,7
2025-08-17,土豆片,48
2025-08-22,银针菇,12
2025-08-28,手工黑豆花,1
2025-08-20,银针菇（外卖）,6
2025-08-03,手工黑豆花,4
2025-08-16,手工黑豆花,5
2025-08-27,银针菇（外卖）,1
2025-08-07,土豆片,15
2025-08-17,土豆片,6
2025-08-03,包浆豆腐,1
2025-08-15,手工黑豆花,5
2025-08-11,银针菇（外卖）,2
2025-08-26,手工黑豆花,5
2025-08-15,包浆豆腐,2
2025-08-07,银针菇（外卖）,1
2025-08-06,手工黑豆花,2
2025-08-22,银针菇（外卖）,2
2025-08-01,银针菇（外卖）,3
2025-08-14,银针菇,6
2025-08-01,青柠气泡,32
2025-08-15,土豆片,10
2025-08-20,卤味豆干,3
2025-08-03,银针菇（外卖）,1
2025-08-22,土豆片,29
2025-08-12,卤肥肠,2
2025-08-14,银针菇（外卖）,1
2025-08-07,腐竹,4
2025-08-30,银针菇（外卖）,6
2025-08-03,青柠酸辣,12
2025-08-01,青柠气泡,33
2025-08-18,银针菇（外卖）,2
2025-08-21,手打柠檬-花傲天同款,8
2025-08-21,手打柠檬-花傲天同款,2
2025-08-03,青柠酸辣豆花,1
2025-08-02,银针菇（外卖）,3
2025-08-02,土豆片,45
2025-08-11,手工黑豆花,1
2025-08-28,土豆片（外卖）,23
2025-08-15,烤鱿鱼须(2串起烤),40
2025-08-07,腐竹,5
2025-08-03,老坛酸菜,5
2025-08-07,银针菇,11
2025-08-25,拍黄瓜,2
2025-08-21,土豆片,11
2025-08-07,青柠酸辣,2
2025-08-08,手工黑豆花,5
2025-08-16,卤味豆干（外卖）,7
2025-08-12,宜宾把把烧,15
2025-08-20,银针菇,10
2025-08-17,银针菇,6
2025-08-09,土豆片（外卖）,58
2025-08-07,经典麻辣味豆花,7
2025-08-16,银针菇（外卖）,4
2025-08-31,土豆片（外卖）,43
2025-08-27,土豆片,24
2025-08-08,土豆片,25
2025-08-19,手工黑豆花,5
2025-08-29,手工黑豆花（外卖）,5
2025-08-22,手工黑豆花（外卖）,2
2025-08-12,手工黑豆花,1
2025-08-12,土豆片,34
2025-08-26,银针菇,6
2025-08-30,手工黑豆花,8
2025-08-17,拍黄瓜,8
2025-08-30,手工黑豆花（外卖）,3
2025-08-07,经典麻辣豆花,12
2025-08-26,银针菇（外卖）,1
2025-08-18,土豆片,29
2025-08-23,土豆片,4
2025-08-19,香脆鱼肚,3
2025-08-29,手工黑豆花,10
2025-08-17,土豆片（外卖）,40
2025-08-05,银针菇,6
2025-08-22,组合B (土豆片+卤味豆干),1
2025-08-16,土豆片,4
2025-08-06,土豆片,16
2025-08-05,手工黑豆花（外卖）,2
2025-08-21,土豆片（外卖）,34
2025-08-18,银针菇,6
2025-08-31,土豆片,7
2025-08-08,土豆片（外卖）,37
2025-08-11,土豆片（外卖）,24
2025-08-11,土豆片,12
2025-08-05,土豆片,22
2025-08-23,土豆片,37
2025-08-30,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,37
2025-08-22,土豆片（外卖）,28
2025-08-15,烤鱿鱼须（外卖）,12
2025-08-03,手工黑豆花（外卖）,4
2025-08-05,四川冷箭笋,9
2025-08-29,土豆片,34
2025-08-16,卤味豆干+银针菇（素菜搭配C）,3
2025-08-27,土豆片（外卖）,17
2025-08-08,手工黑豆花（外卖）,2
2025-08-02,土豆片（外卖）,40
2025-08-28,青柠气泡,32
2025-08-15,手工黑豆花（外卖）,5
2025-08-03,黔鱼,1
2025-08-24,土豆片,36
2025-08-07,土豆片（外卖）,33
2025-08-14,土豆片（外卖）,21
2025-08-09,尽情撸串把把烧套餐（50串）(外卖),3
2025-08-14,手工黑豆花（外卖）,3
2025-08-18,土豆片（外卖）,25
2025-08-12,卤味豆干,4
2025-08-11,土豆片,20
2025-08-05,醪糟冰汤圆,30
2025-08-02,手打柠檬,1
2025-08-07,蒜香味,4
2025-08-08,银针菇,6
2025-08-06,碳烤小馒头(2串起烤),7
2025-08-27,手工黑豆花（外卖）,1
2025-08-01,土豆片,23
2025-08-20,青柠气泡,28
2025-08-07,手工黑豆花（外卖）,2
2025-08-11,手打柠檬-花傲天同款,5
2025-08-13,卤味豆干,1
2025-08-13,卤味豆干,2
2025-08-11,手打柠檬-花傲天同款,1
2025-08-07,土豆片,13
2025-08-10,麻辣烤鱼最佳搭配（卤味豆干+青笋条+土豆片）,24
2025-08-23,土豆片（外卖）,62
2025-08-07,银针菇,2
2025-08-21,卤味豆干+银针菇（素菜搭配C）,1
2025-08-20,土豆片,23
2025-08-07,手工黑豆花,5
2025-08-04,手工黑豆花,3
2025-08-18,手工黑豆花（外卖）,2
2025-08-15,椒麻鸡翅尖（外卖，个）,56
2025-08-14,手打柠檬-花傲天同款,8
2025-08-14,手打柠檬-花傲天同款,2
2025-08-09,青柠气泡,30
2025-08-21,手工黑豆花（外卖）,2
2025-08-16,土豆片,41
2025-08-18,手打柠檬-花傲天同款,2
2025-08-20,卤味豆干,6
2025-08-16,手工黑豆花（外卖）,5
2025-08-26,藕片,6
2025-08-20,卤味豆干（外卖）,5
2025-08-27,碳烤小馒头(2串起烤),11
2025-08-05,四川冷箭笋,4
2025-08-31,手工黑豆花（外卖）,3
2025-08-28,青柠气泡,37
2025-08-02,手工黑豆花（外卖）,4
2025-08-20,青柠气泡,38
2025-08-29,土豆片（外卖）,86
2025-08-19,青柠气泡,23
2025-08-05,银针菇（外卖）,1
2025-08-01,手工黑豆花（外卖）,5
2025-08-24,银针菇（外卖）,2
2025-08-05,四川冷箭笋（外卖）,2
2025-08-12,碳烤小馒头(2串起烤),15
2025-08-03,加勒比手撕烤鸡,18
2025-08-02,烤生蚝,26
2025-08-10,手工黑豆花（外卖）,7
2025-08-12,土豆片（外卖）,34
2025-08-19,青柠气泡,42
2025-08-20,土豆片（外卖）,35
2025-08-10,卤味豆干,10
2025-08-08,碳烤小馒头(2串起烤),16
2025-08-05,土豆片（外卖）,18
2025-08-08,水晶粉,2
2025-08-30,手打柠檬-花傲天同款,9
2025-08-30,手打柠檬-花傲天同款,3
2025-08-05,醪糟冰汤圆,8
2025-08-09,四川冷箭笋,1
2025-08-14,碳烤小馒头(2串起烤),8
2025-08-02,手打柠檬,12
2025-08-25,碳烤小馒头(2串起烤),17
2025-08-13,青柠气泡,44
2025-08-02,卤味豆干,5
2025-08-24,土豆片（外卖）,37
2025-08-25,土豆片,21
2025-08-09,青柠气泡,57
2025-08-15,手打柠檬-花傲天同款,1
2025-08-14,卤味豆干,3
2025-08-03,碳烤小馒头(2串起烤),18
2025-08-17,手工黑豆花（外卖）,3
2025-08-30,拍黄瓜,5
2025-08-14,菠萝小油条,8
2025-08-24,卤肥肠,2
2025-08-07,拍黄瓜,1
2025-08-18,碳烤小馒头(2串起烤),12
2025-08-26,土豆片（外卖）,26
2025-08-11,卤味豆干,2
2025-08-16,土豆片（外卖）,45
2025-08-23,烤羊肉串（2串起烤）,151
2025-08-03,拍黄瓜,6
2025-08-10,银针菇,7
2025-08-24,卤味豆干（外卖）,2
2025-08-19,烤鸡脚（外卖）,5
2025-08-22,手打柠檬-花傲天同款,1
2025-08-26,凤梨百香果绿茶,1
