日期,菜品,销量
2025-04-28 14:57:53,Chicken Sandwich Combo,1
2025-05-31 18:45:54,Double Cheeseburger,1
2025-06-06 07:15:24,Egg Muffin,1
2025-07-30 05:16:13,Coffee,1
2025-08-07 17:32:36,Onion Rings,1
2025-06-21 14:02:40,Double Cheeseburger Combo,1
2025-05-14 21:44:30,Cheeseburger,1
2025-08-05 12:18:22,Spicy Chicken Combo,1
2025-04-29 13:51:05,Chicken Sandwich Combo,1
2025-05-08 13:39:27,Chicken Nuggets (10pc),1
2025-05-19 11:23:24,Coffee,1
2025-06-21 11:16:49,Iced Tea,2
2025-05-11 15:35:34,Chicken Nuggets (10pc),2
2025-05-28 13:29:51,Onion Rings,1
2025-05-14 13:08:56,Chicken Sandwich Combo,1
2025-04-11 13:54:05,Chicken Sandwich Combo,1
2025-04-13 11:52:55,Chicken Sandwich Combo,1
2025-07-31 11:10:28,Spicy Chicken Sandwich,2
2025-06-13 06:09:06,Latte,1
2025-04-11 08:32:29,Sausage Biscuit,1
2025-06-24 18:25:03,Chicken Sandwich Combo,1
2025-06-27 20:48:09,Cheeseburger Combo,1
2025-05-23 10:53:19,Breakfast Burrito,1
2025-07-07 17:50:49,Chicken Nuggets (6pc),1
2025-06-17 12:26:44,Chicken Sandwich Combo,1
2025-06-25 13:39:30,Chicken Sandwich Combo,3
2025-05-28 14:57:25,French Fries,1
2025-05-12 20:08:06,Spicy Chicken Sandwich,1
2025-07-20 01:41:59,Onion Rings,1
2025-04-24 12:59:58,Double Cheeseburger Combo,1
2025-05-19 14:56:08,Chicken Sandwich,1
2025-04-22 10:57:25,Egg Muffin,3
2025-08-08 20:41:23,Double Cheeseburger,1
2025-06-12 13:26:44,Chicken Sandwich Combo,1
2025-07-15 19:10:20,Spicy Chicken Combo,1
2025-07-01 17:01:25,French Fries,1
2025-07-23 10:46:41,Bottled Water,1
2025-07-12 18:48:01,Spicy Chicken Combo,1
2025-04-12 15:15:13,Soft Drink (Medium),1
2025-05-08 20:36:38,Chicken Sandwich,1
2025-06-26 14:50:33,Double Cheeseburger,1
2025-07-23 14:15:16,Chicken Nuggets (10pc),1
2025-05-30 19:30:13,Iced Tea,2
2025-05-31 20:49:18,Veggie Burger,1
2025-05-29 12:47:09,Chicken Sandwich Combo,1
2025-05-19 01:29:10,Double Cheeseburger,1
2025-04-24 12:04:45,Cheeseburger Combo,1
2025-07-04 11:32:52,Chicken Nuggets (10pc),3
2025-06-12 23:44:14,Cheeseburger,1
2025-06-28 17:54:06,French Fries,1
2025-05-05 17:52:25,Iced Tea,1
2025-06-15 06:53:04,Milkshake,1
2025-05-22 07:51:15,Egg Muffin,1
2025-06-13 11:06:01,Soft Drink (Medium),1
2025-07-06 07:17:31,Hash Browns,1
2025-06-28 01:51:55,Soft Drink (Large),1
2025-05-01 23:20:24,Spicy Chicken Sandwich,1
2025-04-30 21:43:31,Spicy Chicken Sandwich,1
2025-04-30 13:44:57,Chicken Nuggets (10pc),1
2025-06-15 22:00:06,French Fries,1
2025-04-11 10:09:22,Hash Browns,1
2025-07-19 17:15:33,Soft Drink (Medium),2
2025-08-09 12:13:17,Cheeseburger,2
2025-05-23 16:37:07,Iced Tea,1
2025-06-17 12:36:24,Chicken Sandwich Combo,1
2025-04-27 08:35:32,Breakfast Burrito,1
2025-07-26 11:17:49,Chicken Sandwich Combo,1
2025-04-27 11:28:55,Chicken Sandwich,1
2025-05-25 12:20:45,Soft Drink (Medium),2
2025-06-29 06:48:53,Breakfast Burrito,1
2025-08-09 11:46:29,French Fries,1
2025-04-17 18:02:06,Cheeseburger,1
2025-06-24 07:05:23,Egg Muffin,1
2025-04-27 15:55:27,French Fries,2
2025-05-29 05:39:41,Hash Browns,1
2025-07-23 12:17:41,Chicken Sandwich Combo,2
2025-07-26 12:31:40,Soft Drink (Medium),1
2025-08-08 16:13:02,Onion Rings,2
2025-04-14 06:51:09,Pancake Platter,1
2025-05-17 17:11:07,Chicken Nuggets (6pc),1
2025-06-16 13:33:04,Chicken Sandwich Combo,1
2025-08-09 18:54:55,Veggie Burger,2
2025-07-31 11:07:32,Coffee,2
2025-07-02 17:39:15,Soft Drink (Medium),2
2025-08-09 01:54:47,French Fries,1
2025-05-06 11:37:06,Veggie Burger,1
2025-07-06 12:04:12,Double Cheeseburger,1
2025-04-28 10:19:52,Hash Browns,1
2025-05-30 19:06:29,Double Cheeseburger,1
2025-07-31 18:04:12,Double Cheeseburger,2
2025-05-14 08:11:22,Hash Browns,1
2025-04-18 10:40:51,Bottled Water,1
2025-06-10 09:22:49,Egg Muffin,1
2025-05-26 07:51:47,Egg Muffin,1
2025-08-09 13:58:39,Spicy Chicken Combo,2
2025-06-23 01:37:06,Milkshake,1
2025-04-27 15:24:19,Chicken Nuggets (10pc),2
2025-07-22 20:47:04,Chicken Sandwich,2
2025-08-03 21:28:46,Cheeseburger Combo,1
2025-06-30 13:06:04,Chicken Sandwich,2
2025-06-15 15:03:06,Onion Rings,2
2025-04-26 10:40:38,Hash Browns,1
2025-06-23 19:28:02,Chicken Sandwich,1
2025-06-21 09:26:34,Breakfast Burrito,1
2025-06-13 23:10:13,Spicy Chicken Sandwich,1
2025-05-31 13:54:17,Cheeseburger,1
2025-07-28 16:55:34,French Fries,1
2025-06-10 07:57:23,Sausage Biscuit,1
2025-06-17 10:12:28,Egg Muffin,2
2025-07-16 06:53:03,Soft Drink (Small),1
2025-06-10 00:22:10,Soft Drink (Large),1
2025-07-24 12:38:51,French Fries,3
2025-06-20 18:00:32,Double Cheeseburger Combo,1
2025-06-04 10:57:03,Hash Browns,1
2025-06-27 19:43:34,Onion Rings,2
2025-04-16 00:41:05,Bottled Water,1
2025-07-16 11:55:43,Cheeseburger,1
2025-06-08 20:40:11,Cheeseburger Combo,1
2025-06-09 14:00:02,Soft Drink (Medium),1
2025-04-26 05:19:18,Breakfast Burrito,1
2025-07-24 19:46:01,Veggie Burger,1
2025-06-17 16:24:07,Chicken Nuggets (10pc),1
2025-05-22 11:18:07,Chicken Sandwich Combo,3
2025-08-08 10:58:07,Coffee,1
2025-07-18 05:54:18,Sausage Biscuit,2
2025-05-08 10:23:52,Bottled Water,1
2025-04-15 09:30:51,Pancake Platter,2
2025-04-20 10:33:49,Hash Browns,1
2025-05-30 18:00:41,Cheeseburger Combo,1
2025-07-30 21:28:51,Cheeseburger Combo,3
2025-05-20 00:56:32,French Fries,2
2025-05-04 10:14:00,French Fries,1
2025-07-16 15:59:54,Side Salad,1
2025-05-07 05:35:59,Soft Drink (Small),2
2025-04-14 23:17:25,French Fries,1
2025-05-22 11:43:22,Egg Muffin,1
2025-04-17 17:18:56,Soft Drink (Medium),1
2025-07-03 15:48:34,Chicken Nuggets (10pc),2
2025-06-21 21:50:43,Cheeseburger,1
2025-07-15 19:18:28,Chicken Sandwich,1
2025-07-21 18:09:59,Onion Rings,1
2025-06-01 09:25:05,Pancake Platter,1
2025-04-16 12:02:43,Double Cheeseburger Combo,1
2025-05-18 12:20:32,Soft Drink (Medium),1
2025-04-11 15:47:43,French Fries,1
2025-08-07 14:43:07,Chicken Sandwich Combo,1
2025-04-26 11:30:10,Veggie Burger,1
2025-05-30 12:07:02,Chicken Sandwich Combo,1
2025-07-16 18:11:42,French Fries,1
2025-05-22 05:57:12,Pancake Platter,1
2025-06-24 10:43:46,Bottled Water,1
2025-04-17 18:54:32,Chicken Sandwich Combo,2
2025-07-03 19:29:32,Cheeseburger Combo,2
2025-06-09 20:02:14,Spicy Chicken Sandwich,1
2025-06-04 20:53:47,Chicken Sandwich,1
2025-06-09 11:32:56,Cheeseburger,1
2025-06-09 14:13:37,Cheeseburger,1
2025-05-29 17:01:56,French Fries,1
2025-06-05 16:10:46,Iced Tea,1
2025-04-16 09:38:02,Coffee,1
2025-05-12 21:14:51,Veggie Burger,1
2025-05-11 10:36:33,Hash Browns,1
2025-06-20 23:26:35,Spicy Chicken Sandwich,3
2025-06-05 08:50:21,Coffee,1
2025-08-05 10:24:59,Breakfast Burrito,2
2025-06-05 19:39:10,Spicy Chicken Combo,1
2025-05-31 20:46:53,Veggie Burger,1
2025-07-26 13:56:34,Spicy Chicken Combo,1
2025-06-22 10:43:44,Chicken Nuggets (6pc),1
2025-06-25 12:57:36,Spicy Chicken Combo,1
2025-07-25 18:43:42,French Fries,1
2025-06-03 08:30:34,Latte,3
2025-07-07 15:35:16,Iced Tea,1
2025-05-09 20:51:15,Chicken Sandwich,1
2025-05-30 11:25:06,French Fries,1
2025-05-24 19:36:36,Iced Tea,1
2025-04-13 16:26:40,Ice Cream Cone,1
2025-06-04 21:26:10,Spicy Chicken Combo,2
2025-06-20 09:48:05,Egg Muffin,1
2025-06-29 21:29:55,Cheeseburger Combo,1
2025-06-09 19:51:05,Spicy Chicken Sandwich,1
2025-04-29 20:38:14,Chicken Sandwich,1
2025-05-14 20:18:41,Cheeseburger Combo,1
2025-08-07 23:06:18,Onion Rings,1
2025-04-24 12:03:17,Cheeseburger Combo,2
2025-05-07 10:33:42,Egg Muffin,1
2025-04-21 19:07:15,Chicken Sandwich,1
2025-06-07 10:43:39,Egg Muffin,1
2025-06-14 19:01:44,Spicy Chicken Sandwich,1
2025-05-25 19:04:33,Spicy Chicken Sandwich,1
2025-06-02 16:12:33,Chicken Nuggets (10pc),1
2025-07-16 05:02:36,Breakfast Burrito,1
2025-08-02 20:35:47,Veggie Burger,1
2025-06-03 10:36:40,Soft Drink (Medium),1
2025-05-25 14:59:22,Iced Tea,1
2025-06-13 14:25:00,Chicken Sandwich Combo,1
2025-05-28 12:06:02,Chicken Sandwich,1
2025-04-26 10:44:36,Pancake Platter,1
2025-07-11 18:40:49,Chicken Sandwich Combo,1
2025-07-12 14:18:50,Cheeseburger,1
2025-05-18 12:35:39,Chicken Sandwich,1
2025-07-19 20:39:52,Chicken Sandwich,1
2025-04-20 20:00:21,Cheeseburger Combo,1
2025-04-16 11:16:10,Spicy Chicken Combo,1
2025-04-18 14:14:24,Chicken Nuggets (10pc),1
2025-06-20 12:01:22,Spicy Chicken Sandwich,1
2025-06-20 12:05:46,Chicken Sandwich Combo,1
2025-05-14 15:55:08,Soft Drink (Medium),4
2025-04-24 10:46:01,Bottled Water,1
2025-05-29 10:38:14,Coffee,1
2025-08-08 20:26:14,Double Cheeseburger Combo,2
2025-06-22 20:25:39,Chicken Sandwich Combo,1
2025-05-21 11:12:18,Double Cheeseburger Combo,1
2025-05-02 09:57:44,Sausage Biscuit,1
2025-07-25 18:07:45,Chicken Sandwich Combo,1
2025-07-22 06:49:45,Coffee,1
2025-08-09 14:15:13,Cheeseburger Combo,1
2025-08-05 15:54:02,French Fries,1
2025-05-06 00:59:02,Spicy Chicken Sandwich,1
2025-07-14 10:06:36,Chicken Nuggets (6pc),2
2025-06-07 17:46:40,Brownie,1
2025-06-28 13:35:51,Chicken Sandwich,1
2025-08-06 15:12:21,Soft Drink (Medium),1
2025-07-02 20:35:34,Veggie Burger,1
2025-04-21 16:45:54,Onion Rings,1
2025-08-06 14:57:32,Cheeseburger Combo,1
2025-04-21 11:00:19,Chicken Sandwich Combo,1
2025-05-03 14:42:07,Double Cheeseburger,1
2025-07-01 09:57:21,Egg Muffin,1
2025-06-28 12:45:48,Soft Drink (Medium),1
2025-04-17 09:16:58,Soft Drink (Small),2
2025-07-24 17:06:25,French Fries,1
2025-05-26 21:50:27,Spicy Chicken Combo,1
2025-08-01 22:43:52,Chicken Sandwich,1
2025-05-14 11:19:36,Ice Cream Cone,3
2025-05-31 11:00:45,Double Cheeseburger,1
2025-07-16 14:53:59,Spicy Chicken Sandwich,1
2025-04-17 21:39:11,Double Cheeseburger Combo,1
2025-08-05 15:36:30,Soft Drink (Medium),2
2025-06-01 17:19:39,Bottled Water,2
2025-05-08 20:03:40,Cheeseburger,1
2025-04-22 13:00:47,Chicken Sandwich Combo,1
2025-05-25 23:53:31,Spicy Chicken Sandwich,1
2025-05-06 12:24:43,Double Cheeseburger,1
2025-04-23 16:39:58,French Fries,2
2025-08-08 11:53:04,Double Cheeseburger,1
2025-05-20 22:45:07,Spicy Chicken Sandwich,1
2025-05-13 20:16:10,Cheeseburger,3
2025-06-01 08:13:39,Coffee,1
2025-07-06 15:44:21,Soft Drink (Medium),1
2025-06-25 13:43:19,Soft Drink (Medium),1
2025-07-02 17:24:57,Soft Drink (Medium),2
2025-04-25 14:01:02,Spicy Chicken Combo,1
2025-07-22 08:41:01,Egg Muffin,1
2025-05-25 09:14:04,Coffee,1
2025-07-05 06:48:26,Egg Muffin,1
2025-05-26 20:26:44,Spicy Chicken Combo,1
2025-05-21 00:22:26,Cheeseburger,1
2025-05-14 21:31:11,Cheeseburger,1
2025-07-31 12:46:28,Chicken Sandwich,1
2025-08-03 16:09:13,Onion Rings,2
2025-07-19 13:14:56,Double Cheeseburger Combo,2
2025-06-11 13:00:46,Chicken Sandwich,2
2025-06-03 08:30:51,Breakfast Burrito,1
2025-06-12 09:47:37,Coffee,1
2025-06-16 07:44:39,Coffee,2
2025-06-24 16:11:41,Milkshake,3
2025-04-17 13:32:43,Veggie Burger,1
2025-04-18 11:05:05,Chicken Nuggets (6pc),1
2025-06-10 20:26:28,Chicken Sandwich,1
2025-06-03 17:28:29,Side Salad,1
2025-07-04 19:11:53,Double Cheeseburger Combo,1
2025-06-13 09:10:34,Sausage Biscuit,2
2025-04-11 19:51:36,Veggie Burger,1
2025-05-27 17:14:50,Chicken Nuggets (6pc),1
2025-06-24 21:09:45,Cheeseburger Combo,1
2025-05-08 08:46:57,Breakfast Burrito,1
2025-07-06 16:11:35,Ice Cream Cone,2
2025-04-30 10:09:16,Hash Browns,1
2025-06-24 17:30:36,Milkshake,1
2025-08-03 13:23:26,Cheeseburger,1
2025-05-12 11:06:34,Coffee,1
2025-06-03 17:45:35,Onion Rings,2
2025-06-27 19:45:19,Chicken Sandwich,1
2025-08-04 19:06:02,Cheeseburger,1
2025-07-22 10:17:37,Breakfast Burrito,1
2025-04-14 21:23:44,Iced Tea,1
2025-05-04 07:45:18,Sausage Biscuit,1
2025-08-01 11:43:23,Soft Drink (Small),1
2025-07-15 07:12:38,Hash Browns,1
2025-06-05 00:09:49,French Fries,3
2025-07-28 15:42:48,Soft Drink (Medium),1
2025-07-25 21:28:20,Cheeseburger,1
2025-05-14 17:36:30,Soft Drink (Medium),1
2025-05-07 11:48:57,Cheeseburger Combo,1
2025-08-07 13:02:29,Cheeseburger Combo,1
2025-07-14 16:31:32,Chicken Nuggets (10pc),3
2025-05-22 18:45:54,Spicy Chicken Sandwich,1
2025-07-08 14:42:48,Chicken Sandwich Combo,1
2025-08-02 19:23:29,Spicy Chicken Combo,1
2025-07-10 10:09:12,Latte,1
2025-08-04 17:31:50,Chicken Nuggets (6pc),2
2025-05-28 10:33:42,Chicken Nuggets (6pc),2
2025-07-13 19:06:11,Cheeseburger Combo,1
2025-05-10 13:52:19,Chicken Sandwich Combo,1
2025-07-10 14:24:00,Soft Drink (Medium),1
2025-07-05 18:52:49,Cheeseburger Combo,1
2025-06-12 18:48:03,Cheeseburger Combo,1
2025-05-14 21:50:20,Double Cheeseburger,1
2025-08-07 10:58:05,Egg Muffin,1
2025-04-14 14:52:43,Chicken Sandwich,1
2025-06-18 12:01:18,Cheeseburger Combo,1
2025-05-07 20:04:06,Onion Rings,4
2025-05-30 22:37:11,Milkshake,1
2025-04-13 21:18:57,Double Cheeseburger Combo,1
2025-07-21 05:14:11,Coffee,1
2025-07-04 10:53:10,Soft Drink (Medium),1
2025-08-06 20:43:43,Onion Rings,1
2025-06-29 23:13:55,Chicken Sandwich,1
2025-07-20 21:49:25,Spicy Chicken Combo,1
2025-04-18 14:30:17,Double Cheeseburger Combo,1
2025-06-03 18:18:29,Cheeseburger Combo,1
2025-06-18 11:29:42,Spicy Chicken Sandwich,1
2025-05-09 14:48:42,Spicy Chicken Sandwich,1
2025-04-20 17:47:38,Side Salad,1
2025-07-14 21:41:09,Chicken Sandwich Combo,1
2025-04-21 14:37:15,French Fries,1
2025-06-19 08:32:37,Bottled Water,1
2025-04-11 13:28:44,Spicy Chicken Combo,1
2025-04-25 00:50:30,Onion Rings,2
2025-07-14 11:01:22,Double Cheeseburger,2
2025-05-03 18:49:56,French Fries,2
2025-07-27 18:32:06,Chicken Sandwich,1
2025-06-17 11:15:53,Cheeseburger Combo,1
2025-06-18 21:57:29,Spicy Chicken Combo,1
2025-08-05 12:57:36,Spicy Chicken Combo,1
2025-07-05 09:39:58,Pancake Platter,1
2025-06-01 13:13:05,Spicy Chicken Sandwich,1
2025-07-07 20:07:03,Cheeseburger Combo,1
2025-07-11 20:19:18,Chicken Sandwich Combo,1
2025-07-30 18:03:27,Cheeseburger Combo,1
2025-06-17 19:09:32,Double Cheeseburger,2
2025-06-18 15:07:23,Chicken Nuggets (10pc),4
2025-07-13 19:52:47,Veggie Burger,1
2025-06-12 14:42:28,Cheeseburger,1
2025-05-11 18:36:40,Chicken Sandwich Combo,1
2025-04-12 09:11:01,Latte,1
2025-06-03 07:24:16,Breakfast Burrito,1
2025-07-02 21:06:20,Spicy Chicken Sandwich,1
2025-08-01 14:01:26,Cheeseburger,1
2025-07-22 11:34:10,Bottled Water,1
2025-06-22 20:53:40,Spicy Chicken Sandwich,1
2025-04-29 16:56:43,Ice Cream Cone,1
2025-08-09 15:43:11,Milkshake,1
2025-06-25 21:11:53,Cheeseburger,2
2025-04-28 17:14:14,Chicken Nuggets (6pc),2
2025-07-16 10:47:36,Egg Muffin,1
2025-05-14 17:56:29,Milkshake,1
2025-04-14 08:34:28,Sausage Biscuit,3
2025-06-15 05:37:51,Hash Browns,1
2025-05-21 21:37:07,Cheeseburger,2
2025-07-03 14:25:06,Onion Rings,1
2025-05-26 12:06:06,Chicken Sandwich Combo,1
2025-05-27 08:32:41,Bottled Water,1
2025-05-30 18:27:22,French Fries,1
2025-07-27 14:56:50,Chicken Nuggets (10pc),2
2025-04-26 11:23:00,Double Cheeseburger,1
2025-05-31 12:11:12,Chicken Nuggets (10pc),2
2025-04-29 01:56:45,Milkshake,1
2025-07-03 19:20:15,French Fries,1
2025-06-29 13:33:44,Cheeseburger Combo,1
2025-05-28 19:59:53,Double Cheeseburger,1
2025-06-22 11:11:28,Spicy Chicken Sandwich,2
2025-05-15 13:16:19,French Fries,1
2025-04-26 22:30:41,Double Cheeseburger,1
2025-06-30 19:27:49,Cheeseburger Combo,1
2025-05-14 14:48:49,Chicken Sandwich Combo,2
2025-06-20 10:34:24,Soft Drink (Medium),1
2025-07-11 13:42:33,Cheeseburger Combo,2
2025-07-14 07:27:52,Pancake Platter,1
2025-04-15 14:29:29,Spicy Chicken Sandwich,1
2025-06-12 21:58:42,Cheeseburger Combo,1
2025-06-18 18:23:04,Double Cheeseburger Combo,1
2025-06-20 18:00:16,Veggie Burger,1
2025-07-25 09:47:25,Egg Muffin,1
2025-05-10 17:57:06,Chicken Nuggets (6pc),2
2025-05-14 18:14:56,Spicy Chicken Combo,1
2025-07-13 05:22:20,Sausage Biscuit,1
2025-07-27 12:16:06,Spicy Chicken Combo,3
2025-05-24 14:24:32,Chicken Sandwich Combo,1
2025-07-15 12:24:13,Spicy Chicken Combo,1
2025-07-11 20:21:15,Onion Rings,1
2025-07-22 15:08:05,Side Salad,1
2025-05-20 15:17:55,Ice Cream Cone,1
2025-04-14 20:38:34,Spicy Chicken Sandwich,1
2025-05-08 20:31:25,Iced Tea,1
2025-07-08 20:32:45,Spicy Chicken Combo,2
2025-06-12 10:16:15,Brownie,1
2025-06-16 07:44:19,Bottled Water,1
2025-06-20 20:00:10,Cheeseburger,1
2025-04-27 12:11:12,Double Cheeseburger Combo,2
2025-07-10 08:31:43,Hash Browns,1
2025-06-27 16:43:56,French Fries,1
2025-07-25 09:17:44,Breakfast Burrito,1
2025-05-07 00:43:28,Onion Rings,1
2025-04-20 18:08:31,Spicy Chicken Combo,2
2025-05-10 05:10:59,Coffee,1
2025-04-12 18:41:21,Spicy Chicken Combo,1
2025-05-06 18:36:23,Cheeseburger Combo,1
2025-05-24 12:06:25,Spicy Chicken Sandwich,2
2025-07-01 17:44:07,Iced Tea,1
2025-08-03 19:54:31,Double Cheeseburger Combo,1
2025-04-13 12:44:54,Spicy Chicken Sandwich,2
2025-05-06 10:47:41,Soft Drink (Medium),1
2025-05-26 16:09:40,Chicken Nuggets (10pc),1
2025-05-18 21:17:40,Double Cheeseburger,1
2025-07-17 21:30:41,Double Cheeseburger,1
2025-06-04 11:48:48,Double Cheeseburger,1
2025-07-25 09:19:23,French Fries,1
2025-06-25 12:44:06,Cheeseburger,2
2025-07-07 14:41:57,Chicken Nuggets (10pc),3
2025-05-19 17:38:10,Ice Cream Cone,2
2025-05-02 20:09:55,Double Cheeseburger,1
2025-05-28 13:35:17,Chicken Sandwich,1
2025-05-17 19:09:24,Onion Rings,2
2025-06-04 23:19:40,Spicy Chicken Sandwich,1
2025-06-16 23:30:31,Bottled Water,1
2025-08-04 17:28:10,Soft Drink (Medium),1
2025-07-09 18:18:19,Cheeseburger,1
2025-06-12 07:19:22,Coffee,1
2025-06-20 11:19:23,Side Salad,1
2025-06-20 08:47:21,Hash Browns,1
2025-05-07 21:08:07,Double Cheeseburger,1
2025-07-30 14:15:39,Chicken Sandwich,3
2025-04-22 10:14:07,Chicken Nuggets (6pc),1
2025-06-09 11:32:27,Chicken Sandwich,1
2025-07-28 21:11:16,Spicy Chicken Sandwich,1
2025-07-05 10:37:24,Hash Browns,1
2025-05-04 19:34:46,Cheeseburger Combo,2
2025-06-03 11:10:38,Spicy Chicken Sandwich,1
2025-05-02 14:25:38,Chicken Sandwich,1
2025-07-19 12:02:34,Double Cheeseburger,2
2025-06-23 16:05:45,Chicken Nuggets (10pc),1
2025-04-20 17:06:46,Milkshake,1
2025-06-15 20:09:57,Cheeseburger Combo,1
2025-07-22 10:27:15,Bottled Water,1
2025-05-03 05:17:09,Coffee,1
2025-06-09 12:15:03,Chicken Sandwich Combo,1
2025-06-25 13:14:58,Onion Rings,1
2025-05-24 19:11:27,Spicy Chicken Combo,1
2025-04-21 19:49:41,Cheeseburger Combo,3
2025-06-25 20:31:27,Chicken Sandwich Combo,1
2025-05-27 14:33:36,Chicken Sandwich,1
2025-04-21 19:18:29,Iced Tea,1
2025-05-12 11:42:37,Onion Rings,1
2025-07-02 16:26:46,Milkshake,1
2025-04-25 13:58:36,Cheeseburger Combo,3
2025-07-31 17:29:30,Side Salad,1
2025-06-01 11:04:13,Spicy Chicken Sandwich,1
2025-06-06 23:20:48,Double Cheeseburger,1
2025-08-05 20:10:09,Chicken Sandwich Combo,2
2025-06-27 21:50:08,French Fries,1
2025-04-29 11:31:06,Spicy Chicken Sandwich,1
2025-07-23 15:36:31,Onion Rings,1
2025-05-19 15:47:50,Chicken Nuggets (6pc),1
2025-04-16 16:06:05,Ice Cream Cone,1
2025-07-21 08:09:40,Apple Pie,2
2025-05-20 10:05:09,Latte,1
2025-06-26 08:30:30,French Fries,2
2025-04-17 08:59:09,Coffee,1
2025-06-01 12:38:24,Chicken Sandwich,1
2025-06-25 13:53:34,Spicy Chicken Sandwich,1
2025-04-11 18:05:51,Cheeseburger,1
2025-05-02 11:35:24,Chicken Nuggets (6pc),2
2025-04-16 14:43:15,Cheeseburger,1
2025-06-20 12:39:41,Chicken Nuggets (10pc),3
2025-05-21 14:53:48,Chicken Sandwich Combo,1
2025-05-20 00:11:15,Double Cheeseburger,1
2025-07-26 21:59:38,Spicy Chicken Sandwich,1
2025-06-17 11:56:20,Coffee,2
2025-05-07 07:59:07,Egg Muffin,1
2025-07-29 13:45:35,French Fries,3
2025-04-30 12:46:31,Chicken Sandwich Combo,1
2025-06-05 20:37:26,Chicken Sandwich Combo,1
2025-07-25 18:20:44,Cheeseburger Combo,2
2025-05-19 16:43:48,Chicken Nuggets (10pc),1
2025-05-19 11:58:29,Veggie Burger,1
