日期,菜品,销量
2024-01-02,yogurt,318
2024-01-03,anchovies,503
2024-01-03,beef,387
2024-01-03,beef bacon,240
2024-01-03,black pepper,240
2024-01-03,black tea,496
2024-01-03,butter,232
2024-01-03,cheese,240
2024-01-03,chicken,280
2024-01-03,chili,387
2024-01-03,coconut milk,1347
2024-01-03,condensed milk,496
2024-01-03,cream,210
2024-01-03,cucumber,455
2024-01-03,curry,912
2024-01-03,egg,1415
2024-01-03,eggs,240
2024-01-03,evaporated milk,496
2024-01-03,fish broth,455
2024-01-03,flour,912
2024-01-03,galangal,387
2024-01-03,garlic,490
2024-01-03,ghee,912
2024-01-03,ginger,280
2024-01-03,kaya,232
2024-01-03,lemongrass,387
2024-01-03,mint,455
2024-01-03,mushrooms,210
2024-01-03,onion,210
2024-01-03,palm sugar,457
2024-01-03,peanuts,503
2024-01-03,red beans,457
2024-01-03,rice,503
2024-01-03,rice flour jelly,457
2024-01-03,rice noodles,455
2024-01-03,sambal,503
2024-01-03,shrimp paste,455
2024-01-03,soft-boiled eggs,232
2024-01-03,spaghetti,240
2024-01-03,spices,387
2024-01-03,tamarind,455
2024-01-03,tandoori masala,280
2024-01-03,vegetable broth,210
2024-01-03,water,912
2024-01-03,white bread,232
2024-01-03,yogurt,280
2024-01-04,anchovies,1082
2024-01-04,bean sprouts,207
2024-01-04,beef,194
2024-01-04,black pepper sauce,191
2024-01-04,black tea,1947
2024-01-04,butter,957
2024-01-04,chicken,354
2024-01-04,chicken thigh,191
2024-01-04,chili,194
2024-01-04,chives,207
2024-01-04,cockles,207
2024-01-04,coconut milk,2980
2024-01-04,coleslaw,191
2024-01-04,condensed milk,1580
2024-01-04,cream,73
2024-01-04,cucumber,448
2024-01-04,curry,435
2024-01-04,egg,1517
2024-01-04,evaporated milk,1580
2024-01-04,fish broth,448
2024-01-04,flat rice noodles,207
2024-01-04,flour,435
2024-01-04,fries,191
2024-01-04,galangal,194
2024-01-04,garlic,427
2024-01-04,ghee,435
2024-01-04,ginger,354
2024-01-04,kaya,957
2024-01-04,lemon,367
2024-01-04,lemongrass,194
2024-01-04,mint,448
2024-01-04,mushrooms,73
2024-01-04,onion,73
2024-01-04,palm sugar,1704
2024-01-04,peanuts,1082
2024-01-04,prawns,207
2024-01-04,red beans,1704
2024-01-04,rice,1082
2024-01-04,rice flour jelly,1704
2024-01-04,rice noodles,448
2024-01-04,sambal,1082
2024-01-04,shrimp paste,448
2024-01-04,soft-boiled eggs,957
2024-01-04,soy sauce,207
2024-01-04,spices,194
2024-01-04,sugar syrup,367
2024-01-04,tamarind,448
2024-01-04,tandoori masala,354
2024-01-04,vegetable broth,73
2024-01-04,water,435
2024-01-04,white bread,957
2024-01-04,yogurt,354
2024-01-05,bean sprouts,42
2024-01-05,beef,153
2024-01-05,beef bacon,516
2024-01-05,black pepper,516
2024-01-05,black pepper sauce,40
2024-01-05,black tea,2780
2024-01-05,butter,1933
2024-01-05,cheese,516
2024-01-05,chicken,59
2024-01-05,chicken thigh,40
2024-01-05,chili,153
2024-01-05,chives,42
2024-01-05,cockles,42
2024-01-05,coconut milk,476
2024-01-05,coleslaw,40
2024-01-05,condensed milk,2440
2024-01-05,cream,92
2024-01-05,cucumber,53
2024-01-05,curry,721
2024-01-05,egg,721
2024-01-05,eggs,516
2024-01-05,evaporated milk,2440
2024-01-05,fish broth,53
2024-01-05,flat rice noodles,42
2024-01-05,flour,721
2024-01-05,fries,40
2024-01-05,galangal,153
2024-01-05,garlic,151
2024-01-05,ghee,721
2024-01-05,ginger,59
2024-01-05,kaya,1933
2024-01-05,lemon,340
2024-01-05,lemongrass,153
2024-01-05,mint,53
2024-01-05,mushrooms,92
2024-01-05,onion,92
2024-01-05,palm sugar,323
2024-01-05,prawns,42
2024-01-05,red beans,323
2024-01-05,rice flour jelly,323
2024-01-05,rice noodles,53
2024-01-05,shrimp paste,53
2024-01-05,soft-boiled eggs,1933
2024-01-05,soy sauce,42
2024-01-05,spaghetti,516
2024-01-05,spices,153
2024-01-05,sugar syrup,340
2024-01-05,tamarind,53
2024-01-05,tandoori masala,59
2024-01-05,vegetable broth,92
2024-01-05,water,721
2024-01-05,white bread,1933
2024-01-05,yogurt,59
2024-01-06,anchovies,407
2024-01-06,bean sprouts,401
2024-01-06,beef,243
2024-01-06,beef bacon,106
2024-01-06,black pepper,106
2024-01-06,black pepper sauce,176
2024-01-06,black tea,3034
2024-01-06,butter,1856
2024-01-06,cheese,106
2024-01-06,chicken,720
2024-01-06,chicken thigh,176
2024-01-06,chili,243
2024-01-06,chili sauce,230
2024-01-06,chives,401
2024-01-06,cockles,401
2024-01-06,coconut milk,2125
2024-01-06,coleslaw,176
2024-01-06,condensed milk,2283
2024-01-06,cucumber,298
2024-01-06,curry,1017
2024-01-06,egg,1424
2024-01-06,eggs,106
2024-01-06,evaporated milk,2283
2024-01-06,fish broth,68
2024-01-06,flat rice noodles,401
2024-01-06,flour,1017
2024-01-06,fries,176
2024-01-06,galangal,243
2024-01-06,garlic,720
2024-01-06,ghee,1017
2024-01-06,ginger,720
2024-01-06,kaya,1856
2024-01-06,lemon,751
2024-01-06,lemongrass,243
2024-01-06,mint,68
2024-01-06,palm sugar,1475
2024-01-06,peanuts,407
2024-01-06,prawns,401
2024-01-06,red beans,1475
2024-01-06,rice,637
2024-01-06,rice flour jelly,1475
2024-01-06,rice noodles,68
2024-01-06,sambal,407
2024-01-06,shrimp paste,68
2024-01-06,soft-boiled eggs,1856
2024-01-06,soy sauce,401
2024-01-06,spaghetti,106
2024-01-06,spices,243
2024-01-06,sugar syrup,751
2024-01-06,tamarind,68
2024-01-06,tandoori masala,490
2024-01-06,water,1017
2024-01-06,white bread,1856
2024-01-06,yogurt,490
2024-01-07,anchovies,1741
2024-01-07,bean sprouts,517
2024-01-07,beef,348
2024-01-07,beef bacon,312
2024-01-07,black pepper,312
2024-01-07,black pepper sauce,781
2024-01-07,black tea,2299
2024-01-07,butter,2111
2024-01-07,cheese,312
2024-01-07,chicken,300
2024-01-07,chicken thigh,781
2024-01-07,chili,348
2024-01-07,chives,517
2024-01-07,cockles,517
2024-01-07,coconut milk,2598
2024-01-07,coleslaw,781
2024-01-07,condensed milk,1381
2024-01-07,cream,199
2024-01-07,curry,1338
2024-01-07,egg,3079
2024-01-07,eggs,312
2024-01-07,evaporated milk,1381
2024-01-07,flat rice noodles,517
2024-01-07,flour,1338
2024-01-07,fries,781
2024-01-07,galangal,348
2024-01-07,garlic,499
2024-01-07,ghee,1338
2024-01-07,ginger,300
2024-01-07,kaya,2111
2024-01-07,lemon,918
2024-01-07,lemongrass,348
2024-01-07,mushrooms,199
2024-01-07,onion,199
2024-01-07,palm sugar,509
2024-01-07,peanuts,1741
2024-01-07,prawns,517
2024-01-07,red beans,509
2024-01-07,rice,1741
2024-01-07,rice flour jelly,509
2024-01-07,sambal,1741
2024-01-07,soft-boiled eggs,2111
2024-01-07,soy sauce,517
2024-01-07,spaghetti,312
2024-01-07,spices,348
2024-01-07,sugar syrup,918
2024-01-07,tandoori masala,300
2024-01-07,vegetable broth,199
2024-01-07,water,1338
2024-01-07,white bread,2111
2024-01-07,yogurt,300
2024-01-08,beef bacon,162
2024-01-08,black pepper,162
2024-01-08,black pepper sauce,156
2024-01-08,black tea,2242
2024-01-08,butter,1803
2024-01-08,cheese,162
2024-01-08,chicken,207
2024-01-08,chicken thigh,156
2024-01-08,coconut milk,528
2024-01-08,coleslaw,156
2024-01-08,condensed milk,2242
2024-01-08,cucumber,142
2024-01-08,curry,649
2024-01-08,egg,649
2024-01-08,eggs,162
2024-01-08,evaporated milk,2242
2024-01-08,fish broth,142
2024-01-08,flour,649
2024-01-08,fries,156
2024-01-08,garlic,207
2024-01-08,ghee,649
2024-01-08,ginger,207
2024-01-08,kaya,1803
2024-01-08,mint,142
2024-01-08,palm sugar,528
2024-01-08,red beans,528
2024-01-08,rice flour jelly,528
2024-01-08,rice noodles,142
2024-01-08,shrimp paste,142
2024-01-08,soft-boiled eggs,1803
2024-01-08,spaghetti,162
2024-01-08,tamarind,142
2024-01-08,tandoori masala,207
2024-01-08,water,649
2024-01-08,white bread,1803
2024-01-08,yogurt,207
2024-01-09,anchovies,109
2024-01-09,bean sprouts,135
2024-01-09,beef,60
2024-01-09,beef bacon,75
2024-01-09,black pepper,75
2024-01-09,black pepper sauce,562
2024-01-09,black tea,1076
2024-01-09,butter,1002
2024-01-09,cheese,75
2024-01-09,chicken thigh,562
2024-01-09,chili,60
2024-01-09,chives,135
2024-01-09,cockles,135
2024-01-09,coconut milk,1086
2024-01-09,coleslaw,562
2024-01-09,condensed milk,195
2024-01-09,cream,198
2024-01-09,egg,109
2024-01-09,eggs,75
2024-01-09,evaporated milk,195
2024-01-09,flat rice noodles,135
2024-01-09,fries,562
2024-01-09,galangal,60
2024-01-09,garlic,198
2024-01-09,kaya,1002
2024-01-09,lemon,881
2024-01-09,lemongrass,60
2024-01-09,mushrooms,198
2024-01-09,onion,198
2024-01-09,palm sugar,917
2024-01-09,peanuts,109
2024-01-09,prawns,135
2024-01-09,red beans,917
2024-01-09,rice,109
2024-01-09,rice flour jelly,917
2024-01-09,sambal,109
2024-01-09,soft-boiled eggs,1002
2024-01-09,soy sauce,135
2024-01-09,spaghetti,75
2024-01-09,spices,60
2024-01-09,sugar syrup,881
2024-01-09,vegetable broth,198
2024-01-09,white bread,1002
2024-01-10,anchovies,149
2024-01-10,bean sprouts,257
2024-01-10,beef,231
2024-01-10,black pepper sauce,763
2024-01-10,black tea,2770
2024-01-10,butter,1993
2024-01-10,chicken,18
2024-01-10,chicken thigh,763
2024-01-10,chili,231
2024-01-10,chili sauce,18
2024-01-10,chives,257
2024-01-10,cockles,257
2024-01-10,coconut milk,1268
2024-01-10,coleslaw,763
2024-01-10,condensed milk,2596
2024-01-10,cream,0
2024-01-10,cucumber,386
2024-01-10,curry,353
2024-01-10,egg,502
2024-01-10,evaporated milk,2596
2024-01-10,fish broth,368
2024-01-10,flat rice noodles,257
2024-01-10,flour,353
2024-01-10,fries,763
2024-01-10,galangal,231
2024-01-10,garlic,18
2024-01-10,ghee,353
2024-01-10,ginger,18
2024-01-10,kaya,1993
2024-01-10,lemon,174
2024-01-10,lemongrass,231
2024-01-10,mint,368
2024-01-10,mushrooms,0
2024-01-10,onion,0
2024-01-10,palm sugar,888
2024-01-10,peanuts,149
2024-01-10,prawns,257
2024-01-10,red beans,888
2024-01-10,rice,167
2024-01-10,rice flour jelly,888
2024-01-10,rice noodles,368
2024-01-10,sambal,149
2024-01-10,shrimp paste,368
2024-01-10,soft-boiled eggs,1993
2024-01-10,soy sauce,257
2024-01-10,spices,231
2024-01-10,sugar syrup,174
2024-01-10,tamarind,368
2024-01-10,tandoori masala,0
2024-01-10,vegetable broth,0
2024-01-10,water,353
2024-01-10,white bread,1993
2024-01-10,yogurt,0
2024-01-11,anchovies,1295
2024-01-11,bean sprouts,3
2024-01-11,beef,320
2024-01-11,beef bacon,154
2024-01-11,black pepper,154
2024-01-11,black tea,4425
2024-01-11,cheese,154
2024-01-11,chicken,344
2024-01-11,chili,320
2024-01-11,chili sauce,166
2024-01-11,chives,3
2024-01-11,cockles,3
2024-01-11,coconut milk,2032
2024-01-11,condensed milk,4110
2024-01-11,cream,184
2024-01-11,cucumber,170
2024-01-11,curry,1156
2024-01-11,egg,2451
2024-01-11,eggs,154
2024-01-11,evaporated milk,4110
2024-01-11,fish broth,4
2024-01-11,flat rice noodles,3
2024-01-11,flour,1156
2024-01-11,galangal,320
2024-01-11,garlic,528
2024-01-11,ghee,1156
2024-01-11,ginger,344
2024-01-11,lemon,315
2024-01-11,lemongrass,320
2024-01-11,mint,4
2024-01-11,mushrooms,184
2024-01-11,onion,184
2024-01-11,palm sugar,417
2024-01-11,peanuts,1295
2024-01-11,prawns,3
2024-01-11,red beans,417
2024-01-11,rice,1461
2024-01-11,rice flour jelly,417
2024-01-11,rice noodles,4
2024-01-11,sambal,1295
2024-01-11,shrimp paste,4
2024-01-11,soy sauce,3
2024-01-11,spaghetti,154
2024-01-11,spices,320
2024-01-11,sugar syrup,315
2024-01-11,tamarind,4
2024-01-11,tandoori masala,178
2024-01-11,vegetable broth,184
2024-01-11,water,1156
2024-01-11,yogurt,178
2024-01-12,anchovies,380
2024-01-12,beef,211
2024-01-12,beef bacon,181
2024-01-12,black pepper,181
2024-01-12,black pepper sauce,249
2024-01-12,black tea,1345
2024-01-12,cheese,181
2024-01-12,chicken,680
2024-01-12,chicken thigh,249
2024-01-12,chili,211
2024-01-12,chili sauce,680
2024-01-12,coconut milk,1229
2024-01-12,coleslaw,249
2024-01-12,condensed milk,947
2024-01-12,cream,0
2024-01-12,cucumber,1554
2024-01-12,egg,380
2024-01-12,eggs,181
2024-01-12,evaporated milk,947
2024-01-12,fish broth,874
2024-01-12,fries,249
2024-01-12,galangal,211
2024-01-12,garlic,680
2024-01-12,ginger,680
2024-01-12,lemon,398
2024-01-12,lemongrass,211
2024-01-12,mint,874
2024-01-12,mushrooms,0
2024-01-12,onion,0
2024-01-12,palm sugar,638
2024-01-12,peanuts,380
2024-01-12,red beans,638
2024-01-12,rice,1060
2024-01-12,rice flour jelly,638
2024-01-12,rice noodles,874
2024-01-12,sambal,380
2024-01-12,shrimp paste,874
2024-01-12,spaghetti,181
2024-01-12,spices,211
2024-01-12,sugar syrup,398
2024-01-12,tamarind,874
2024-01-12,vegetable broth,0
2024-01-13,anchovies,502
2024-01-13,bean sprouts,125
2024-01-13,beef,371
2024-01-13,beef bacon,356
2024-01-13,black pepper,356
2024-01-13,black pepper sauce,170
2024-01-13,black tea,3658
2024-01-13,butter,1601
2024-01-13,cheese,356
2024-01-13,chicken,715
2024-01-13,chicken thigh,170
2024-01-13,chili,371
2024-01-13,chili sauce,479
2024-01-13,chives,125
2024-01-13,cockles,125
2024-01-13,coconut milk,1629
2024-01-13,coleslaw,170
2024-01-13,condensed milk,2737
2024-01-13,cream,195
2024-01-13,cucumber,479
2024-01-13,curry,1418
2024-01-13,egg,1920
2024-01-13,eggs,356
2024-01-13,evaporated milk,2737
2024-01-13,flat rice noodles,125
2024-01-13,flour,1418
2024-01-13,fries,170
2024-01-13,galangal,371
2024-01-13,garlic,910
2024-01-13,ghee,1418
2024-01-13,ginger,715
2024-01-13,kaya,1601
2024-01-13,lemon,921
2024-01-13,lemongrass,371
2024-01-13,mushrooms,195
2024-01-13,onion,195
2024-01-13,palm sugar,756
2024-01-13,peanuts,502
2024-01-13,prawns,125
2024-01-13,red beans,756
2024-01-13,rice,981
2024-01-13,rice flour jelly,756
2024-01-13,sambal,502
2024-01-13,soft-boiled eggs,1601
2024-01-13,soy sauce,125
2024-01-13,spaghetti,356
2024-01-13,spices,371
2024-01-13,sugar syrup,921
2024-01-13,tandoori masala,236
2024-01-13,vegetable broth,195
2024-01-13,water,1418
2024-01-13,white bread,1601
2024-01-13,yogurt,236
2024-01-14,beef,162
2024-01-14,beef bacon,289
2024-01-14,black pepper,289
2024-01-14,black pepper sauce,134
2024-01-14,black tea,3577
2024-01-14,butter,1628
2024-01-14,cheese,289
2024-01-14,chicken,737
2024-01-14,chicken thigh,134
2024-01-14,chili,162
2024-01-14,chili sauce,588
2024-01-14,coconut milk,2193
2024-01-14,coleslaw,134
2024-01-14,condensed milk,1788
2024-01-14,cream,100
2024-01-14,cucumber,588
2024-01-14,eggs,289
2024-01-14,evaporated milk,1788
2024-01-14,fries,134
2024-01-14,galangal,162
2024-01-14,garlic,837
2024-01-14,ginger,737
2024-01-14,kaya,1628
2024-01-14,lemon,1789
2024-01-14,lemongrass,162
2024-01-14,mushrooms,100
2024-01-14,onion,100
2024-01-14,palm sugar,2031
2024-01-14,red beans,2031
2024-01-14,rice,588
2024-01-14,rice flour jelly,2031
2024-01-14,soft-boiled eggs,1628
2024-01-14,spaghetti,289
2024-01-14,spices,162
2024-01-14,sugar syrup,1789
2024-01-14,tandoori masala,149
2024-01-14,vegetable broth,100
2024-01-14,white bread,1628
2024-01-14,yogurt,149
2024-01-15,anchovies,1407
2024-01-15,bean sprouts,362
2024-01-15,beef bacon,516
2024-01-15,black pepper,516
2024-01-15,black pepper sauce,207
2024-01-15,black tea,4766
2024-01-15,butter,3371
2024-01-15,cheese,516
2024-01-15,chicken,531
2024-01-15,chicken thigh,207
2024-01-15,chili sauce,353
2024-01-15,chives,362
2024-01-15,cockles,362
2024-01-15,coconut milk,2056
2024-01-15,coleslaw,207
2024-01-15,condensed milk,2561
2024-01-15,cream,108
2024-01-15,cucumber,647
2024-01-15,curry,1505
2024-01-15,egg,2912
2024-01-15,eggs,516
2024-01-15,evaporated milk,2561
2024-01-15,fish broth,294
2024-01-15,flat rice noodles,362
2024-01-15,flour,1505
2024-01-15,fries,207
2024-01-15,garlic,639
2024-01-15,ghee,1505
2024-01-15,ginger,531
2024-01-15,kaya,3371
2024-01-15,lemon,2205
2024-01-15,mint,294
2024-01-15,mushrooms,108
2024-01-15,onion,108
2024-01-15,palm sugar,649
2024-01-15,peanuts,1407
2024-01-15,prawns,362
2024-01-15,red beans,649
2024-01-15,rice,1760
2024-01-15,rice flour jelly,649
2024-01-15,rice noodles,294
2024-01-15,sambal,1407
2024-01-15,shrimp paste,294
2024-01-15,soft-boiled eggs,3371
2024-01-15,soy sauce,362
2024-01-15,spaghetti,516
2024-01-15,sugar syrup,2205
2024-01-15,tamarind,294
2024-01-15,tandoori masala,178
2024-01-15,vegetable broth,108
2024-01-15,water,1505
2024-01-15,white bread,3371
2024-01-15,yogurt,178
2024-01-16,bean sprouts,279
2024-01-16,beef,611
2024-01-16,beef bacon,405
2024-01-16,black pepper,405
2024-01-16,black pepper sauce,635
2024-01-16,black tea,3956
2024-01-16,butter,1269
2024-01-16,cheese,405
2024-01-16,chicken,883
2024-01-16,chicken thigh,635
2024-01-16,chili,611
2024-01-16,chili sauce,515
2024-01-16,chives,279
2024-01-16,cockles,279
2024-01-16,coconut milk,829
2024-01-16,coleslaw,635
2024-01-16,condensed milk,3956
2024-01-16,cream,0
2024-01-16,cucumber,515
2024-01-16,curry,2153
2024-01-16,egg,2153
2024-01-16,eggs,405
2024-01-16,evaporated milk,3956
2024-01-16,flat rice noodles,279
2024-01-16,flour,2153
2024-01-16,fries,635
2024-01-16,galangal,611
2024-01-16,garlic,883
2024-01-16,ghee,2153
2024-01-16,ginger,883
2024-01-16,kaya,1269
2024-01-16,lemongrass,611
2024-01-16,mushrooms,0
2024-01-16,onion,0
2024-01-16,palm sugar,218
2024-01-16,prawns,279
2024-01-16,red beans,218
2024-01-16,rice,515
2024-01-16,rice flour jelly,218
2024-01-16,soft-boiled eggs,1269
2024-01-16,soy sauce,279
2024-01-16,spaghetti,405
2024-01-16,spices,611
2024-01-16,tandoori masala,368
2024-01-16,vegetable broth,0
2024-01-16,water,2153
2024-01-16,white bread,1269
2024-01-16,yogurt,368
2024-01-17,anchovies,1264
2024-01-17,bean sprouts,0
2024-01-17,beef,107
2024-01-17,beef bacon,191
2024-01-17,black pepper,191
2024-01-17,black tea,560
2024-01-17,cheese,191
2024-01-17,chicken,690
2024-01-17,chili,107
2024-01-17,chili sauce,690
2024-01-17,chives,0
2024-01-17,cockles,0
2024-01-17,coconut milk,1849
2024-01-17,condensed milk,560
2024-01-17,cream,171
2024-01-17,cucumber,690
2024-01-17,curry,596
2024-01-17,egg,1860
2024-01-17,eggs,191
2024-01-17,evaporated milk,560
2024-01-17,flat rice noodles,0
2024-01-17,flour,596
2024-01-17,galangal,107
2024-01-17,garlic,861
2024-01-17,ghee,596
2024-01-17,ginger,690
2024-01-17,lemongrass,107
2024-01-17,mushrooms,171
2024-01-17,onion,171
2024-01-17,palm sugar,478
2024-01-17,peanuts,1264
2024-01-17,prawns,0
2024-01-17,red beans,478
2024-01-17,rice,1954
2024-01-17,rice flour jelly,478
2024-01-17,sambal,1264
2024-01-17,soy sauce,0
2024-01-17,spaghetti,191
2024-01-17,spices,107
2024-01-17,tandoori masala,0
2024-01-17,vegetable broth,171
2024-01-17,water,596
2024-01-17,yogurt,0
2024-01-18,anchovies,1560
2024-01-18,beef,384
2024-01-18,beef bacon,254
2024-01-18,black pepper,254
2024-01-18,black pepper sauce,0
2024-01-18,black tea,2147
2024-01-18,butter,862
2024-01-18,cheese,254
2024-01-18,chicken,181
2024-01-18,chicken thigh,0
2024-01-18,chili,384
2024-01-18,coconut milk,2716
2024-01-18,coleslaw,0
2024-01-18,condensed milk,2026
2024-01-18,cream,239
2024-01-18,cucumber,396
2024-01-18,curry,126
2024-01-18,egg,1686
2024-01-18,eggs,254
2024-01-18,evaporated milk,2026
2024-01-18,fish broth,396
2024-01-18,flour,126
2024-01-18,fries,0
2024-01-18,galangal,384
2024-01-18,garlic,420
2024-01-18,ghee,126
2024-01-18,ginger,181
2024-01-18,kaya,862
2024-01-18,lemon,121
2024-01-18,lemongrass,384
2024-01-18,mint,396
2024-01-18,mushrooms,239
2024-01-18,onion,239
2024-01-18,palm sugar,772
2024-01-18,peanuts,1560
2024-01-18,red beans,772
2024-01-18,rice,1560
2024-01-18,rice flour jelly,772
2024-01-18,rice noodles,396
2024-01-18,sambal,1560
2024-01-18,shrimp paste,396
2024-01-18,soft-boiled eggs,862
2024-01-18,spaghetti,254
2024-01-18,spices,384
2024-01-18,sugar syrup,121
2024-01-18,tamarind,396
2024-01-18,tandoori masala,181
2024-01-18,vegetable broth,239
2024-01-18,water,126
2024-01-18,white bread,862
2024-01-18,yogurt,181
2024-01-19,anchovies,1069
2024-01-19,bean sprouts,330
2024-01-19,beef bacon,730
2024-01-19,black pepper,730
2024-01-19,black pepper sauce,329
2024-01-19,black tea,3837
2024-01-19,butter,2283
2024-01-19,cheese,730
2024-01-19,chicken,111
2024-01-19,chicken thigh,329
2024-01-19,chili sauce,111
2024-01-19,chives,330
2024-01-19,cockles,330
2024-01-19,coconut milk,1298
2024-01-19,coleslaw,329
2024-01-19,condensed milk,1590
2024-01-19,cream,538
2024-01-19,cucumber,245
2024-01-19,curry,869
2024-01-19,egg,1938
2024-01-19,eggs,730
2024-01-19,evaporated milk,1590
2024-01-19,fish broth,134
2024-01-19,flat rice noodles,330
2024-01-19,flour,869
2024-01-19,fries,329
2024-01-19,garlic,649
2024-01-19,ghee,869
2024-01-19,ginger,111
2024-01-19,kaya,2283
2024-01-19,lemon,2247
2024-01-19,mint,134
2024-01-19,mushrooms,538
2024-01-19,onion,538
2024-01-19,palm sugar,229
2024-01-19,peanuts,1069
2024-01-19,prawns,330
2024-01-19,red beans,229
2024-01-19,rice,1180
2024-01-19,rice flour jelly,229
2024-01-19,rice noodles,134
2024-01-19,sambal,1069
2024-01-19,shrimp paste,134
2024-01-19,soft-boiled eggs,2283
2024-01-19,soy sauce,330
2024-01-19,spaghetti,730
2024-01-19,sugar syrup,2247
2024-01-19,tamarind,134
2024-01-19,vegetable broth,538
2024-01-19,water,869
2024-01-19,white bread,2283
2024-01-20,anchovies,674
2024-01-20,bean sprouts,396
2024-01-20,beef bacon,1088
2024-01-20,black pepper,1088
2024-01-20,black pepper sauce,358
2024-01-20,black tea,1868
2024-01-20,butter,1742
2024-01-20,cheese,1088
2024-01-20,chicken,424
2024-01-20,chicken thigh,358
2024-01-20,chives,396
2024-01-20,cockles,396
2024-01-20,coconut milk,1309
2024-01-20,coleslaw,358
2024-01-20,condensed milk,1868
2024-01-20,cream,579
2024-01-20,cucumber,660
2024-01-20,curry,1546
2024-01-20,egg,2220
2024-01-20,eggs,1088
2024-01-20,evaporated milk,1868
2024-01-20,fish broth,660
2024-01-20,flat rice noodles,396
2024-01-20,flour,1546
2024-01-20,fries,358
2024-01-20,garlic,1003
2024-01-20,ghee,1546
2024-01-20,ginger,424
2024-01-20,kaya,1742
2024-01-20,mint,660
2024-01-20,mushrooms,579
2024-01-20,onion,579
2024-01-20,palm sugar,635
2024-01-20,peanuts,674
2024-01-20,prawns,396
2024-01-20,red beans,635
2024-01-20,rice,674
2024-01-20,rice flour jelly,635
2024-01-20,rice noodles,660
2024-01-20,sambal,674
2024-01-20,shrimp paste,660
2024-01-20,soft-boiled eggs,1742
2024-01-20,soy sauce,396
2024-01-20,spaghetti,1088
2024-01-20,tamarind,660
2024-01-20,tandoori masala,424
2024-01-20,vegetable broth,579
2024-01-20,water,1546
2024-01-20,white bread,1742
2024-01-20,yogurt,424
2024-01-21,anchovies,1350
2024-01-21,beef,155
2024-01-21,beef bacon,158
2024-01-21,black pepper,158
2024-01-21,black pepper sauce,669
2024-01-21,black tea,2094
2024-01-21,cheese,158
2024-01-21,chicken,1346
2024-01-21,chicken thigh,669
2024-01-21,chili,155
2024-01-21,chili sauce,836
2024-01-21,coconut milk,3119
