日期,菜品,销量
2024-01-08,Kaya Toast Set,518
2024-01-08,Tandoori Chicken,207
2024-01-08,Chicken Chop,156
2024-01-08,Kaya Toast Set,437
2024-01-08,Tandoori Chicken,0
2024-01-08,Roti Canai,564
2024-01-08,Tandoori Chicken,0
2024-01-08,Kaya Toast Set,367
2024-01-08,Tandoori Chicken,0
2024-01-09,Iced Lemon Tea,390
2024-01-09,Nasi Lemak,109
2024-01-09,Beef Rendang,60
2024-01-09,Cendol,194
2024-01-09,Kaya Toast Set,553
2024-01-09,Cendol,131
2024-01-09,Cendol,203
2024-01-09,Mushroom Soup,198
2024-01-09,Cendol,18
2024-01-09,Chicken Chop,199
2024-01-09,Cendol,210
2024-01-09,Kaya Toast Set,449
2024-01-09,Char Kway Teow,110
2024-01-09,Cendol,88
2024-01-09,Chicken Chop,363
2024-01-09,Mushroom Soup,0
2024-01-09,Char Kway Teow,25
2024-01-09,Spaghetti Carbonara,75
2024-01-09,Cendol,73
2024-01-09,Teh Tarik,195
2024-01-09,Iced Lemon Tea,323
2024-01-09,Iced Lemon Tea,168
2024-01-10,Kaya Toast Set,256
2024-01-10,Cendol,358
2024-01-10,Nasi Lemak,149
2024-01-10,Beef Rendang,96
2024-01-10,Kaya Toast Set,347
2024-01-10,Teh Tarik,808
2024-01-10,Chicken Chop,322
2024-01-10,Tandoori Chicken,0
2024-01-10,Beef Rendang,0
2024-01-10,Chicken Chop,193
2024-01-10,Char Kway Teow,257
2024-01-10,Beef Rendang,135
2024-01-10,Kaya Toast Set,397
2024-01-10,Laksa,179
2024-01-10,Laksa,189
2024-01-10,Cendol,530
2024-01-10,Kaya Toast Set,326
2024-01-10,Mushroom Soup,0
2024-01-10,Chicken Chop,248
2024-01-10,Tandoori Chicken,0
2024-01-10,Teh Tarik,1224
2024-01-10,Teh Tarik,564
2024-01-10,Roti Canai,353
2024-01-10,Chicken Rice,18
2024-01-10,Kaya Toast Set,667
2024-01-10,Iced Lemon Tea,174
2024-01-11,Teh Tarik,461
2024-01-11,Mushroom Soup,140
2024-01-11,Teh Tarik,478
2024-01-11,Char Kway Teow,3
2024-01-11,Roti Canai,311
2024-01-11,Beef Rendang,96
2024-01-11,Chicken Rice,22
2024-01-11,Iced Lemon Tea,315
2024-01-11,Teh Tarik,398
2024-01-11,Teh Tarik,475
2024-01-11,Teh Tarik,312
2024-01-11,Roti Canai,701
2024-01-11,Beef Rendang,75
2024-01-11,Nasi Lemak,285
2024-01-11,Beef Rendang,0
2024-01-11,Roti Canai,144
2024-01-11,Teh Tarik,688
2024-01-11,Beef Rendang,149
2024-01-11,Nasi Lemak,214
2024-01-11,Spaghetti Carbonara,154
2024-01-11,Chicken Rice,144
2024-01-11,Teh Tarik,668
2024-01-11,Tandoori Chicken,178
2024-01-11,Cendol,251
2024-01-11,Cendol,166
2024-01-11,Mushroom Soup,44
2024-01-11,Teh Tarik,630
2024-01-11,Laksa,4
2024-01-11,Nasi Lemak,349
2024-01-11,Nasi Lemak,447
2024-01-12,Cendol,279
2024-01-12,Iced Lemon Tea,398
2024-01-12,Laksa,414
2024-01-12,Teh Tarik,354
2024-01-12,Chicken Rice,0
2024-01-12,Beef Rendang,0
2024-01-12,Chicken Rice,378
2024-01-12,Chicken Chop,100
2024-01-12,Beef Rendang,211
2024-01-12,Cendol,229
2024-01-12,Chicken Rice,192
2024-01-12,Spaghetti Carbonara,181
2024-01-12,Chicken Chop,65
2024-01-12,Laksa,73
2024-01-12,Cendol,130
2024-01-12,Teh Tarik,593
2024-01-12,Chicken Chop,84
2024-01-12,Nasi Lemak,380
2024-01-12,Chicken Rice,110
2024-01-12,Mushroom Soup,0
2024-01-12,Laksa,387
2024-01-12,Spaghetti Carbonara,0
2024-01-13,Cendol,218
2024-01-13,Char Kway Teow,125
2024-01-13,Kaya Toast Set,544
2024-01-13,Nasi Lemak,502
2024-01-13,Kaya Toast Set,631
2024-01-13,Roti Canai,468
2024-01-13,Mushroom Soup,195
2024-01-13,Chicken Chop,170
2024-01-13,Teh Tarik,655
2024-01-13,Tandoori Chicken,236
2024-01-13,Cendol,298
2024-01-13,Kaya Toast Set,426
2024-01-13,Spaghetti Carbonara,83
2024-01-13,Beef Rendang,269
2024-01-13,Roti Canai,470
2024-01-13,Beef Rendang,102
2024-01-13,Teh Tarik,1059
2024-01-13,Iced Lemon Tea,921
2024-01-13,Roti Canai,480
2024-01-13,Cendol,240
2024-01-13,Teh Tarik,1023
2024-01-13,Chicken Rice,479
2024-01-13,Spaghetti Carbonara,273
2024-01-14,Mushroom Soup,100
2024-01-14,Cendol,567
2024-01-14,Kaya Toast Set,456
2024-01-14,Cendol,565
2024-01-14,Beef Rendang,83
2024-01-14,Cendol,229
2024-01-14,Teh Tarik,675
2024-01-14,Kaya Toast Set,740
2024-01-14,Tandoori Chicken,149
2024-01-14,Iced Lemon Tea,731
2024-01-14,Teh Tarik,465
2024-01-14,Mushroom Soup,0
2024-01-14,Beef Rendang,79
2024-01-14,Iced Lemon Tea,444
2024-01-14,Chicken Chop,134
2024-01-14,Iced Lemon Tea,292
2024-01-14,Chicken Rice,239
2024-01-14,Kaya Toast Set,432
2024-01-14,Iced Lemon Tea,322
2024-01-14,Mushroom Soup,0
2024-01-14,Chicken Rice,349
2024-01-14,Spaghetti Carbonara,289
2024-01-14,Teh Tarik,648
2024-01-14,Cendol,176
2024-01-14,Cendol,494
2024-01-15,Nasi Lemak,550
2024-01-15,Teh Tarik,662
2024-01-15,Spaghetti Carbonara,190
2024-01-15,Kaya Toast Set,578
2024-01-15,Kaya Toast Set,596
2024-01-15,Mushroom Soup,108
2024-01-15,Laksa,294
2024-01-15,Chicken Chop,207
2024-01-15,Iced Lemon Tea,447
2024-01-15,Teh Tarik,1079
2024-01-15,Char Kway Teow,362
2024-01-15,Nasi Lemak,570
2024-01-15,Kaya Toast Set,681
2024-01-15,Iced Lemon Tea,633
2024-01-15,Kaya Toast Set,1068
2024-01-15,Nasi Lemak,287
2024-01-15,Chicken Rice,353
2024-01-15,Iced Lemon Tea,331
2024-01-15,Iced Lemon Tea,340
2024-01-15,Cendol,299
2024-01-15,Cendol,350
2024-01-15,Tandoori Chicken,178
2024-01-15,Roti Canai,600
2024-01-15,Iced Lemon Tea,454
2024-01-15,Spaghetti Carbonara,326
2024-01-15,Roti Canai,905
2024-01-15,Kaya Toast Set,448
2024-01-15,Teh Tarik,820
2024-01-16,Beef Rendang,181
2024-01-16,Teh Tarik,508
2024-01-16,Roti Canai,159
2024-01-16,Chicken Chop,145
2024-01-16,Spaghetti Carbonara,192
2024-01-16,Tandoori Chicken,187
2024-01-16,Teh Tarik,1091
2024-01-16,Teh Tarik,185
2024-01-16,Kaya Toast Set,181
2024-01-16,Tandoori Chicken,0
2024-01-16,Kaya Toast Set,369
2024-01-16,Teh Tarik,377
2024-01-16,Chicken Chop,209
2024-01-16,Kaya Toast Set,719
2024-01-16,Char Kway Teow,179
2024-01-16,Beef Rendang,178
2024-01-16,Chicken Chop,281
2024-01-16,Tandoori Chicken,181
2024-01-16,Chicken Rice,324
2024-01-16,Beef Rendang,63
2024-01-16,Spaghetti Carbonara,44
2024-01-16,Roti Canai,576
2024-01-16,Roti Canai,279
2024-01-16,Mushroom Soup,0
2024-01-16,Roti Canai,789
2024-01-16,Teh Tarik,405
2024-01-16,Beef Rendang,189
2024-01-16,Spaghetti Carbonara,169
2024-01-16,Chicken Rice,191
2024-01-16,Roti Canai,350
2024-01-16,Teh Tarik,461
2024-01-16,Cendol,218
2024-01-16,Teh Tarik,438
2024-01-16,Char Kway Teow,100
2024-01-16,Teh Tarik,491
2024-01-17,Teh Tarik,286
2024-01-17,Cendol,135
2024-01-17,Nasi Lemak,404
2024-01-17,Cendol,91
2024-01-17,Chicken Rice,137
2024-01-17,Spaghetti Carbonara,0
2024-01-17,Spaghetti Carbonara,0
2024-01-17,Teh Tarik,274
2024-01-17,Mushroom Soup,0
2024-01-17,Mushroom Soup,171
2024-01-17,Chicken Rice,351
2024-01-17,Spaghetti Carbonara,191
2024-01-17,Nasi Lemak,190
2024-01-17,Chicken Rice,202
2024-01-17,Beef Rendang,107
2024-01-17,Nasi Lemak,509
2024-01-17,Nasi Lemak,161
2024-01-17,Cendol,252
2024-01-17,Roti Canai,372
2024-01-17,Char Kway Teow,0
2024-01-17,Tandoori Chicken,0
2024-01-17,Roti Canai,224
2024-01-18,Cendol,287
2024-01-18,Mushroom Soup,239
2024-01-18,Nasi Lemak,645
2024-01-18,Beef Rendang,0
2024-01-18,Iced Lemon Tea,121
2024-01-18,Teh Tarik,863
2024-01-18,Nasi Lemak,652
2024-01-18,Teh Tarik,280
2024-01-18,Cendol,233
2024-01-18,Cendol,252
2024-01-18,Beef Rendang,136
2024-01-18,Chicken Chop,0
2024-01-18,Beef Rendang,78
2024-01-18,Teh Tarik,883
2024-01-18,Roti Canai,126
2024-01-18,Tandoori Chicken,100
2024-01-18,Spaghetti Carbonara,52
2024-01-18,Beef Rendang,170
2024-01-18,Laksa,396
2024-01-18,Spaghetti Carbonara,202
2024-01-18,Kaya Toast Set,122
2024-01-18,Kaya Toast Set,384
2024-01-18,Tandoori Chicken,81
2024-01-18,Nasi Lemak,263
2024-01-18,Kaya Toast Set,356
2024-01-19,Mushroom Soup,278
2024-01-19,Spaghetti Carbonara,160
2024-01-19,Teh Tarik,436
2024-01-19,Kaya Toast Set,362
2024-01-19,Cendol,122
2024-01-19,Iced Lemon Tea,214
2024-01-19,Iced Lemon Tea,565
2024-01-19,Iced Lemon Tea,191
2024-01-19,Chicken Chop,47
2024-01-19,Laksa,134
2024-01-19,Nasi Lemak,419
2024-01-19,Chicken Rice,111
2024-01-19,Chicken Chop,77
2024-01-19,Spaghetti Carbonara,212
2024-01-19,Char Kway Teow,103
2024-01-19,Nasi Lemak,650
2024-01-19,Mushroom Soup,164
2024-01-19,Teh Tarik,535
2024-01-19,Roti Canai,431
2024-01-19,Char Kway Teow,161
2024-01-19,Kaya Toast Set,324
2024-01-19,Iced Lemon Tea,336
2024-01-19,Kaya Toast Set,251
2024-01-19,Spaghetti Carbonara,0
2024-01-19,Iced Lemon Tea,216
2024-01-19,Roti Canai,438
2024-01-19,Spaghetti Carbonara,99
2024-01-19,Mushroom Soup,96
2024-01-19,Iced Lemon Tea,193
2024-01-19,Iced Lemon Tea,21
2024-01-19,Teh Tarik,321
2024-01-19,Chicken Chop,205
2024-01-19,Kaya Toast Set,438
2024-01-19,Char Kway Teow,66
2024-01-19,Iced Lemon Tea,511
2024-01-19,Cendol,107
2024-01-19,Teh Tarik,298
2024-01-19,Kaya Toast Set,908
2024-01-19,Spaghetti Carbonara,259
2024-01-20,Chicken Chop,105
2024-01-20,Mushroom Soup,243
2024-01-20,Teh Tarik,1190
2024-01-20,Roti Canai,407
2024-01-20,Kaya Toast Set,575
2024-01-20,Mushroom Soup,24
2024-01-20,Spaghetti Carbonara,52
2024-01-20,Teh Tarik,678
2024-01-20,Kaya Toast Set,716
2024-01-20,Laksa,352
2024-01-20,Roti Canai,723
2024-01-20,Char Kway Teow,396
2024-01-20,Tandoori Chicken,50
2024-01-20,Spaghetti Carbonara,251
2024-01-20,Nasi Lemak,674
2024-01-20,Spaghetti Carbonara,158
2024-01-20,Tandoori Chicken,374
2024-01-20,Spaghetti Carbonara,344
2024-01-20,Cendol,635
2024-01-20,Kaya Toast Set,451
2024-01-20,Spaghetti Carbonara,283
2024-01-20,Chicken Chop,253
2024-01-20,Roti Canai,416
2024-01-20,Mushroom Soup,312
2024-01-20,Laksa,308
2024-01-21,Chicken Rice,210
2024-01-21,Nasi Lemak,691
2024-01-21,Chicken Chop,100
2024-01-21,Cendol,326
2024-01-21,Teh Tarik,1193
2024-01-21,Tandoori Chicken,0
2024-01-21,Nasi Lemak,391
2024-01-21,Iced Lemon Tea,524
2024-01-21,Roti Canai,506
2024-01-21,Chicken Chop,279
2024-01-21,Chicken Rice,248
2024-01-21,Cendol,272
2024-01-21,Cendol,409
2024-01-21,Chicken Rice,378
2024-01-21,Teh Tarik,377
2024-01-21,Chicken Chop,93
2024-01-21,Spaghetti Carbonara,0
2024-01-21,Tandoori Chicken,272
2024-01-21,Chicken Chop,197
2024-01-21,Tandoori Chicken,111
2024-01-21,Nasi Lemak,268
2024-01-21,Spaghetti Carbonara,69
2024-01-21,Beef Rendang,155
2024-01-21,Mushroom Soup,0
2024-01-21,Spaghetti Carbonara,89
2024-01-21,Cendol,607
2024-01-21,Tandoori Chicken,127
2024-01-22,Beef Rendang,147
2024-01-22,Beef Rendang,325
2024-01-22,Beef Rendang,349
2024-01-22,Tandoori Chicken,92
2024-01-22,Chicken Chop,0
2024-01-22,Spaghetti Carbonara,150
2024-01-22,Nasi Lemak,594
2024-01-22,Mushroom Soup,0
2024-01-22,Kaya Toast Set,371
2024-01-22,Kaya Toast Set,389
2024-01-22,Tandoori Chicken,284
2024-01-22,Char Kway Teow,45
2024-01-22,Kaya Toast Set,410
2024-01-22,Iced Lemon Tea,118
2024-01-22,Char Kway Teow,0
2024-01-22,Spaghetti Carbonara,139
2024-01-22,Chicken Chop,350
2024-01-22,Nasi Lemak,566
2024-01-22,Cendol,260
2024-01-22,Kaya Toast Set,817
2024-01-22,Teh Tarik,270
2024-01-23,Spaghetti Carbonara,127
2024-01-23,Chicken Chop,176
2024-01-23,Teh Tarik,255
2024-01-23,Roti Canai,460
2024-01-23,Cendol,256
2024-01-23,Mushroom Soup,62
2024-01-23,Chicken Chop,240
2024-01-23,Kaya Toast Set,423
2024-01-23,Nasi Lemak,187
2024-01-23,Tandoori Chicken,160
2024-01-23,Chicken Rice,240
2024-01-23,Tandoori Chicken,30
2024-01-23,Chicken Rice,132
2024-01-23,Roti Canai,473
2024-01-23,Cendol,17
2024-01-23,Teh Tarik,677
2024-01-23,Chicken Chop,46
2024-01-23,Chicken Chop,82
2024-01-24,Kaya Toast Set,426
2024-01-24,Tandoori Chicken,336
2024-01-24,Mushroom Soup,115
2024-01-24,Teh Tarik,318
2024-01-24,Iced Lemon Tea,154
2024-01-24,Nasi Lemak,133
2024-01-24,Kaya Toast Set,347
2024-01-24,Cendol,101
2024-01-24,Kaya Toast Set,397
2024-01-24,Spaghetti Carbonara,163
2024-01-24,Cendol,141
2024-01-24,Nasi Lemak,269
2024-01-24,Spaghetti Carbonara,48
2024-01-24,Spaghetti Carbonara,67
2024-01-24,Tandoori Chicken,43
2024-01-24,Laksa,86
2024-01-24,Beef Rendang,12
2024-01-24,Teh Tarik,445
2024-01-24,Iced Lemon Tea,230
2024-01-24,Teh Tarik,395
2024-01-24,Laksa,153
2024-01-24,Tandoori Chicken,197
2024-01-24,Nasi Lemak,348
2024-01-24,Roti Canai,358
2024-01-24,Cendol,61
2024-01-24,Chicken Chop,260
2024-01-25,Iced Lemon Tea,520
2024-01-25,Char Kway Teow,147
2024-01-25,Mushroom Soup,112
2024-01-25,Teh Tarik,573
2024-01-25,Spaghetti Carbonara,193
2024-01-25,Char Kway Teow,151
2024-01-25,Mushroom Soup,10
2024-01-25,Tandoori Chicken,113
2024-01-25,Char Kway Teow,315
2024-01-25,Cendol,21
2024-01-25,Roti Canai,500
2024-01-25,Cendol,565
2024-01-25,Beef Rendang,220
2024-01-25,Mushroom Soup,112
2024-01-25,Kaya Toast Set,438
2024-01-25,Cendol,627
2024-01-25,Mushroom Soup,72
2024-01-25,Roti Canai,555
2024-01-25,Chicken Chop,455
2024-01-25,Tandoori Chicken,8
2024-01-25,Roti Canai,469
2024-01-25,Tandoori Chicken,2
2024-01-25,Cendol,278
2024-01-25,Spaghetti Carbonara,277
2024-01-25,Kaya Toast Set,430
2024-01-25,Chicken Rice,409
2024-01-25,Chicken Chop,293
2024-01-25,Kaya Toast Set,801
2024-01-25,Chicken Chop,296
2024-01-26,Cendol,239
2024-01-26,Cendol,19
2024-01-26,Spaghetti Carbonara,158
2024-01-26,Iced Lemon Tea,315
2024-01-26,Cendol,115
2024-01-26,Mushroom Soup,0
2024-01-26,Kaya Toast Set,364
2024-01-26,Roti Canai,270
2024-01-26,Chicken Rice,157
2024-01-26,Cendol,345
2024-01-26,Iced Lemon Tea,177
2024-01-26,Iced Lemon Tea,496
2024-01-26,Cendol,110
2024-01-26,Iced Lemon Tea,280
2024-01-26,Laksa,35
2024-01-26,Teh Tarik,722
2024-01-26,Char Kway Teow,57
2024-01-26,Char Kway Teow,367
2024-01-26,Cendol,356
2024-01-26,Nasi Lemak,146
2024-01-26,Mushroom Soup,266
2024-01-26,Kaya Toast Set,269
2024-01-26,Kaya Toast Set,310
2024-01-26,Iced Lemon Tea,0
2024-01-26,Kaya Toast Set,393
2024-01-26,Beef Rendang,408
2024-01-26,Roti Canai,465
2024-01-26,Kaya Toast Set,320
2024-01-27,Kaya Toast Set,716
2024-01-27,Tandoori Chicken,110
2024-01-27,Cendol,369
2024-01-27,Beef Rendang,201
2024-01-27,Iced Lemon Tea,303
2024-01-27,Tandoori Chicken,136
2024-01-27,Chicken Chop,84
2024-01-27,Char Kway Teow,284
2024-01-27,Chicken Rice,126
2024-01-27,Teh Tarik,438
2024-01-27,Chicken Chop,289
2024-01-27,Char Kway Teow,210
2024-01-27,Nasi Lemak,714
2024-01-27,Iced Lemon Tea,459
2024-01-27,Cendol,249
2024-01-27,Chicken Chop,160
2024-01-27,Cendol,282
2024-01-27,Kaya Toast Set,431
2024-01-27,Beef Rendang,173
2024-01-27,Mushroom Soup,188
2024-01-27,Char Kway Teow,328
2024-01-27,Chicken Rice,270
2024-01-27,Chicken Chop,59
2024-01-27,Beef Rendang,85
2024-01-28,Teh Tarik,564
2024-01-28,Char Kway Teow,259
2024-01-28,Cendol,416
2024-01-28,Kaya Toast Set,817
2024-01-28,Teh Tarik,730
2024-01-28,Teh Tarik,926
2024-01-28,Cendol,607
2024-01-28,Roti Canai,466
2024-01-28,Kaya Toast Set,428
2024-01-28,Cendol,242
2024-01-28,Kaya Toast Set,309
2024-01-28,Kaya Toast Set,716
2024-01-28,Teh Tarik,515
2024-01-28,Spaghetti Carbonara,0
2024-01-28,Cendol,536
2024-01-28,Nasi Lemak,474
2024-01-28,Beef Rendang,217
2024-01-28,Spaghetti Carbonara,63
2024-01-28,Tandoori Chicken,276
2024-01-28,Roti Canai,564
2024-01-28,Chicken Chop,87
2024-01-28,Cendol,189
2024-01-28,Cendol,272
2024-01-28,Teh Tarik,693
2024-01-28,Teh Tarik,367
2024-01-28,Mushroom Soup,108
2024-01-29,Roti Canai,247
2024-01-29,Iced Lemon Tea,222
2024-01-29,Beef Rendang,73
2024-01-29,Chicken Rice,231
2024-01-29,Nasi Lemak,311
2024-01-29,Nasi Lemak,391
2024-01-29,Beef Rendang,240
2024-01-29,Mushroom Soup,65
2024-01-29,Beef Rendang,40
2024-01-29,Kaya Toast Set,298
2024-01-29,Iced Lemon Tea,202
2024-01-29,Iced Lemon Tea,585
2024-01-29,Spaghetti Carbonara,241
2024-01-29,Teh Tarik,402
2024-01-29,Mushroom Soup,93
2024-01-29,Nasi Lemak,687
2024-01-29,Mushroom Soup,270
2024-01-29,Spaghetti Carbonara,190
2024-01-29,Kaya Toast Set,212
2024-01-29,Nasi Lemak,246
2024-01-29,Kaya Toast Set,422
2024-01-29,Mushroom Soup,25
2024-01-30,Cendol,342
2024-01-30,Teh Tarik,341
2024-01-30,Iced Lemon Tea,499
2024-01-30,Iced Lemon Tea,394
2024-01-30,Kaya Toast Set,363
2024-01-30,Cendol,409
2024-01-30,Teh Tarik,470
2024-01-30,Mushroom Soup,215
2024-01-30,Kaya Toast Set,319
2024-01-30,Roti Canai,312
2024-01-30,Beef Rendang,277
2024-01-30,Beef Rendang,17
2024-01-30,Char Kway Teow,105
2024-01-30,Tandoori Chicken,50
2024-01-30,Kaya Toast Set,493
2024-01-30,Spaghetti Carbonara,110
2024-01-30,Nasi Lemak,404
2024-01-30,Teh Tarik,511
2024-01-30,Beef Rendang,399
2024-01-30,Beef Rendang,229
2024-01-30,Beef Rendang,148
2024-01-30,Nasi Lemak,144
2024-01-30,Chicken Chop,76
2024-01-30,Teh Tarik,152
2024-01-30,Beef Rendang,115
2024-01-30,Tandoori Chicken,145
2024-01-31,Iced Lemon Tea,332
2024-01-31,Mushroom Soup,66
2024-01-31,Nasi Lemak,318
2024-01-31,Iced Lemon Tea,358
2024-01-31,Laksa,96
2024-01-31,Kaya Toast Set,248
2024-01-31,Chicken Rice,125
2024-01-31,Nasi Lemak,381
2024-01-31,Kaya Toast Set,139
2024-01-31,Iced Lemon Tea,234
2024-01-31,Cendol,218
2024-01-31,Kaya Toast Set,874
2024-01-31,Iced Lemon Tea,376
2024-01-31,Teh Tarik,471
2024-01-31,Teh Tarik,520
2024-01-31,Char Kway Teow,295
2024-01-31,Iced Lemon Tea,244
2024-01-31,Chicken Rice,291
2024-01-31,Cendol,52
2024-01-31,Roti Canai,205
