date,dish_name,quantity
2025-06-26,Eggs,3.0
2025-06-26,Chicken,1.3
2025-06-26,Onion,1.64
2025-06-27,Tomato,1.48
2025-06-27,Sugar,3.05
2025-06-27,Rohu Fish,2.72
2025-06-27,Rice,0.81
2025-06-27,Paneer,2.41
2025-06-27,Onion,1.73
2025-06-27,Milk,4.0
2025-06-27,Eggs,2.0
2025-06-27,Chicken,0.8
2025-06-27,Mutton,1.12
2025-06-28,Tomato,2.36
2025-06-28,Sugar,3.85
2025-06-28,Rohu Fish,3.37
2025-06-28,Rice,3.64
2025-06-28,Paneer,3.19
2025-06-28,Onion,4.1
2025-06-28,Milk,8.0
2025-06-28,Chicken,4.13
2025-06-28,Mutton,2.94
2025-06-28,Eggs,7.0
2025-06-29,Chicken,4.09
2025-06-29,Eggs,2.0
2025-06-29,Milk,2.0
2025-06-29,Mutton,2.66
2025-06-29,Onion,2.58
2025-06-29,Paneer,2.48
2025-06-29,Rice,0.7
2025-06-29,Rohu Fish,2.4
2025-06-29,Sugar,4.04
2025-06-29,Tomato,1.93
2025-06-30,Eggs,9.0
2025-06-30,Tomato,1.34
2025-06-30,Sugar,0.84
2025-06-30,Rohu Fish,1.08
2025-06-30,Rice,3.63
2025-06-30,Chicken,3.63
2025-06-30,Onion,2.83
2025-06-30,Mutton,0.66
2025-06-30,Milk,3.0
2025-06-30,Paneer,1.54
2025-07-01,Paneer,2.85
2025-07-01,Sugar,3.69
2025-07-01,Rohu Fish,1.67
2025-07-01,Rice,3.89
2025-07-01,Tomato,4.27
2025-07-01,Onion,4.47
2025-07-01,Milk,2.0
2025-07-01,Eggs,7.0
2025-07-01,Chicken,2.01
2025-07-01,Mutton,1.66
2025-07-02,Sugar,4.3
2025-07-02,Rohu Fish,1.73
2025-07-02,Rice,2.94
2025-07-02,Paneer,3.17
2025-07-02,Tomato,3.97
2025-07-02,Mutton,0.64
2025-07-02,Milk,3.0
2025-07-02,Eggs,3.0
2025-07-02,Chicken,0.87
2025-07-02,Onion,0.96
2025-07-03,Tomato,1.97
2025-07-03,Sugar,1.06
2025-07-03,Rohu Fish,2.06
2025-07-03,Rice,3.6
2025-07-03,Paneer,3.59
2025-07-03,Onion,0.83
2025-07-03,Milk,2.0
2025-07-03,Eggs,1.0
2025-07-03,Chicken,3.91
2025-07-03,Mutton,1.59
2025-07-04,Rohu Fish,2.31
2025-07-04,Tomato,2.66
2025-07-04,Sugar,3.76
2025-07-04,Paneer,4.17
2025-07-04,Rice,3.95
2025-07-04,Mutton,3.74
2025-07-04,Onion,1.61
2025-07-04,Milk,3.0
2025-07-04,Eggs,5.0
2025-07-04,Chicken,3.85
2025-07-05,Sugar,4.13
2025-07-05,Rohu Fish,0.83
2025-07-05,Rice,2.21
2025-07-05,Paneer,4.26
2025-07-05,Tomato,1.57
2025-07-05,Mutton,3.15
2025-07-05,Milk,2.0
2025-07-05,Eggs,5.0
2025-07-05,Chicken,1.24
2025-07-05,Onion,0.94
2025-07-06,Tomato,2.29
2025-07-06,Sugar,3.1
2025-07-06,Rohu Fish,1.65
2025-07-06,Rice,3.6
2025-07-06,Paneer,2.53
2025-07-06,Onion,4.41
2025-07-06,Milk,9.0
2025-07-06,Eggs,1.0
2025-07-06,Chicken,1.07
2025-07-06,Mutton,4.86
2025-07-07,Rice,4.16
2025-07-07,Tomato,4.45
2025-07-07,Sugar,4.54
2025-07-07,Rohu Fish,4.78
2025-07-07,Paneer,4.45
2025-07-07,Onion,0.53
2025-07-07,Mutton,3.22
2025-07-07,Milk,5.0
2025-07-07,Eggs,2.0
2025-07-07,Chicken,2.97
2025-07-08,Tomato,3.73
2025-07-08,Sugar,2.41
2025-07-08,Rohu Fish,3.17
2025-07-08,Rice,4.2
2025-07-08,Paneer,1.78
2025-07-08,Mutton,0.7
2025-07-08,Milk,1.0
2025-07-08,Eggs,8.0
2025-07-08,Chicken,1.33
2025-07-08,Onion,3.57
2025-07-09,Rice,3.79
2025-07-09,Tomato,3.19
2025-07-09,Sugar,3.36
2025-07-09,Rohu Fish,0.81
2025-07-09,Paneer,1.54
2025-07-09,Chicken,3.98
2025-07-09,Mutton,1.52
2025-07-09,Milk,1.0
2025-07-09,Eggs,3.0
2025-07-09,Onion,4.96
2025-07-10,Rice,4.06
2025-07-10,Tomato,3.52
2025-07-10,Sugar,1.51
2025-07-10,Rohu Fish,3.09
2025-07-10,Paneer,2.3
2025-07-10,Onion,4.22
2025-07-10,Mutton,2.29
2025-07-10,Milk,6.0
2025-07-10,Eggs,2.0
2025-07-10,Chicken,2.04
2025-07-11,Tomato,2.65
2025-07-11,Sugar,3.76
2025-07-11,Rohu Fish,1.84
2025-07-11,Rice,4.16
2025-07-11,Paneer,1.29
2025-07-11,Mutton,4.01
2025-07-11,Milk,6.0
2025-07-11,Eggs,3.0
2025-07-11,Chicken,0.5
2025-07-11,Onion,2.45
2025-07-12,Rice,2.73
2025-07-12,Tomato,2.91
2025-07-12,Sugar,2.83
2025-07-12,Rohu Fish,4.51
2025-07-12,Paneer,1.1
2025-07-12,Chicken,4.3
2025-07-12,Mutton,3.43
2025-07-12,Milk,8.0
2025-07-12,Eggs,1.0
2025-07-12,Onion,0.79
2025-07-13,Rice,2.19
2025-07-13,Tomato,3.99
2025-07-13,Sugar,1.05
2025-07-13,Rohu Fish,4.86
2025-07-13,Paneer,0.66
2025-07-13,Onion,4.24
2025-07-13,Mutton,1.65
2025-07-13,Milk,7.0
2025-07-13,Eggs,2.0
2025-07-13,Chicken,1.83
2025-07-14,Sugar,2.86
2025-07-14,Rohu Fish,1.22
2025-07-14,Rice,3.8
2025-07-14,Paneer,2.57
2025-07-14,Tomato,1.94
2025-07-14,Mutton,3.04
2025-07-14,Milk,2.0
2025-07-14,Eggs,8.0
2025-07-14,Chicken,2.04
2025-07-14,Onion,1.09
2025-07-15,Tomato,1.48
2025-07-15,Sugar,4.7
2025-07-15,Rohu Fish,3.36
2025-07-15,Rice,1.56
2025-07-15,Paneer,4.44
2025-07-15,Onion,3.29
2025-07-15,Milk,6.0
2025-07-15,Eggs,4.0
2025-07-15,Chicken,2.8
2025-07-15,Mutton,3.22
2025-07-16,Rice,2.17
2025-07-16,Sugar,0.65
2025-07-16,Rohu Fish,2.29
2025-07-16,Paneer,1.33
2025-07-16,Tomato,3.14
2025-07-16,Mutton,2.47
2025-07-16,Milk,7.0
2025-07-16,Eggs,6.0
2025-07-16,Chicken,4.72
2025-07-16,Onion,2.43
2025-07-17,Sugar,4.04
2025-07-17,Rohu Fish,3.26
2025-07-17,Rice,1.81
2025-07-17,Paneer,3.02
2025-07-17,Tomato,2.73
2025-07-17,Mutton,1.02
2025-07-17,Milk,4.0
2025-07-17,Eggs,9.0
2025-07-17,Chicken,3.74
2025-07-17,Onion,2.59
2025-07-18,Tomato,0.79
2025-07-18,Sugar,1.03
2025-07-18,Rohu Fish,3.63
2025-07-18,Rice,3.44
2025-07-18,Paneer,1.65
2025-07-18,Onion,2.17
2025-07-18,Milk,5.0
2025-07-18,Eggs,8.0
2025-07-18,Chicken,1.42
2025-07-18,Mutton,1.91
2025-07-19,Rice,3.54
2025-07-19,Tomato,1.44
2025-07-19,Sugar,3.45
2025-07-19,Rohu Fish,3.83
2025-07-19,Paneer,1.23
2025-07-19,Onion,2.93
2025-07-19,Mutton,3.7
2025-07-19,Milk,9.0
2025-07-19,Eggs,5.0
2025-07-19,Chicken,1.91
2025-07-20,Sugar,1.84
2025-07-20,Rohu Fish,4.28
2025-07-20,Rice,1.68
2025-07-20,Paneer,3.44
2025-07-20,Tomato,4.54
2025-07-20,Mutton,1.76
2025-07-20,Milk,2.0
2025-07-20,Eggs,3.0
2025-07-20,Chicken,4.11
2025-07-20,Onion,2.51
2025-07-21,Tomato,4.35
2025-07-21,Sugar,0.71
2025-07-21,Rohu Fish,3.16
2025-07-21,Rice,1.71
2025-07-21,Paneer,2.89
2025-07-21,Onion,3.82
2025-07-21,Milk,3.0
2025-07-21,Eggs,3.0
2025-07-21,Chicken,3.07
2025-07-21,Mutton,1.12
2025-07-22,Rice,0.68
2025-07-22,Sugar,2.16
2025-07-22,Rohu Fish,3.71
2025-07-22,Paneer,2.92
2025-07-22,Tomato,2.02
2025-07-22,Mutton,4.68
2025-07-22,Milk,3.0
2025-07-22,Eggs,5.0
2025-07-22,Chicken,2.78
2025-07-22,Onion,1.75
2025-07-23,Sugar,1.25
2025-07-23,Rohu Fish,1.74
2025-07-23,Rice,0.56
2025-07-23,Paneer,4.5
2025-07-23,Tomato,4.43
2025-07-23,Mutton,4.18
2025-07-23,Milk,3.0
2025-07-23,Eggs,3.0
2025-07-23,Chicken,3.1
2025-07-23,Onion,4.96
2025-07-24,Tomato,1.48
2025-07-24,Sugar,4.22
2025-07-24,Rohu Fish,4.5
2025-07-24,Rice,2.99
2025-07-24,Paneer,4.06
2025-07-24,Onion,1.53
2025-07-24,Milk,7.0
2025-07-24,Eggs,4.0
2025-07-24,Chicken,0.64
2025-07-24,Mutton,2.7
2025-07-25,Rice,2.72
2025-07-25,Sugar,3.21
2025-07-25,Rohu Fish,2.81
2025-07-25,Paneer,3.32
2025-07-25,Tomato,1.97
2025-07-25,Mutton,4.07
2025-07-25,Chicken,2.09
2025-07-25,Onion,2.64
2025-07-25,Milk,4.0
2025-07-25,Eggs,6.0
2025-07-26,Tomato,3.93
2025-07-26,Sugar,0.53
2025-07-26,Rohu Fish,4.72
2025-07-26,Paneer,4.48
2025-07-26,Rice,0.8
2025-07-26,Mutton,0.56
2025-07-26,Milk,6.0
2025-07-26,Eggs,8.0
2025-07-26,Chicken,4.07
2025-07-26,Onion,1.85
2025-07-27,Tomato,1.95
2025-07-27,Sugar,4.28
2025-07-27,Rohu Fish,1.14
2025-07-27,Rice,1.35
2025-07-27,Paneer,4.39
2025-07-27,Onion,1.47
2025-07-27,Milk,9.0
2025-07-27,Eggs,8.0
2025-07-27,Chicken,2.52
2025-07-27,Mutton,2.58
2025-07-28,Tomato,0.9
2025-07-28,Sugar,3.23
2025-07-28,Rohu Fish,2.45
2025-07-28,Rice,2.17
2025-07-28,Paneer,4.58
2025-07-28,Onion,3.54
2025-07-28,Milk,6.0
2025-07-28,Eggs,7.0
2025-07-28,Chicken,3.92
2025-07-28,Mutton,3.35
2025-07-29,Rice,3.39
2025-07-29,Sugar,4.31
2025-07-29,Rohu Fish,1.06
2025-07-29,Paneer,0.88
2025-07-29,Tomato,1.7
2025-07-29,Mutton,3.93
2025-07-29,Milk,6.0
2025-07-29,Eggs,7.0
2025-07-29,Chicken,3.18
2025-07-29,Onion,3.69
2025-07-30,Sugar,3.92
2025-07-30,Rohu Fish,2.92
2025-07-30,Rice,1.59
2025-07-30,Paneer,2.68
2025-07-30,Tomato,1.58
2025-07-30,Mutton,3.53
2025-07-30,Milk,8.0
2025-07-30,Eggs,4.0
2025-07-30,Chicken,1.92
2025-07-30,Onion,2.15
2025-07-31,Tomato,4.98
2025-07-31,Sugar,1.64
2025-07-31,Rohu Fish,3.38
2025-07-31,Rice,3.35
2025-07-31,Paneer,2.87
2025-07-31,Onion,4.64
2025-07-31,Milk,9.0
2025-07-31,Eggs,9.0
2025-07-31,Chicken,4.07
2025-07-31,Mutton,4.85
2025-08-01,Rice,2.74
2025-08-01,Tomato,2.5
2025-08-01,Sugar,0.65
2025-08-01,Rohu Fish,2.42
2025-08-01,Paneer,3.92
2025-08-01,Onion,2.11
2025-08-01,Mutton,4.4
2025-08-01,Milk,3.0
2025-08-01,Eggs,7.0
2025-08-01,Chicken,0.62
2025-08-02,Tomato,1.81
2025-08-02,Sugar,2.83
2025-08-02,Rohu Fish,4.53
2025-08-02,Rice,3.47
2025-08-02,Paneer,3.97
2025-08-02,Mutton,1.51
2025-08-02,Milk,4.0
2025-08-02,Eggs,6.0
2025-08-02,Chicken,0.55
2025-08-02,Onion,2.37
2025-08-03,Rice,2.93
2025-08-03,Tomato,0.94
2025-08-03,Sugar,4.1
2025-08-03,Rohu Fish,0.57
2025-08-03,Paneer,2.79
2025-08-03,Chicken,1.21
2025-08-03,Mutton,2.73
2025-08-03,Milk,4.0
2025-08-03,Eggs,7.0
2025-08-03,Onion,1.73
2025-08-04,Rice,1.31
2025-08-04,Tomato,1.61
2025-08-04,Sugar,3.12
2025-08-04,Rohu Fish,1.02
2025-08-04,Paneer,1.63
2025-08-04,Onion,2.09
2025-08-04,Mutton,0.75
2025-08-04,Milk,9.0
2025-08-04,Eggs,2.0
2025-08-04,Chicken,1.61
2025-08-05,Tomato,3.63
2025-08-05,Sugar,1.97
2025-08-05,Rohu Fish,3.31
2025-08-05,Rice,1.35
2025-08-05,Paneer,3.22
2025-08-05,Mutton,1.2
2025-08-05,Milk,9.0
2025-08-05,Eggs,1.0
2025-08-05,Chicken,2.87
2025-08-05,Onion,4.84
2025-08-06,Rice,2.54
2025-08-06,Tomato,4.6
2025-08-06,Sugar,2.91
2025-08-06,Rohu Fish,1.81
2025-08-06,Paneer,1.59
2025-08-06,Chicken,2.17
2025-08-06,Mutton,2.95
2025-08-06,Milk,9.0
2025-08-06,Eggs,1.0
2025-08-06,Onion,0.78
2025-08-07,Rice,3.55
2025-08-07,Tomato,4.66
2025-08-07,Sugar,1.83
2025-08-07,Rohu Fish,3.34
2025-08-07,Paneer,4.67
2025-08-07,Onion,4.47
2025-08-07,Mutton,4.23
2025-08-07,Milk,7.0
2025-08-07,Eggs,9.0
2025-08-07,Chicken,4.66
2025-08-08,Sugar,0.81
2025-08-08,Rohu Fish,2.96
2025-08-08,Rice,3.56
2025-08-08,Paneer,2.82
2025-08-08,Tomato,4.47
2025-08-08,Mutton,2.93
2025-08-08,Milk,9.0
2025-08-08,Eggs,7.0
2025-08-08,Chicken,3.87
2025-08-08,Onion,3.23
2025-08-09,Tomato,4.19
2025-08-09,Sugar,0.72
2025-08-09,Rohu Fish,2.51
2025-08-09,Rice,3.48
2025-08-09,Paneer,4.29
2025-08-09,Onion,4.12
2025-08-09,Milk,7.0
2025-08-09,Eggs,4.0
2025-08-09,Chicken,1.32
2025-08-09,Mutton,2.19
2025-08-10,Rice,3.63
2025-08-10,Sugar,4.2
2025-08-10,Rohu Fish,2.53
2025-08-10,Paneer,3.84
2025-08-10,Tomato,1.66
2025-08-10,Mutton,2.78
2025-08-10,Milk,1.0
2025-08-10,Eggs,6.0
2025-08-10,Chicken,3.15
2025-08-10,Onion,3.35
2025-08-11,Sugar,3.14
2025-08-11,Rohu Fish,2.12
2025-08-11,Rice,1.1
2025-08-11,Paneer,4.5
2025-08-11,Tomato,4.54
2025-08-11,Mutton,2.6
2025-08-11,Milk,9.0
2025-08-11,Eggs,6.0
2025-08-11,Chicken,5.0
2025-08-11,Onion,0.92
2025-08-12,Tomato,4.12
2025-08-12,Sugar,3.17
2025-08-12,Rohu Fish,4.27
2025-08-12,Rice,4.47
2025-08-12,Paneer,3.28
2025-08-12,Onion,2.13
2025-08-12,Milk,1.0
2025-08-12,Eggs,8.0
2025-08-12,Chicken,3.61
2025-08-12,Mutton,4.15
2025-08-13,Rice,1.49
2025-08-13,Tomato,4.11
2025-08-13,Sugar,0.78
2025-08-13,Rohu Fish,0.95
2025-08-13,Paneer,2.76
2025-08-13,Onion,3.29
2025-08-13,Mutton,4.05
2025-08-13,Milk,8.0
2025-08-13,Eggs,8.0
2025-08-13,Chicken,4.89
2025-08-14,Sugar,3.11
2025-08-14,Rohu Fish,2.7
2025-08-14,Rice,2.81
2025-08-14,Paneer,3.28
2025-08-14,Tomato,3.31
2025-08-14,Mutton,1.07
2025-08-14,Milk,6.0
2025-08-14,Eggs,9.0
2025-08-14,Chicken,3.08
2025-08-14,Onion,2.28
2025-08-15,Tomato,2.17
2025-08-15,Sugar,5.0
2025-08-15,Rohu Fish,2.99
2025-08-15,Rice,3.98
2025-08-15,Paneer,1.32
2025-08-15,Onion,3.01
2025-08-15,Milk,5.0
2025-08-15,Eggs,8.0
2025-08-15,Chicken,1.64
2025-08-15,Mutton,4.42
2025-08-16,Rice,4.7
2025-08-16,Sugar,3.29
2025-08-16,Rohu Fish,2.15
2025-08-16,Paneer,2.79
2025-08-16,Tomato,4.68
2025-08-16,Mutton,3.98
2025-08-16,Milk,4.0
2025-08-16,Eggs,3.0
2025-08-16,Chicken,3.63
2025-08-16,Onion,0.72
2025-08-17,Sugar,4.38
2025-08-17,Rohu Fish,4.74
2025-08-17,Rice,3.61
2025-08-17,Paneer,1.9
2025-08-17,Tomato,4.96
2025-08-17,Mutton,3.88
2025-08-17,Milk,4.0
2025-08-17,Eggs,2.0
2025-08-17,Chicken,2.52
2025-08-17,Onion,0.78
2025-08-18,Tomato,4.43
2025-08-18,Sugar,1.12
2025-08-18,Rohu Fish,4.05
2025-08-18,Rice,0.74
2025-08-18,Paneer,4.56
2025-08-18,Onion,0.55
2025-08-18,Milk,8.0
2025-08-18,Eggs,9.0
2025-08-18,Chicken,2.13
2025-08-18,Mutton,3.82
2025-08-19,Rice,2.1
2025-08-19,Sugar,1.8
2025-08-19,Rohu Fish,0.7
2025-08-19,Paneer,2.6
2025-08-19,Tomato,3.09
2025-08-19,Mutton,3.72
2025-08-19,Chicken,1.9
2025-08-19,Onion,1.03
2025-08-19,Milk,2.0
2025-08-19,Eggs,8.0
2025-08-20,Tomato,3.33
2025-08-20,Sugar,3.22
2025-08-20,Rohu Fish,0.68
2025-08-20,Paneer,1.91
2025-08-20,Rice,1.1
2025-08-20,Mutton,1.62
2025-08-20,Milk,3.0
2025-08-20,Eggs,1.0
2025-08-20,Chicken,4.3
2025-08-20,Onion,2.29
2025-08-21,Tomato,3.61
2025-08-21,Sugar,1.24
2025-08-21,Rohu Fish,4.02
2025-08-21,Rice,4.57
2025-08-21,Paneer,1.22
2025-08-21,Onion,1.23
2025-08-21,Milk,4.0
2025-08-21,Eggs,7.0
2025-08-21,Chicken,1.69
2025-08-21,Mutton,0.68
2025-08-22,Tomato,2.28
2025-08-22,Sugar,1.03
2025-08-22,Rohu Fish,1.53
2025-08-22,Rice,3.52
2025-08-22,Paneer,1.99
2025-08-22,Onion,4.6
2025-08-22,Milk,3.0
2025-08-22,Eggs,4.0
2025-08-22,Chicken,3.56
2025-08-22,Mutton,1.61
2025-08-23,Rice,1.09
2025-08-23,Sugar,1.33
2025-08-23,Tomato,1.76
2025-08-23,Paneer,1.99
2025-08-23,Rohu Fish,3.95
2025-08-23,Mutton,3.53
2025-08-23,Milk,9.0
2025-08-23,Eggs,8.0
2025-08-23,Chicken,4.06
2025-08-23,Onion,0.68
2025-08-24,Sugar,4.52
2025-08-24,Rohu Fish,1.72
2025-08-24,Rice,1.11
2025-08-24,Paneer,3.76
2025-08-24,Tomato,4.51
2025-08-24,Mutton,1.89
2025-08-24,Milk,3.0
2025-08-24,Eggs,6.0
2025-08-24,Chicken,3.72
2025-08-24,Onion,4.28
2025-08-25,Tomato,2.21
2025-08-25,Sugar,1.38
2025-08-25,Rohu Fish,3.35
2025-08-25,Rice,3.53
2025-08-25,Paneer,4.52
2025-08-25,Onion,1.12
2025-08-25,Milk,9.0
2025-08-25,Eggs,7.0
2025-08-25,Chicken,4.43
2025-08-25,Mutton,1.93
2025-08-26,Rice,4.17
2025-08-26,Tomato,3.6
2025-08-26,Sugar,4.99
2025-08-26,Rohu Fish,3.54
2025-08-26,Paneer,0.8
2025-08-26,Onion,2.95
2025-08-26,Mutton,3.8
2025-08-26,Milk,9.0
2025-08-26,Eggs,9.0
2025-08-26,Chicken,1.35
2025-08-27,Sugar,1.75
2025-08-27,Rohu Fish,2.28
2025-08-27,Rice,1.4
2025-08-27,Paneer,2.29
2025-08-27,Tomato,1.18
2025-08-27,Mutton,1.64
2025-08-27,Milk,6.0
2025-08-27,Eggs,5.0
2025-08-27,Chicken,0.76
2025-08-27,Onion,1.84
2025-08-28,Tomato,0.6
2025-08-28,Sugar,3.5
2025-08-28,Rohu Fish,4.22
2025-08-28,Rice,4.19
2025-08-28,Paneer,4.98
2025-08-28,Onion,2.08
2025-08-28,Milk,3.0
2025-08-28,Eggs,7.0
2025-08-28,Chicken,4.56
2025-08-28,Mutton,2.49
2025-08-29,Rice,2.7
2025-08-29,Sugar,0.69
2025-08-29,Rohu Fish,4.95
2025-08-29,Paneer,1.72
2025-08-29,Tomato,3.08
2025-08-29,Mutton,4.93
2025-08-29,Milk,5.0
2025-08-29,Eggs,2.0
2025-08-29,Chicken,0.71
2025-08-29,Onion,4.63
2025-08-30,Sugar,2.68
2025-08-30,Rohu Fish,2.97
2025-08-30,Rice,2.45
2025-08-30,Paneer,1.01
2025-08-30,Tomato,4.02
2025-08-30,Mutton,0.81
2025-08-30,Milk,5.0
2025-08-30,Eggs,3.0
2025-08-30,Chicken,2.0
2025-08-30,Onion,2.7
2025-08-31,Tomato,3.63
2025-08-31,Sugar,1.31
2025-08-31,Rohu Fish,3.32
2025-08-31,Rice,3.32
2025-08-31,Paneer,4.22
2025-08-31,Onion,2.48
2025-08-31,Milk,6.0
2025-08-31,Eggs,9.0
2025-08-31,Chicken,1.8
2025-08-31,Mutton,1.93
2025-09-01,Rice,4.89
2025-09-01,Sugar,1.18
2025-09-01,Rohu Fish,4.56
2025-09-01,Paneer,1.27
2025-09-01,Tomato,3.22
2025-09-01,Mutton,4.46
2025-09-01,Chicken,4.49
2025-09-01,Onion,0.59
2025-09-01,Milk,7.0
2025-09-01,Eggs,8.0
2025-09-02,Tomato,4.65
2025-09-02,Sugar,4.75
2025-09-02,Rohu Fish,4.6
2025-09-02,Paneer,3.4
2025-09-02,Rice,4.38
2025-09-02,Mutton,4.44
2025-09-02,Milk,1.0
2025-09-02,Eggs,8.0
2025-09-02,Chicken,4.56
2025-09-02,Onion,4.31
2025-09-03,Tomato,1.38
2025-09-03,Sugar,1.25
2025-09-03,Rohu Fish,0.82
2025-09-03,Rice,2.95
2025-09-03,Paneer,1.26
2025-09-03,Onion,2.8
2025-09-03,Milk,8.0
2025-09-03,Eggs,9.0
2025-09-03,Chicken,4.7
2025-09-03,Mutton,4.46
2025-09-04,Tomato,3.53
2025-09-04,Sugar,3.31
2025-09-04,Rohu Fish,4.44
2025-09-04,Rice,0.66
2025-09-04,Paneer,2.37
2025-09-04,Mutton,4.62
2025-09-04,Milk,1.0
2025-09-04,Eggs,2.0
2025-09-04,Chicken,2.19
2025-09-04,Onion,1.94
2025-09-05,Rice,4.62
2025-09-05,Sugar,1.36
2025-09-05,Rohu Fish,4.44
