date,dish_name,quantity
2024-01-16,Kaya Toast Set,1269
2024-01-17,Teh Tarik,560
2024-01-17,Tandoori Chicken,0
2024-01-17,Spaghetti Carbonara,191
2024-01-17,Roti Canai,596
2024-01-17,Nasi Lemak,1264
2024-01-17,Chicken Rice,690
2024-01-17,Char Kway Teow,0
2024-01-17,Beef Rendang,107
2024-01-17,Mushroom Soup,171
2024-01-17,Cendol,478
2024-01-18,Roti Canai,126
2024-01-18,Beef Rendang,384
2024-01-18,Cendol,772
2024-01-18,Chicken Chop,0
2024-01-18,Iced Lemon Tea,121
2024-01-18,Kaya Toast Set,862
2024-01-18,Laksa,396
2024-01-18,Mushroom Soup,239
2024-01-18,Nasi Lemak,1560
2024-01-18,Spaghetti Carbonara,254
2024-01-18,Tandoori Chicken,181
2024-01-18,Teh Tarik,2026
2024-01-19,Roti Canai,869
2024-01-19,Spaghetti Carbonara,730
2024-01-19,Char Kway Teow,330
2024-01-19,Nasi Lemak,1069
2024-01-19,Teh Tarik,1590
2024-01-19,Mushroom Soup,538
2024-01-19,Cendol,229
2024-01-19,Kaya Toast Set,2283
2024-01-19,Iced Lemon Tea,2247
2024-01-19,Chicken Rice,111
2024-01-19,Chicken Chop,329
2024-01-19,Laksa,134
2024-01-20,Nasi Lemak,674
2024-01-20,Tandoori Chicken,424
2024-01-20,Spaghetti Carbonara,1088
2024-01-20,Roti Canai,1546
2024-01-20,Teh Tarik,1868
2024-01-20,Laksa,660
2024-01-20,Kaya Toast Set,1742
2024-01-20,Chicken Chop,358
2024-01-20,Char Kway Teow,396
2024-01-20,Cendol,635
2024-01-20,Mushroom Soup,579
2024-01-21,Tandoori Chicken,510
2024-01-21,Spaghetti Carbonara,158
2024-01-21,Roti Canai,506
2024-01-21,Nasi Lemak,1350
2024-01-21,Mushroom Soup,0
2024-01-21,Teh Tarik,1570
2024-01-21,Chicken Rice,836
2024-01-21,Chicken Chop,669
2024-01-21,Cendol,1614
2024-01-21,Beef Rendang,155
2024-01-21,Iced Lemon Tea,524
2024-01-22,Teh Tarik,270
2024-01-22,Tandoori Chicken,376
2024-01-22,Spaghetti Carbonara,289
2024-01-22,Nasi Lemak,1160
2024-01-22,Mushroom Soup,0
2024-01-22,Iced Lemon Tea,118
2024-01-22,Chicken Chop,350
2024-01-22,Char Kway Teow,45
2024-01-22,Cendol,260
2024-01-22,Beef Rendang,821
2024-01-22,Kaya Toast Set,1987
2024-01-23,Roti Canai,933
2024-01-23,Teh Tarik,932
2024-01-23,Tandoori Chicken,190
2024-01-23,Nasi Lemak,187
2024-01-23,Spaghetti Carbonara,127
2024-01-23,Kaya Toast Set,423
2024-01-23,Chicken Rice,372
2024-01-23,Mushroom Soup,62
2024-01-23,Chicken Chop,544
2024-01-23,Cendol,273
2024-01-24,Teh Tarik,1158
2024-01-24,Tandoori Chicken,576
2024-01-24,Spaghetti Carbonara,278
2024-01-24,Roti Canai,358
2024-01-24,Nasi Lemak,750
2024-01-24,Mushroom Soup,115
2024-01-24,Laksa,239
2024-01-24,Kaya Toast Set,1170
2024-01-24,Iced Lemon Tea,384
2024-01-24,Chicken Chop,260
2024-01-24,Cendol,303
2024-01-24,Beef Rendang,12
2024-01-25,Tandoori Chicken,123
2024-01-25,Spaghetti Carbonara,470
2024-01-25,Roti Canai,1524
2024-01-25,Mushroom Soup,306
2024-01-25,Kaya Toast Set,1669
2024-01-25,Teh Tarik,573
2024-01-25,Chicken Rice,409
2024-01-25,Chicken Chop,1044
2024-01-25,Char Kway Teow,613
2024-01-25,Cendol,1491
2024-01-25,Beef Rendang,220
2024-01-25,Iced Lemon Tea,520
2024-01-26,Teh Tarik,722
2024-01-26,Roti Canai,735
2024-01-26,Nasi Lemak,146
2024-01-26,Mushroom Soup,266
2024-01-26,Laksa,35
2024-01-26,Spaghetti Carbonara,158
2024-01-26,Iced Lemon Tea,1268
2024-01-26,Chicken Rice,157
2024-01-26,Char Kway Teow,424
2024-01-26,Cendol,1184
2024-01-26,Beef Rendang,408
2024-01-26,Kaya Toast Set,1656
2024-01-27,Teh Tarik,438
2024-01-27,Tandoori Chicken,246
2024-01-27,Nasi Lemak,714
2024-01-27,Mushroom Soup,188
2024-01-27,Kaya Toast Set,1147
2024-01-27,Chicken Rice,396
2024-01-27,Chicken Chop,592
2024-01-27,Char Kway Teow,822
2024-01-27,Cendol,900
2024-01-27,Beef Rendang,459
2024-01-27,Iced Lemon Tea,762
2024-01-28,Nasi Lemak,474
2024-01-28,Tandoori Chicken,276
2024-01-28,Spaghetti Carbonara,63
2024-01-28,Roti Canai,1030
2024-01-28,Mushroom Soup,108
2024-01-28,Teh Tarik,3795
2024-01-28,Chicken Chop,87
2024-01-28,Char Kway Teow,259
2024-01-28,Cendol,2262
2024-01-28,Beef Rendang,217
2024-01-28,Kaya Toast Set,2270
2024-01-29,Teh Tarik,402
2024-01-29,Spaghetti Carbonara,431
2024-01-29,Roti Canai,247
2024-01-29,Nasi Lemak,1635
2024-01-29,Mushroom Soup,453
2024-01-29,Kaya Toast Set,932
2024-01-29,Iced Lemon Tea,1009
2024-01-29,Chicken Rice,231
2024-01-29,Beef Rendang,353
2024-01-30,Tandoori Chicken,195
2024-01-30,Teh Tarik,1474
2024-01-30,Spaghetti Carbonara,110
2024-01-30,Roti Canai,312
2024-01-30,Nasi Lemak,548
2024-01-30,Mushroom Soup,215
2024-01-30,Cendol,751
2024-01-30,Iced Lemon Tea,893
2024-01-30,Chicken Chop,76
2024-01-30,Char Kway Teow,105
2024-01-30,Beef Rendang,1185
2024-01-30,Kaya Toast Set,1175
2024-01-31,Teh Tarik,1354
2024-01-31,Tandoori Chicken,253
2024-01-31,Roti Canai,411
2024-01-31,Nasi Lemak,699
2024-01-31,Mushroom Soup,408
2024-01-31,Kaya Toast Set,1440
2024-01-31,Laksa,96
2024-01-31,Chicken Rice,416
2024-01-31,Chicken Chop,456
2024-01-31,Char Kway Teow,295
2024-01-31,Cendol,489
2024-01-31,Beef Rendang,217
2024-01-31,Iced Lemon Tea,1544
2024-02-01,Teh Tarik,762
2024-02-01,Spaghetti Carbonara,551
2024-02-01,Roti Canai,355
2024-02-01,Nasi Lemak,981
2024-02-01,Mushroom Soup,236
2024-02-01,Laksa,305
2024-02-01,Tandoori Chicken,686
2024-02-01,Iced Lemon Tea,1336
2024-02-01,Chicken Rice,1377
2024-02-01,Chicken Chop,307
2024-02-01,Cendol,1745
2024-02-01,Beef Rendang,239
2024-02-01,Kaya Toast Set,2423
2024-02-02,Teh Tarik,1290
2024-02-02,Tandoori Chicken,25
2024-02-02,Spaghetti Carbonara,95
2024-02-02,Roti Canai,976
2024-02-02,Nasi Lemak,89
2024-02-02,Mushroom Soup,157
2024-02-02,Iced Lemon Tea,299
2024-02-02,Cendol,417
2024-02-02,Beef Rendang,174
2024-02-02,Kaya Toast Set,806
2024-02-03,Mushroom Soup,138
2024-02-03,Tandoori Chicken,243
2024-02-03,Teh Tarik,2521
2024-02-03,Roti Canai,283
2024-02-03,Nasi Lemak,832
2024-02-03,Laksa,245
2024-02-03,Spaghetti Carbonara,489
2024-02-03,Iced Lemon Tea,1815
2024-02-03,Chicken Rice,569
2024-02-03,Chicken Chop,48
2024-02-03,Char Kway Teow,100
2024-02-03,Cendol,1969
2024-02-03,Kaya Toast Set,1419
2024-02-04,Tandoori Chicken,516
2024-02-04,Spaghetti Carbonara,118
2024-02-04,Roti Canai,661
2024-02-04,Nasi Lemak,1536
2024-02-04,Iced Lemon Tea,1344
2024-02-04,Teh Tarik,3171
2024-02-04,Chicken Chop,753
2024-02-04,Char Kway Teow,421
2024-02-04,Cendol,925
2024-02-04,Beef Rendang,346
2024-02-04,Chicken Rice,187
2024-02-05,Teh Tarik,1927
2024-02-05,Spaghetti Carbonara,272
2024-02-05,Roti Canai,1125
2024-02-05,Nasi Lemak,680
2024-02-05,Mushroom Soup,132
2024-02-05,Laksa,91
2024-02-05,Iced Lemon Tea,1009
2024-02-05,Chicken Chop,326
2024-02-05,Cendol,703
2024-02-05,Beef Rendang,218
2024-02-05,Kaya Toast Set,1185
2024-02-06,Roti Canai,566
2024-02-06,Teh Tarik,1787
2024-02-06,Tandoori Chicken,385
2024-02-06,Spaghetti Carbonara,121
2024-02-06,Nasi Lemak,430
2024-02-06,Iced Lemon Tea,704
2024-02-06,Chicken Rice,453
2024-02-06,Chicken Chop,310
2024-02-06,Char Kway Teow,342
2024-02-06,Cendol,1241
2024-02-06,Kaya Toast Set,453
2024-02-07,Tandoori Chicken,335
2024-02-07,Spaghetti Carbonara,201
2024-02-07,Nasi Lemak,1380
2024-02-07,Mushroom Soup,185
2024-02-07,Laksa,251
2024-02-07,Roti Canai,2012
2024-02-07,Iced Lemon Tea,309
2024-02-07,Chicken Chop,288
2024-02-07,Cendol,289
2024-02-07,Beef Rendang,413
2024-02-07,Kaya Toast Set,1346
2024-02-08,Teh Tarik,2180
2024-02-08,Beef Rendang,131
2024-02-08,Cendol,1450
2024-02-08,Chicken Chop,817
2024-02-08,Iced Lemon Tea,513
2024-02-08,Kaya Toast Set,2448
2024-02-08,Mushroom Soup,100
2024-02-08,Roti Canai,1108
2024-02-08,Spaghetti Carbonara,122
2024-02-08,Tandoori Chicken,132
2024-02-09,Teh Tarik,313
2024-02-09,Nasi Lemak,467
2024-02-09,Tandoori Chicken,72
2024-02-09,Spaghetti Carbonara,165
2024-02-09,Mushroom Soup,14
2024-02-09,Roti Canai,753
2024-02-09,Iced Lemon Tea,166
2024-02-09,Beef Rendang,533
2024-02-09,Kaya Toast Set,1266
2024-02-09,Chicken Chop,397
2024-02-09,Cendol,88
2024-02-10,Teh Tarik,2755
2024-02-10,Tandoori Chicken,534
2024-02-10,Spaghetti Carbonara,350
2024-02-10,Roti Canai,1874
2024-02-10,Mushroom Soup,490
2024-02-10,Nasi Lemak,345
2024-02-10,Iced Lemon Tea,1297
2024-02-10,Chicken Chop,106
2024-02-10,Char Kway Teow,174
2024-02-10,Cendol,751
2024-02-10,Beef Rendang,633
2024-02-10,Kaya Toast Set,2535
2024-02-11,Nasi Lemak,1047
2024-02-11,Tandoori Chicken,746
2024-02-11,Teh Tarik,2059
2024-02-11,Spaghetti Carbonara,389
2024-02-11,Roti Canai,780
2024-02-11,Mushroom Soup,225
2024-02-11,Cendol,1072
2024-02-11,Iced Lemon Tea,365
2024-02-11,Chicken Chop,768
2024-02-11,Char Kway Teow,225
2024-02-11,Kaya Toast Set,465
2024-02-11,Beef Rendang,82
2024-02-12,Mushroom Soup,117
2024-02-12,Teh Tarik,2322
2024-02-12,Tandoori Chicken,25
2024-02-12,Spaghetti Carbonara,373
2024-02-12,Roti Canai,361
2024-02-12,Nasi Lemak,290
2024-02-12,Kaya Toast Set,1171
2024-02-12,Chicken Rice,363
2024-02-12,Chicken Chop,494
2024-02-12,Cendol,1277
2024-02-12,Beef Rendang,240
2024-02-12,Iced Lemon Tea,152
2024-02-13,Tandoori Chicken,290
2024-02-13,Spaghetti Carbonara,75
2024-02-13,Roti Canai,349
2024-02-13,Nasi Lemak,538
2024-02-13,Mushroom Soup,100
2024-02-13,Teh Tarik,1600
2024-02-13,Chicken Rice,562
2024-02-13,Chicken Chop,173
2024-02-13,Char Kway Teow,268
2024-02-13,Cendol,1241
2024-02-13,Beef Rendang,0
2024-02-13,Kaya Toast Set,1638
2024-02-14,Tandoori Chicken,25
2024-02-14,Spaghetti Carbonara,166
2024-02-14,Roti Canai,1299
2024-02-14,Nasi Lemak,1801
2024-02-14,Mushroom Soup,471
2024-02-14,Iced Lemon Tea,800
2024-02-14,Chicken Chop,155
2024-02-14,Char Kway Teow,397
2024-02-14,Cendol,1365
2024-02-14,Beef Rendang,132
2024-02-14,Kaya Toast Set,1716
2024-02-15,Roti Canai,711
2024-02-15,Teh Tarik,2188
2024-02-15,Tandoori Chicken,88
2024-02-15,Spaghetti Carbonara,447
2024-02-15,Mushroom Soup,172
2024-02-15,Nasi Lemak,94
2024-02-15,Kaya Toast Set,3246
2024-02-15,Iced Lemon Tea,3036
2024-02-15,Chicken Rice,700
2024-02-15,Chicken Chop,844
2024-02-15,Cendol,1301
2024-02-16,Tandoori Chicken,0
2024-02-16,Roti Canai,707
2024-02-16,Nasi Lemak,926
2024-02-16,Mushroom Soup,246
2024-02-16,Laksa,417
2024-02-16,Kaya Toast Set,644
2024-02-16,Teh Tarik,3780
2024-02-16,Chicken Rice,222
2024-02-16,Chicken Chop,415
2024-02-16,Char Kway Teow,99
2024-02-16,Cendol,113
2024-02-16,Beef Rendang,40
2024-02-16,Iced Lemon Tea,241
2024-02-17,Teh Tarik,2103
2024-02-17,Tandoori Chicken,137
2024-02-17,Roti Canai,999
2024-02-17,Nasi Lemak,2132
2024-02-17,Mushroom Soup,334
2024-02-17,Laksa,430
2024-02-17,Iced Lemon Tea,848
2024-02-17,Chicken Chop,109
2024-02-17,Cendol,1420
2024-02-17,Beef Rendang,43
2024-02-17,Kaya Toast Set,3512
2024-02-18,Nasi Lemak,887
2024-02-18,Teh Tarik,699
2024-02-18,Tandoori Chicken,249
2024-02-18,Spaghetti Carbonara,284
2024-02-18,Roti Canai,373
2024-02-18,Mushroom Soup,554
2024-02-18,Cendol,715
2024-02-18,Kaya Toast Set,3524
2024-02-18,Iced Lemon Tea,627
2024-02-18,Chicken Rice,908
2024-02-18,Chicken Chop,385
2024-02-18,Char Kway Teow,425
2024-02-18,Laksa,207
2024-02-19,Teh Tarik,732
2024-02-19,Tandoori Chicken,280
2024-02-19,Spaghetti Carbonara,41
2024-02-19,Roti Canai,1220
2024-02-19,Nasi Lemak,1778
2024-02-19,Mushroom Soup,36
2024-02-19,Laksa,6
2024-02-19,Iced Lemon Tea,390
2024-02-19,Chicken Chop,557
2024-02-19,Cendol,1658
2024-02-19,Beef Rendang,215
2024-02-19,Kaya Toast Set,401
2024-02-20,Mushroom Soup,180
2024-02-20,Teh Tarik,551
2024-02-20,Spaghetti Carbonara,146
2024-02-20,Roti Canai,736
2024-02-20,Kaya Toast Set,1568
2024-02-20,Tandoori Chicken,281
2024-02-20,Chicken Rice,0
2024-02-20,Chicken Chop,294
2024-02-20,Char Kway Teow,554
2024-02-20,Iced Lemon Tea,318
2024-02-20,Cendol,1328
2024-02-21,Teh Tarik,1927
2024-02-21,Roti Canai,581
2024-02-21,Nasi Lemak,422
2024-02-21,Mushroom Soup,258
2024-02-21,Laksa,175
2024-02-21,Kaya Toast Set,2566
2024-02-21,Beef Rendang,61
2024-02-21,Chicken Rice,434
2024-02-21,Chicken Chop,306
2024-02-21,Char Kway Teow,264
2024-02-21,Cendol,619
2024-02-21,Iced Lemon Tea,1099
2024-02-22,Teh Tarik,1149
2024-02-22,Tandoori Chicken,255
2024-02-22,Spaghetti Carbonara,103
2024-02-22,Roti Canai,489
2024-02-22,Nasi Lemak,1475
2024-02-22,Mushroom Soup,0
2024-02-22,Kaya Toast Set,236
2024-02-22,Chicken Rice,176
2024-02-22,Chicken Chop,92
2024-02-22,Cendol,816
2024-02-22,Beef Rendang,194
2024-02-22,Laksa,279
2024-02-23,Mushroom Soup,72
2024-02-23,Tandoori Chicken,369
2024-02-23,Teh Tarik,3007
2024-02-23,Roti Canai,462
2024-02-23,Nasi Lemak,877
2024-02-23,Laksa,263
2024-02-23,Spaghetti Carbonara,366
2024-02-23,Iced Lemon Tea,620
2024-02-23,Chicken Rice,24
2024-02-23,Chicken Chop,233
2024-02-23,Char Kway Teow,137
2024-02-23,Cendol,1198
2024-02-23,Kaya Toast Set,2765
2024-02-24,Teh Tarik,2687
2024-02-24,Spaghetti Carbonara,397
2024-02-24,Roti Canai,450
2024-02-24,Nasi Lemak,805
2024-02-24,Mushroom Soup,170
2024-02-24,Tandoori Chicken,246
2024-02-24,Iced Lemon Tea,1270
2024-02-24,Chicken Rice,641
2024-02-24,Chicken Chop,493
2024-02-24,Cendol,1203
2024-02-24,Kaya Toast Set,2647
2024-02-25,Tandoori Chicken,285
2024-02-25,Spaghetti Carbonara,326
2024-02-25,Roti Canai,732
2024-02-25,Nasi Lemak,1910
2024-02-25,Mushroom Soup,343
2024-02-25,Kaya Toast Set,4751
2024-02-25,Chicken Rice,1068
2024-02-25,Chicken Chop,247
2024-02-25,Char Kway Teow,517
2024-02-25,Cendol,2502
2024-02-25,Beef Rendang,172
2024-02-25,Iced Lemon Tea,577
2024-02-25,Teh Tarik,2743
2024-02-26,Spaghetti Carbonara,106
2024-02-26,Chicken Chop,774
2024-02-26,Teh Tarik,173
2024-02-26,Roti Canai,2590
2024-02-26,Tandoori Chicken,241
2024-02-26,Mushroom Soup,325
2024-02-26,Beef Rendang,0
2024-02-26,Kaya Toast Set,1027
2024-02-26,Iced Lemon Tea,683
2024-02-26,Cendol,629
2024-02-26,Laksa,377
2024-02-27,Teh Tarik,379
2024-02-27,Tandoori Chicken,191
2024-02-27,Spaghetti Carbonara,525
2024-02-27,Mushroom Soup,0
2024-02-27,Nasi Lemak,548
2024-02-27,Chicken Rice,241
2024-02-27,Chicken Chop,0
2024-02-27,Cendol,701
2024-02-27,Kaya Toast Set,980
2024-02-28,Nasi Lemak,762
2024-02-28,Teh Tarik,1513
2024-02-28,Tandoori Chicken,0
2024-02-28,Spaghetti Carbonara,84
2024-02-28,Roti Canai,700
2024-02-28,Mushroom Soup,71
2024-02-28,Chicken Chop,301
2024-02-28,Kaya Toast Set,1192
2024-02-28,Iced Lemon Tea,905
2024-02-28,Chicken Rice,789
2024-02-28,Char Kway Teow,155
2024-02-28,Cendol,464
2024-02-28,Laksa,164
2024-02-29,Nasi Lemak,372
2024-02-29,Teh Tarik,1172
2024-02-29,Spaghetti Carbonara,451
2024-02-29,Roti Canai,577
2024-02-29,Mushroom Soup,207
2024-02-29,Beef Rendang,132
2024-02-29,Iced Lemon Tea,573
2024-02-29,Chicken Rice,239
2024-02-29,Chicken Chop,256
2024-02-29,Cendol,878
2024-02-29,Kaya Toast Set,518
2024-03-01,Teh Tarik,4873
2024-03-01,Tandoori Chicken,368
2024-03-01,Roti Canai,367
2024-03-01,Nasi Lemak,472
2024-03-01,Mushroom Soup,244
2024-03-01,Kaya Toast Set,4248
2024-03-01,Iced Lemon Tea,1132
2024-03-01,Chicken Chop,201
2024-03-01,Char Kway Teow,478
2024-03-01,Cendol,801
2024-03-01,Beef Rendang,391
2024-03-01,Chicken Rice,165
2024-03-02,Mushroom Soup,213
2024-03-02,Teh Tarik,2561
2024-03-02,Spaghetti Carbonara,281
2024-03-02,Nasi Lemak,240
2024-03-02,Kaya Toast Set,1881
2024-03-02,Tandoori Chicken,267
2024-03-02,Chicken Rice,335
2024-03-02,Chicken Chop,609
2024-03-02,Char Kway Teow,448
2024-03-02,Cendol,623
2024-03-02,Beef Rendang,85
2024-03-02,Iced Lemon Tea,2688
2024-03-03,Tandoori Chicken,237
2024-03-03,Spaghetti Carbonara,55
2024-03-03,Nasi Lemak,965
2024-03-03,Mushroom Soup,358
2024-03-03,Kaya Toast Set,1911
2024-03-03,Teh Tarik,1190
2024-03-03,Chicken Rice,577
2024-03-03,Chicken Chop,891
2024-03-03,Char Kway Teow,166
2024-03-03,Cendol,272
2024-03-03,Beef Rendang,398
2024-03-03,Iced Lemon Tea,823
2024-03-04,Teh Tarik,2890
2024-03-04,Tandoori Chicken,172
2024-03-04,Spaghetti Carbonara,119
2024-03-04,Roti Canai,495
2024-03-04,Nasi Lemak,188
2024-03-04,Mushroom Soup,116
2024-03-04,Kaya Toast Set,985
2024-03-04,Chicken Chop,251
2024-03-04,Char Kway Teow,98
2024-03-04,Cendol,891
2024-03-04,Beef Rendang,218
2024-03-04,Iced Lemon Tea,213
2024-03-05,Roti Canai,273
2024-03-05,Tandoori Chicken,339
2024-03-05,Spaghetti Carbonara,99
2024-03-05,Teh Tarik,1130
2024-03-05,Nasi Lemak,598
2024-03-05,Iced Lemon Tea,1202
2024-03-05,Laksa,154
2024-03-05,Kaya Toast Set,1019
2024-03-05,Cendol,542
2024-03-05,Beef Rendang,195
2024-03-05,Mushroom Soup,125
2024-03-06,Teh Tarik,3293
2024-03-06,Tandoori Chicken,219
2024-03-06,Roti Canai,651
2024-03-06,Nasi Lemak,686
2024-03-06,Laksa,221
2024-03-06,Spaghetti Carbonara,164
2024-03-06,Iced Lemon Tea,604
2024-03-06,Chicken Chop,339
2024-03-06,Char Kway Teow,186
2024-03-06,Cendol,963
2024-03-06,Beef Rendang,273
2024-03-06,Kaya Toast Set,728
2024-03-07,Tandoori Chicken,190
2024-03-07,Roti Canai,649
2024-03-07,Nasi Lemak,1235
2024-03-07,Mushroom Soup,0
2024-03-07,Kaya Toast Set,1515
2024-03-07,Char Kway Teow,192
2024-03-07,Chicken Chop,271
2024-03-07,Cendol,120
2024-03-07,Beef Rendang,125
2024-03-07,Teh Tarik,689
2024-03-07,Iced Lemon Tea,619
2024-03-08,Tandoori Chicken,0
2024-03-08,Spaghetti Carbonara,0
2024-03-08,Mushroom Soup,186
2024-03-08,Teh Tarik,1560
2024-03-08,Kaya Toast Set,1714
2024-03-08,Roti Canai,649
2024-03-08,Chicken Chop,291
2024-03-08,Beef Rendang,215
2024-03-08,Cendol,311
2024-03-08,Iced Lemon Tea,1151
2024-03-08,Char Kway Teow,273
2024-03-09,Teh Tarik,2654
