order_id,store_id,transaction_datetime,business_day,daypart,service_mode,menu_item,modifier,quantity,unit_price,discount,tax,total_amount,payment_type
120090,102,2025-05-19 11:23:24,2025-05-19,Morning,Drive-Thru,Coffee,Extra Ice,1,1.91,0.0,0.13,2.04,Card
120091,103,2025-06-21 11:16:49,2025-06-21,Lunch,Dine-In,Iced Tea,,2,2.02,0.0,0.26,4.3,Card
120092,301,2025-05-11 15:35:34,2025-05-11,Afternoon,Dine-In,Chicken Nuggets (10pc),,2,4.76,0.0,0.76,10.28,Card
120093,101,2025-05-28 13:29:51,2025-05-28,Lunch,Drive-Thru,Onion Rings,,1,3.05,0.0,0.27,3.32,Card
120094,102,2025-05-14 13:08:56,2025-05-14,Lunch,Drive-Thru,Chicken Sandwich Combo,No Onions,1,8.79,0.0,0.53,9.32,Card
120095,201,2025-04-11 13:54:05,2025-04-11,Lunch,Dine-In,Chicken Sandwich Combo,,1,8.26,0.0,0.78,9.04,Cash
120096,501,2025-04-13 11:52:55,2025-04-13,Lunch,Dine-In,Chicken Sandwich Combo,Add Bacon,1,9.14,0.0,0.61,10.75,Card
120097,401,2025-07-31 11:10:28,2025-07-31,Lunch,Takeout,Spicy Chicken Sandwich,,2,5.74,0.0,0.92,12.4,Card
120098,402,2025-06-13 06:09:06,2025-06-13,Breakfast,Dine-In,Latte,Light Ice,1,3.24,0.0,0.26,3.5,MobilePay
120099,402,2025-04-11 08:32:29,2025-04-11,Breakfast,Drive-Thru,Sausage Biscuit,,1,2.98,0.0,0.27,3.25,
120100,301,2025-06-24 18:25:03,2025-06-24,Dinner,Delivery,Chicken Sandwich Combo,,1,8.28,0.0,0.62,8.9,Card
120101,301,2025-06-27 20:48:09,2025-06-27,Dinner,Dine-In,Cheeseburger Combo,,1,8.28,0.0,0.75,9.03,Card
120102,301,2025-05-23 10:53:19,2025-05-23,Breakfast,Drive-Thru,Breakfast Burrito,Sausage Patty,1,3.65,0.73,0.27,4.39,Card
120103,101,2025-07-07 17:50:49,2025-07-07,Afternoon,Takeout,Chicken Nuggets (6pc),,1,3.54,0.0,0.3,3.84,Card
120104,101,2025-06-17 12:26:44,2025-06-17,Lunch,Dine-In,Chicken Sandwich Combo,No Pickles,1,8.91,0.0,0.85,9.76,Card
120105,403,2025-06-25 13:39:30,2025-06-25,Lunch,Dine-In,Chicken Sandwich Combo,,3,9.19,0.0,2.07,29.64,Card
120106,202,2025-05-28 14:57:25,2025-05-28,Lunch,Drive-Thru,French Fries,,1,3.17,0.0,0.25,3.42,GiftCard
120107,202,2025-05-12 20:08:06,2025-05-12,Dinner,,Spicy Chicken Sandwich,Add Jalapenos,1,5.71,0.0,0.4,6.51,Card
120108,403,2025-07-20 01:41:59,2025-07-20,Late Night,Drive-Thru,Onion Rings,No Sauce,1,3.21,0.0,0.21,3.42,Card
120109,103,2025-04-24 12:59:58,2025-04-24,Lunch,Dine-In,Double Cheeseburger Combo,,1,9.95,0.0,0.75,10.7,
120110,202,2025-05-19 14:56:08,2025-05-19,Lunch,Drive-Thru,Chicken Sandwich,,1,4.69,0.0,0.35,5.04,
120111,201,2025-04-22 10:57:25,2025-04-22,Breakfast,Drive-Thru,Egg Muffin,,3,3.23,0.0,0.7,10.39,Card
120112,501,2025-08-08 20:41:23,2025-08-08,Dinner,Delivery,Double Cheeseburger,,1,5.77,0.0,0.43,6.2,Card
120113,103,2025-06-12 13:26:44,2025-06-12,Lunch,Takeout,Chicken Sandwich Combo,Add Bacon,1,10.22,0.0,0.73,11.95,Card
120114,403,2025-07-15 19:10:20,2025-07-15,Dinner,Drive-Thru,Spicy Chicken Combo,,1,9.19,0.0,0.83,10.02,Card
120115,402,2025-07-01 17:01:25,2025-07-01,Afternoon,Dine-In,French Fries,,1,2.73,0.0,0.26,2.99,Card
120116,401,2025-07-23 10:46:41,2025-07-23,Breakfast,Drive-Thru,Bottled Water,,1,1.44,0.0,0.17,1.91,Card
120117,103,2025-07-12 18:48:01,2025-07-12,Dinner,Drive-Thru,Spicy Chicken Combo,,1,8.71,0.0,0.78,9.49,Card
120118,401,2025-04-12 15:15:13,2025-04-12,Afternoon,Dine-In,Soft Drink (Medium),No Ice,1,1.84,0.37,0.11,1.58,Cash
120119,201,2025-05-08 20:36:38,2025-05-08,Dinner,Drive-Thru,Chicken Sandwich,Add Jalapenos,1,5.67,0.0,0.36,6.43,Cash
120120,403,2025-06-26 14:50:33,2025-06-26,Lunch,Dine-In,Double Cheeseburger,,1,6.07,0.0,0.44,6.51,Card
120121,401,2025-07-23 14:15:16,2025-07-23,Lunch,Dine-In,Chicken Nuggets (10pc),,1,4.69,0.0,0.34,5.03,Cash
120122,501,2025-05-30 19:30:13,2025-05-30,Dinner,Drive-Thru,Iced Tea,,2,2.08,0.0,0.27,4.43,Card
120123,401,2025-05-31 20:49:18,2025-05-31,Dinner,Takeout,Veggie Burger,,1,4.75,0.0,0.31,5.06,Cash
120124,301,2025-05-29 12:47:09,2025-05-29,Lunch,Dine-In,Chicken Sandwich Combo,Gluten-Free Bun,1,9.28,0.0,0.87,11.15,Cash
120125,402,2025-05-19 01:29:10,2025-05-19,Late Night,Drive-Thru,Double Cheeseburger,,1,6.65,0.0,0.4,7.05,Card
120126,101,2025-04-24 12:04:45,2025-04-24,Lunch,Dine-In,Cheeseburger Combo,,1,7.99,0.0,0.72,8.71,
120127,202,2025-07-04 11:32:52,2025-07-04,Lunch,Delivery,Chicken Nuggets (10pc),,3,4.8,0.0,1.04,15.44,Card
120128,301,2025-06-12 23:44:14,2025-06-12,Late Night,Takeout,Cheeseburger,,1,4.52,0.9,0.31,3.93,MobilePay
120129,401,2025-06-28 17:54:06,2025-06-28,Afternoon,Drive-Thru,French Fries,Extra Sauce,1,2.5,0.0,0.21,2.96,MobilePay
120130,201,2025-05-05 17:52:25,2025-05-05,Afternoon,Drive-Thru,Iced Tea,Sugar-Free Syrup,1,1.68,0.0,0.17,2.15,Card
120131,301,2025-06-15 06:53:04,2025-06-15,Breakfast,Takeout,Milkshake,Almond Milk,1,4.01,0.0,0.42,5.13,Cash
120132,401,2025-05-22 07:51:15,2025-05-22,Breakfast,Drive-Thru,Egg Muffin,,1,2.97,0.0,0.19,3.16,Card
120133,102,2025-06-13 11:06:01,2025-06-13,Morning,Dine-In,Soft Drink (Medium),Sugar-Free Syrup,1,1.78,0.0,0.14,2.22,Cash
120134,401,2025-07-06 07:17:31,2025-07-06,Breakfast,Dine-In,Hash Browns,,1,1.71,0.0,0.12,1.83,Card
120135,101,2025-06-28 01:51:55,2025-06-28,Late Night,Delivery,Soft Drink (Large),Oat Milk,1,2.14,0.0,0.21,3.05,Card
120136,402,2025-05-01 23:20:24,2025-05-01,Late Night,Takeout,Spicy Chicken Sandwich,,1,5.34,0.0,0.6,6.94,Cash
120137,102,2025-04-30 21:43:31,2025-04-30,Dinner,Dine-In,Spicy Chicken Sandwich,,1,5.52,0.0,0.5,6.02,Card
120138,401,2025-04-30 13:44:57,2025-04-30,Lunch,Drive-Thru,Chicken Nuggets (10pc),,1,5.26,0.0,0.37,5.63,Card
120139,301,2025-06-15 22:00:06,2025-06-15,Late Night,Takeout,French Fries,,1,2.29,0.0,0.19,2.18,Cash
120140,102,2025-04-11 10:09:22,2025-04-11,Breakfast,Takeout,Hash Browns,Cinnamon,1,1.94,0.0,0.18,2.22,Card
120141,102,2025-07-19 17:15:33,2025-07-19,Afternoon,Dine-In,Soft Drink (Medium),Light Ice,2,1.85,0.0,0.26,3.96,Card
120142,501,2025-08-09 12:13:17,2025-08-09,Lunch,Drive-Thru,Cheeseburger,,2,3.95,0.0,0.63,8.53,Cash
120143,301,2025-05-23 16:37:07,2025-05-23,Afternoon,Takeout,Iced Tea,Almond Milk,1,1.91,0.0,0.17,2.78,MobilePay
120144,103,2025-06-17 12:36:24,2025-06-17,Lunch,Takeout,Chicken Sandwich Combo,No Onions,1,9.12,0.0,0.64,9.76,Card
120145,402,2025-04-27 08:35:32,2025-04-27,Breakfast,Drive-Thru,Breakfast Burrito,Cinnamon,1,3.94,0.2,0.28,4.12,Card
120146,402,2025-07-26 11:17:49,2025-07-26,Lunch,Takeout,Chicken Sandwich Combo,Extra Patty,1,8.37,0.0,0.67,11.04,GiftCard
120147,202,2025-04-27 11:28:55,2025-04-27,Lunch,Drive-Thru,Chicken Sandwich,,1,4.91,0.0,0.42,5.33,Cash
120148,301,2025-05-25 12:20:45,2025-05-25,Lunch,Dine-In,Soft Drink (Medium),Almond Milk,2,1.78,0.0,0.42,5.38,Cash
120149,201,2025-06-29 06:48:53,2025-06-29,Breakfast,Drive-Thru,Breakfast Burrito,,1,3.81,0.0,0.25,4.06,Card
120150,402,2025-08-09 11:46:29,2025-08-09,Lunch,Delivery,French Fries,Extra Sauce,1,2.71,0.0,0.21,3.17,Card
120151,402,2025-04-17 18:02:06,2025-04-17,Dinner,Delivery,Cheeseburger,,1,4.61,0.0,0.39,5.0,MobilePay
120152,202,2025-06-24 07:05:23,2025-06-24,Breakfast,Drive-Thru,Egg Muffin,No Cheese,1,3.07,0.15,0.18,3.1,Cash
120153,101,2025-04-27 15:55:27,2025-04-27,Afternoon,Delivery,French Fries,,2,2.71,0.0,0.43,5.85,Card
120154,103,2025-05-29 05:39:41,2025-05-29,Breakfast,Dine-In,Hash Browns,,1,1.95,0.0,0.15,2.2,Card
120155,401,2025-07-23 12:17:41,2025-07-23,Lunch,Dine-In,Chicken Sandwich Combo,No Pickles,2,8.63,0.0,1.29,18.55,Cash
120156,201,2025-07-26 12:31:40,2025-07-26,Lunch,Takeout,Soft Drink (Medium),Extra Ice,1,1.9,0.0,0.16,2.06,Cash
120157,101,2025-08-08 16:13:02,2025-08-08,Afternoon,Drive-Thru,Onion Rings,,2,3.27,0.0,0.56,7.1,MobilePay
120158,202,2025-04-14 06:51:09,2025-04-14,Breakfast,Delivery,Pancake Platter,,1,4.59,0.0,0.41,6.0,Card
120159,202,2025-05-17 17:11:07,2025-05-17,Afternoon,Dine-In,Chicken Nuggets (6pc),,1,3.9,0.0,0.29,4.19,Card
120160,101,2025-06-16 13:33:04,2025-06-16,Lunch,Dine-In,Chicken Sandwich Combo,Add Jalapenos,1,8.5,0.0,0.62,9.52,GiftCard
120161,201,2025-08-09 18:54:55,2025-08-09,Dinner,Dine-In,Veggie Burger,No Onions,2,5.52,0.0,1.05,12.09,Card
120162,301,2025-07-31 11:07:32,2025-07-31,Morning,Delivery,Coffee,No Ice,2,2.12,0.85,0.25,3.64,Card
120163,202,2025-07-02 17:39:15,2025-07-02,Afternoon,Takeout,Soft Drink (Medium),,2,1.67,0.0,0.24,3.58,Cash
120164,101,2025-08-09 01:54:47,2025-08-09,Late Night,Drive-Thru,French Fries,,1,2.91,0.29,0.2,2.82,Card
120165,301,2025-05-06 11:37:06,2025-05-06,Lunch,Takeout,Veggie Burger,No Pickles,1,5.38,0.0,0.39,5.77,Cash
120166,301,2025-07-06 12:04:12,2025-07-06,Lunch,Dine-In,Double Cheeseburger,,1,6.08,0.0,0.4,6.48,MobilePay
120167,102,2025-04-28 10:19:52,2025-04-28,Breakfast,Drive-Thru,Hash Browns,No Cheese,1,2.27,0.0,0.18,2.45,Cash
120168,401,2025-05-30 19:06:29,2025-05-30,Dinner,Dine-In,Double Cheeseburger,,1,5.64,0.0,0.41,6.05,MobilePay
120169,202,2025-07-31 18:04:12,2025-07-31,Dinner,Drive-Thru,Double Cheeseburger,,2,5.43,0.0,0.65,11.51,Card
120170,402,2025-05-14 08:11:22,2025-05-14,Breakfast,Dine-In,Hash Browns,Extra Egg,1,1.71,0.0,0.2,2.91,Card
120171,401,2025-04-18 10:40:51,2025-04-18,Morning,Takeout,Bottled Water,Sugar-Free Syrup,1,1.37,0.0,0.16,1.83,Card
120172,202,2025-06-10 09:22:49,2025-06-10,Breakfast,Drive-Thru,Egg Muffin,,1,3.22,0.0,0.19,3.41,Card
120173,103,2025-05-26 07:51:47,2025-05-26,Breakfast,Drive-Thru,Egg Muffin,No Cheese,1,3.33,0.0,0.3,3.63,MobilePay
120174,101,2025-08-09 13:58:39,2025-08-09,Lunch,Dine-In,Spicy Chicken Combo,,2,9.43,0.0,1.13,19.99,Card
120175,301,2025-06-23 01:37:06,2025-06-23,Late Night,Delivery,Milkshake,,1,4.27,0.0,0.38,5.15,Card
120176,201,2025-04-27 15:24:19,2025-04-27,Afternoon,Delivery,Chicken Nuggets (10pc),,2,4.99,0.0,0.6,10.58,Card
120177,102,2025-07-22 20:47:04,2025-07-22,Dinner,Dine-In,Chicken Sandwich,Extra Cheese,2,5.92,0.0,1.03,13.87,GiftCard
120178,102,2025-08-03 21:28:46,2025-08-03,Dinner,Takeout,Cheeseburger Combo,,1,8.36,0.0,0.75,9.11,Card
120179,101,2025-06-30 13:06:04,2025-06-30,Lunch,Dine-In,Chicken Sandwich,,2,6.39,0.0,1.02,13.8,MobilePay
120180,103,2025-06-15 15:03:06,2025-06-15,Afternoon,Takeout,Onion Rings,,2,3.32,0.0,0.43,7.07,GiftCard
120181,401,2025-04-26 10:40:38,2025-04-26,Breakfast,Takeout,Hash Browns,Extra Egg,1,1.72,0.0,0.23,2.95,Card
120182,301,2025-06-23 19:28:02,2025-06-23,Dinner,Dine-In,Chicken Sandwich,,1,5.0,0.0,0.32,5.32,Card
120183,403,2025-06-21 09:26:34,2025-06-21,Breakfast,Drive-Thru,Breakfast Burrito,,1,3.86,0.0,0.23,4.09,MobilePay
120184,102,2025-06-13 23:10:13,2025-06-13,Late Night,Drive-Thru,Spicy Chicken Sandwich,Extra Sauce,1,5.55,0.0,0.41,6.21,Card
120185,401,2025-05-31 13:54:17,2025-05-31,Lunch,Takeout,Cheeseburger,,1,4.73,0.0,0.31,5.04,MobilePay
120186,102,2025-07-28 16:55:34,2025-07-28,Afternoon,Drive-Thru,French Fries,Extra Sauce,1,2.77,0.0,0.21,3.23,MobilePay
120187,201,2025-06-10 07:57:23,2025-06-10,Breakfast,Dine-In,Sausage Biscuit,,1,3.02,0.0,0.2,3.22,MobilePay
120188,301,2025-06-17 10:12:28,2025-06-17,Morning,Dine-In,Egg Muffin,,2,3.03,0.0,0.59,9.05,MobilePay
120189,501,2025-07-16 06:53:03,2025-07-16,Breakfast,Dine-In,Soft Drink (Small),Extra Ice,1,1.41,0.0,0.12,1.53,Card
120190,103,2025-06-10 00:22:10,2025-06-10,Late Night,Drive-Thru,Soft Drink (Large),,1,1.95,0.2,0.13,1.88,Card
120191,101,2025-07-24 12:38:51,2025-07-24,Lunch,Dine-In,French Fries,,3,2.88,0.0,0.73,9.37,Card
120192,403,2025-06-20 18:00:32,2025-06-20,Dinner,Drive-Thru,Double Cheeseburger Combo,,1,10.1,0.0,0.66,10.76,GiftCard
120193,202,2025-06-04 10:57:03,2025-06-04,Morning,Drive-Thru,Hash Browns,No Cheese,1,1.64,0.0,0.12,1.76,Cash
120194,501,2025-06-27 19:43:34,2025-06-27,Dinner,Delivery,Onion Rings,No Sauce,2,3.19,0.0,0.61,6.99,Card
